,emotion,statements,situation,gender,mfcc
datasources\LDC_male\wav\1SN1s2280.wav,sadness,three hundred twelve,conversation,male,"[-477.2022399902344, 151.88011169433594, -27.05631446838379, 49.97575378417969, 16.40753173828125, -3.3805694580078125, 41.67940139770508, 13.968918800354004, 15.180338859558105, 13.120840072631836, -11.837952613830566, 7.925838947296143, 5.240695953369141, -4.795536041259766, -0.7530657649040222, -7.664455890655518, 7.022566318511963, 7.384880542755127, -2.3387787342071533, 7.728062152862549]"
datasources\LDC_male\wav\1SN1s3430.wav,sadness,may twenty-ninth,conversation,male,"[-477.8070983886719, 133.15780639648438, -14.967001914978027, 54.409210205078125, 18.95018768310547, 5.866937160491943, 44.442447662353516, 4.437434673309326, 3.568875551223755, 15.561015129089355, 2.039188861846924, 13.66972541809082, -0.8140113353729248, -2.6250834465026855, 15.29893684387207, -2.6020748615264893, 1.1249555349349976, 11.751496315002441, -0.9157794713973999, 2.325453758239746]"
datasources\LDC_male\wav\1SN1s3431.wav,sadness,may twenty-ninth,conversation,male,"[-474.6466064453125, 145.79566955566406, -17.76175880432129, 62.174442291259766, 31.299121856689453, 6.858692646026611, 33.69115447998047, -2.0088720321655273, 11.026021003723145, 19.12626838684082, -2.8608152866363525, 17.87506675720215, 7.067670822143555, -3.386746644973755, 12.638466835021973, -3.54984450340271, -1.488082766532898, 9.74779224395752, 1.1934539079666138, 4.699950218200684]"
datasources\LDC_male\wav\2AX1s2290.wav,anxiety,april eighteenth,conversation,male,"[-544.7720336914062, 123.52140808105469, -26.279247283935547, 32.501686096191406, 23.268184661865234, 8.168389320373535, 37.20467758178711, 18.85434913635254, 14.619233131408691, 5.815652370452881, -14.25585651397705, 4.144245624542236, 3.746791362762451, -6.041651248931885, 2.6239821910858154, -3.244879961013794, -0.8597055673599243, 5.660554885864258, -3.8257126808166504, -4.613089561462402]"
datasources\LDC_male\wav\2AX1s2291.wav,anxiety,april eighteenth,conversation,male,"[-500.23406982421875, 128.15150451660156, -37.7820930480957, 33.2748908996582, 25.044553756713867, 4.838154315948486, 36.88962173461914, 18.648605346679688, 14.014082908630371, 5.747440814971924, -14.648589134216309, 3.2038238048553467, 0.9114894270896912, -7.08091402053833, 2.7779459953308105, -5.719864368438721, -0.6913447976112366, 8.170697212219238, -3.8910319805145264, -6.045050621032715]"
datasources\LDC_male\wav\2AX1s2300.wav,anxiety,eight thousand one,conversation,male,"[-461.2856750488281, 132.8985595703125, -32.09804153442383, 44.84016799926758, 27.60334587097168, 6.858808517456055, 40.43056869506836, 11.53524112701416, 8.477490425109863, 9.946030616760254, -10.545572280883789, 4.629436492919922, 0.5664029717445374, -8.019847869873047, 4.43726921081543, -2.0065863132476807, 1.7394731044769287, 7.216794013977051, -4.7744317054748535, -3.034968852996826]"
datasources\LDC_male\wav\2AX1s2301.wav,anxiety,eight thousand one,conversation,male,"[-487.9851379394531, 150.37246704101562, -34.83077621459961, 48.981204986572266, 35.510807037353516, 7.545548915863037, 39.28901290893555, 16.677486419677734, 17.809171676635742, 13.622743606567383, -11.792364120483398, 7.070905685424805, 5.811114311218262, -6.029629707336426, 2.0098118782043457, -3.2981514930725098, 4.61327600479126, 10.247462272644043, -3.1956019401550293, -4.442162990570068]"
datasources\LDC_male\wav\2AX1s2302.wav,anxiety,eight thousand one,conversation,male,"[-496.89849853515625, 161.78744506835938, -51.143863677978516, 57.298789978027344, 27.08016586303711, -6.264292240142822, 39.558135986328125, 11.78038215637207, 18.104225158691406, 16.048812866210938, -14.68215274810791, 5.947930812835693, 2.5774123668670654, -5.179920673370361, 3.8331589698791504, -7.302091121673584, 3.9681601524353027, 7.850369453430176, -4.9882330894470215, 0.4497714042663574]"
datasources\LDC_male\wav\2AX1s2310.wav,anxiety,five thousand three,conversation,male,"[-443.04315185546875, 147.66552734375, -40.07511901855469, 46.60136413574219, 28.02519416809082, 10.693083763122559, 45.927734375, 8.457544326782227, 8.679913520812988, 10.134090423583984, -12.224686622619629, 6.253418922424316, -0.6575167179107666, -5.0774407386779785, 7.17489767074585, -6.98638916015625, 5.043124198913574, 11.556561470031738, -6.5228986740112305, 1.3826682567596436]"
datasources\LDC_male\wav\2AX1s2311.wav,anxiety,five thousand three,conversation,male,"[-476.4881591796875, 131.57957458496094, -23.25641632080078, 39.85542297363281, 29.38198471069336, 9.399446487426758, 36.97025680541992, 16.8492488861084, 16.07050895690918, 13.090921401977539, -9.091887474060059, 4.936166286468506, 2.1760241985321045, -6.59641695022583, 3.8652849197387695, -5.148111820220947, 0.15529248118400574, 12.342016220092773, -0.9332537651062012, -2.2549333572387695]"
datasources\LDC_male\wav\2AX1s2330.wav,anxiety,nine hundred five,conversation,male,"[-480.0121154785156, 131.6876983642578, -22.64876365661621, 38.298667907714844, 20.061025619506836, 2.199894428253174, 34.508827209472656, 10.149813652038574, 8.004571914672852, 10.018531799316406, -9.437485694885254, 4.162423133850098, 1.817079782485962, -7.293097972869873, 2.1022448539733887, -3.9608266353607178, 2.44396710395813, 11.646739959716797, -1.2287952899932861, -2.743318557739258]"
datasources\LDC_male\wav\2AX1s2331.wav,anxiety,nine hundred five,conversation,male,"[-453.1275329589844, 148.87811279296875, -43.977264404296875, 40.18568801879883, 24.59209442138672, 3.846442461013794, 39.10726547241211, 5.425450801849365, 3.1849210262298584, 6.65838623046875, -12.821830749511719, 2.6195104122161865, -3.3554465770721436, -5.865658283233643, 6.05035924911499, -7.56337308883667, 4.587101459503174, 12.43225383758545, -6.548395156860352, -0.8219890594482422]"
datasources\LDC_male\wav\2AX1s2340.wav,anxiety,october ninth,conversation,male,"[-482.4416198730469, 151.82835388183594, -37.26756286621094, 41.1370849609375, 16.899581909179688, -8.088114738464355, 30.93094825744629, 11.249581336975098, 19.086990356445312, 16.216299057006836, -13.248292922973633, 3.693429946899414, 1.9088705778121948, -8.65677261352539, -1.1583083868026733, -6.94449520111084, 1.299500584602356, 5.740281581878662, -3.8157994747161865, -2.9065165519714355]"
datasources\LDC_male\wav\2AX1s2341.wav,anxiety,october ninth,conversation,male,"[-506.7932434082031, 135.39051818847656, -29.75633430480957, 40.67975616455078, 16.72639274597168, -2.066889524459839, 32.2184944152832, 7.901449680328369, 14.427910804748535, 15.350557327270508, -8.782617568969727, 7.036148548126221, 4.767903804779053, -4.7528300285339355, 1.0772922039031982, -5.283133506774902, 2.0851657390594482, 6.346208095550537, -0.8891732096672058, -0.345847487449646]"
datasources\LDC_male\wav\2AX1s2350.wav,anxiety,one hundred three,conversation,male,"[-433.42132568359375, 141.0738983154297, -28.279945373535156, 36.97504425048828, 29.94770050048828, 15.725329399108887, 41.35301208496094, 10.572881698608398, 10.015085220336914, 11.873762130737305, -10.992334365844727, 1.1689640283584595, -0.5141232013702393, -5.003854274749756, 4.221768379211426, -5.833187103271484, 3.434495449066162, 10.256315231323242, -5.570672988891602, -0.7094800472259521]"
datasources\LDC_male\wav\2AX1s2360.wav,anxiety,ten thousand two,conversation,male,"[-393.87750244140625, 149.08663940429688, -28.32956314086914, 46.67245864868164, 33.06352615356445, 7.639254570007324, 40.344905853271484, 17.377059936523438, 14.245342254638672, 13.001992225646973, -10.202686309814453, 2.714513063430786, 1.6169276237487793, -5.2449469566345215, 3.6558680534362793, -5.152054309844971, 0.5390679836273193, 9.016018867492676, -3.877183675765991, -4.767618656158447]"
datasources\LDC_male\wav\2AX1s2361.wav,anxiety,ten thousand two,conversation,male,"[-406.62701416015625, 148.0233154296875, -39.54119873046875, 50.00724792480469, 32.995513916015625, 6.359344005584717, 43.745845794677734, 13.526557922363281, 8.497233390808105, 11.263692855834961, -9.453407287597656, 3.5018577575683594, -0.30440112948417664, -2.973283052444458, 6.499205112457275, -7.236806869506836, 2.9482405185699463, 10.564337730407715, -6.340110778808594, -1.3360021114349365]"
datasources\LDC_male\wav\2AX1s2370.wav,anxiety,two hundred nine,conversation,male,"[-454.79754638671875, 145.92796325683594, -30.536745071411133, 37.71025085449219, 30.036624908447266, 10.14583683013916, 39.18032455444336, 10.339290618896484, 6.158021926879883, 12.35623836517334, -8.426619529724121, 0.4344201982021332, 1.7631077766418457, -1.950843334197998, 5.18739128112793, -4.181305408477783, 2.6204426288604736, 9.368557929992676, -5.182908058166504, -3.2589690685272217]"
datasources\LDC_male\wav\2AX1s2371.wav,anxiety,two hundred nine,conversation,male,"[-458.11273193359375, 162.61224365234375, -32.287410736083984, 44.019683837890625, 27.501598358154297, 3.285813331604004, 40.337242126464844, 15.003857612609863, 12.780136108398438, 14.365405082702637, -9.131031036376953, 2.288869857788086, 0.8129847645759583, -4.536838054656982, 3.1161372661590576, -5.263082027435303, 2.9530467987060547, 8.511383056640625, -4.53123140335083, -3.0051207542419434]"
datasources\LDC_male\wav\2AX1s2630.wav,anxiety,six hundred one,conversation,male,"[-436.89654541015625, 118.91488647460938, -9.241392135620117, 42.16694259643555, 32.412193298339844, 14.431254386901855, 32.390384674072266, 10.87971305847168, 9.113917350769043, 7.46961784362793, -9.77851676940918, 1.3980790376663208, 0.08329962193965912, -4.47881555557251, 2.934394359588623, -4.3173089027404785, 2.74373459815979, 9.784536361694336, -3.1598610877990723, -2.386265754699707]"
datasources\LDC_male\wav\2AX1s2980.wav,anxiety,july fifteenth,conversation,male,"[-433.7643127441406, 149.8283233642578, -33.218929290771484, 40.95546340942383, 23.839584350585938, 3.1141602993011475, 37.179508209228516, 12.741881370544434, 13.65539836883545, 8.601223945617676, -15.39106273651123, 4.2703962326049805, 2.1663169860839844, -5.736056327819824, 3.0214591026306152, -6.872608661651611, 2.997070550918579, 11.736031532287598, -3.751793384552002, -4.892070293426514]"
datasources\LDC_male\wav\2AX1s3350.wav,anxiety,march twenty-ninth,conversation,male,"[-456.10162353515625, 140.50241088867188, -38.02909469604492, 40.41291809082031, 15.545613288879395, -4.0963826179504395, 35.63192367553711, 11.093918800354004, 17.083404541015625, 14.428202629089355, -14.527400016784668, 4.986479759216309, 4.786412239074707, -7.136629581451416, -0.49700042605400085, -5.133720397949219, 3.734370231628418, 5.657585144042969, -6.736961364746094, -3.3319835662841797]"
datasources\LDC_male\wav\2AX1s3351.wav,anxiety,march twenty-ninth,conversation,male,"[-466.8858337402344, 150.14439392089844, -51.16260528564453, 43.04046630859375, 17.54502296447754, -8.448512077331543, 38.05498123168945, 12.125818252563477, 14.53902816772461, 13.16694450378418, -14.588054656982422, 5.644577980041504, 1.38875412940979, -10.65684700012207, 2.1121504306793213, -4.836834907531738, 0.516350269317627, 6.635583400726318, -4.87158203125, -3.7428605556488037]"
datasources\LDC_male\wav\2AX1s3352.wav,anxiety,march twenty-ninth,conversation,male,"[-490.0751647949219, 117.29193878173828, -18.873794555664062, 37.505775451660156, 19.093177795410156, -0.6360988616943359, 28.468656539916992, 14.537353515625, 18.393117904663086, 15.7597074508667, -7.073200225830078, 4.611345291137695, 4.198162078857422, -5.605510711669922, -1.130782127380371, -3.791377067565918, 2.708956480026245, 6.012106895446777, -2.4756360054016113, -2.401050090789795]"
datasources\LDC_male\wav\2BD1s0550.wav,boredom,eight hundred five,conversation,male,"[-488.7933654785156, 158.20701599121094, -24.230024337768555, 42.97629165649414, 25.87549591064453, 10.256361961364746, 30.623153686523438, 0.18416571617126465, 15.689460754394531, 14.749534606933594, -7.8727498054504395, 12.325526237487793, 1.5770573616027832, -3.851572036743164, 8.443421363830566, -6.269336700439453, 2.867422342300415, 9.893271446228027, 1.5866881608963013, 9.185068130493164]"
datasources\LDC_male\wav\2BD1s0551.wav,boredom,eight hundred five,conversation,male,"[-475.6788024902344, 147.30648803710938, -10.064854621887207, 38.5920524597168, 27.026596069335938, 11.947419166564941, 24.89852523803711, 0.9464318752288818, 13.392961502075195, 13.490869522094727, -5.2546586990356445, 8.383687973022461, 0.32874417304992676, -2.835468053817749, 6.140788555145264, -6.930469989776611, 0.921302855014801, 8.587433815002441, 1.0860230922698975, 5.961752414703369]"
datasources\LDC_male\wav\2BD1s0552.wav,boredom,eight hundred five,conversation,male,"[-514.197265625, 141.4796905517578, -21.315685272216797, 44.678958892822266, 27.589208602905273, 8.998400688171387, 27.4314022064209, 0.25277745723724365, 13.34896469116211, 13.367103576660156, -5.417651653289795, 13.001238822937012, 2.266058921813965, -2.8631246089935303, 8.46438980102539, -4.785009384155273, 3.9509217739105225, 8.966712951660156, 0.559021532535553, 10.127469062805176]"
datasources\LDC_male\wav\2BD1s0720.wav,boredom,six thousand two,conversation,male,"[-500.52630615234375, 144.4539337158203, -20.30756378173828, 51.178009033203125, 31.869213104248047, 17.340673446655273, 32.646141052246094, -6.725375175476074, 13.488069534301758, 19.5710506439209, -7.688711643218994, 11.014945983886719, 2.030474901199341, -4.480844497680664, 11.153420448303223, -3.484633684158325, 1.0636160373687744, 7.005763530731201, -3.3318471908569336, 6.038588047027588]"
datasources\LDC_male\wav\2BD1s0721.wav,boredom,six thousand two,conversation,male,"[-523.3917846679688, 128.56829833984375, -14.812858581542969, 45.21659851074219, 30.09347915649414, 16.125389099121094, 28.836673736572266, -2.3440654277801514, 15.958795547485352, 19.52918815612793, -6.867712020874023, 9.558225631713867, 3.2160255908966064, -3.8553225994110107, 10.450637817382812, -1.8366280794143677, 0.794815182685852, 8.24028205871582, -1.1283714771270752, 4.405181884765625]"
datasources\LDC_male\wav\2BD1s0722.wav,boredom,six thousand two,conversation,male,"[-523.565185546875, 136.05674743652344, -8.78916072845459, 47.25074768066406, 35.37076187133789, 17.60901641845703, 24.781490325927734, -0.4629090428352356, 18.268726348876953, 18.46721649169922, -4.57354736328125, 8.409543991088867, -0.3982248604297638, -1.4366812705993652, 10.1138916015625, -5.8667802810668945, 0.6833292245864868, 7.000010967254639, -2.7655863761901855, 6.35653018951416]"
datasources\LDC_male\wav\2BD1s1270.wav,boredom,august thirteenth,conversation,male,"[-479.9508361816406, 106.34266662597656, -11.646951675415039, 39.113929748535156, 27.622591018676758, 16.98135757446289, 36.0145378112793, 6.9185380935668945, 3.206010341644287, 9.29248046875, -1.3622996807098389, 4.621148109436035, 0.23470234870910645, -0.6186638474464417, 4.862055778503418, -1.7868915796279907, 3.228564500808716, 3.864999294281006, 0.6868826150894165, 4.806159019470215]"
datasources\LDC_male\wav\2BD1s1271.wav,boredom,august thirteenth,conversation,male,"[-505.1158447265625, 116.90626525878906, -16.32372283935547, 42.55310821533203, 27.48300552368164, 16.835790634155273, 29.09555435180664, -6.067654132843018, 10.082846641540527, 15.658272743225098, -9.218484878540039, 10.523307800292969, 9.13888931274414, -2.4229822158813477, 7.764402866363525, 0.6193445324897766, 1.0185468196868896, 4.64414644241333, 0.9048916697502136, 5.650570869445801]"
datasources\LDC_male\wav\2BD1s1360.wav,boredom,five hundred one,conversation,male,"[-551.0690307617188, 125.71182250976562, 1.0363415479660034, 44.616573333740234, 26.495969772338867, 13.126972198486328, 25.635852813720703, -1.1662840843200684, 12.162664413452148, 17.381986618041992, -2.8375775814056396, 11.482051849365234, 7.989223003387451, 1.02492094039917, 10.066014289855957, -0.378494530916214, 2.458437919616699, 7.057887554168701, -1.2005329132080078, 6.251967906951904]"
datasources\LDC_male\wav\2BD1s1361.wav,boredom,five hundred one,conversation,male,"[-550.9525146484375, 127.8431167602539, 3.4188544750213623, 46.37997055053711, 28.292146682739258, 15.649378776550293, 28.624940872192383, 1.073185682296753, 12.880512237548828, 17.51881217956543, -1.7735756635665894, 12.843905448913574, 7.413100719451904, -0.11997377872467041, 11.012179374694824, 0.759800910949707, 2.7241861820220947, 7.827301025390625, -1.161308765411377, 6.183604717254639]"
datasources\LDC_male\wav\2BD1s1400.wav,boredom,four thousand five,conversation,male,"[-503.8606872558594, 150.93763732910156, -6.578685760498047, 44.31790542602539, 25.117074966430664, 10.90192985534668, 28.4837646484375, -2.617283582687378, 9.36556625366211, 13.593029022216797, -7.364047527313232, 11.116286277770996, 5.2673749923706055, -4.173503398895264, 7.388096332550049, -4.104970932006836, -1.2610870599746704, 8.43433952331543, 3.28064227104187, 6.974650859832764]"
datasources\LDC_male\wav\2BD1s1401.wav,boredom,four thousand five,conversation,male,"[-516.5750122070312, 145.1361083984375, -2.9866175651550293, 47.34392166137695, 26.584741592407227, 9.610570907592773, 27.976058959960938, 1.279632329940796, 10.04207992553711, 11.95124340057373, -5.226065635681152, 11.51286792755127, 3.83430814743042, -3.1430416107177734, 7.358243942260742, -3.768841505050659, 1.0604639053344727, 7.934821128845215, 2.787627696990967, 9.28085994720459]"
datasources\LDC_male\wav\2BD1s1402.wav,boredom,four thousand five,conversation,male,"[-501.3916015625, 148.1927032470703, -3.7426609992980957, 44.09006118774414, 30.776203155517578, 10.785725593566895, 20.778759002685547, -2.24815034866333, 12.761589050292969, 14.12016487121582, -6.303350925445557, 11.612578392028809, 5.499442100524902, -4.0258097648620605, 6.313814640045166, -5.396462917327881, -1.244444489479065, 8.353520393371582, 0.6854040026664734, 6.507201194763184]"
datasources\LDC_male\wav\2BD1s1403.wav,boredom,four thousand five,conversation,male,"[-531.2802734375, 140.0215301513672, -21.490930557250977, 48.13783645629883, 28.094200134277344, 7.897369384765625, 26.283384323120117, -3.304905414581299, 12.196795463562012, 12.389521598815918, -8.634014129638672, 15.89998722076416, 4.341760158538818, -7.952866554260254, 8.800065994262695, -1.8163576126098633, 0.9743472933769226, 7.616672039031982, 1.8487099409103394, 10.46644115447998]"
datasources\LDC_male\wav\2BD1s1560.wav,boredom,november eighth,conversation,male,"[-580.40234375, 111.78752899169922, -1.040030837059021, 42.363075256347656, 24.197019577026367, 14.23789119720459, 29.849462509155273, 2.48549485206604, 13.38941478729248, 19.363880157470703, -1.756352424621582, 10.28246784210205, 7.857435703277588, 0.7832950353622437, 9.994437217712402, 1.167537808418274, 2.403057336807251, 6.926717758178711, 0.5284265279769897, 6.8517680168151855]"
datasources\LDC_male\wav\2BD1s1561.wav,boredom,november eighth,conversation,male,"[-516.8353881835938, 135.1561737060547, 1.3803597688674927, 41.63260269165039, 20.526472091674805, 18.478166580200195, 34.4827880859375, -0.5499210953712463, 17.19398307800293, 20.557340621948242, -9.506394386291504, 6.908915996551514, 3.124437093734741, -6.96300745010376, 6.602207183837891, -2.1935222148895264, -0.21243402361869812, 7.540112018585205, 0.9254536032676697, 5.713992595672607]"
datasources\LDC_male\wav\2BD1s1780.wav,boredom,three thousand five,conversation,male,"[-494.85601806640625, 153.3837127685547, -14.30136489868164, 39.65778732299805, 32.01923751831055, 20.23967742919922, 27.427396774291992, -2.7376418113708496, 17.2620906829834, 14.968915939331055, -9.665722846984863, 12.742959022521973, 3.8843605518341064, -6.62907600402832, 6.255483627319336, -5.833158493041992, -0.5592912435531616, 8.03017807006836, 0.14061391353607178, 6.531460762023926]"
datasources\LDC_male\wav\2BD1s1781.wav,boredom,three thousand five,conversation,male,"[-510.89764404296875, 154.556884765625, -18.529340744018555, 40.6198844909668, 31.734331130981445, 21.695423126220703, 31.92919921875, -5.314215660095215, 16.405555725097656, 19.97373390197754, -12.237632751464844, 11.141791343688965, 9.964014053344727, -6.816525459289551, 3.928863763809204, -2.474569797515869, 0.8240143060684204, 7.892375946044922, 1.7790013551712036, 7.525356769561768]"
datasources\LDC_male\wav\2BD1s1782.wav,boredom,three thousand five,conversation,male,"[-488.8440856933594, 138.44247436523438, -4.7993879318237305, 37.98649215698242, 30.373449325561523, 18.59038543701172, 24.284212112426758, -1.4757710695266724, 15.713295936584473, 15.024147033691406, -8.870469093322754, 10.164200782775879, 6.929786682128906, -4.080115795135498, 4.363250732421875, -5.828540802001953, -1.6158876419067383, 8.889122009277344, 2.6272921562194824, 5.273934841156006]"
datasources\LDC_male\wav\2BD1s1783.wav,boredom,three thousand five,conversation,male,"[-482.03863525390625, 155.8245391845703, -12.540318489074707, 45.91791915893555, 33.755802154541016, 13.617417335510254, 22.96860694885254, -0.317708820104599, 17.80052947998047, 11.972307205200195, -9.076753616333008, 13.590266227722168, 2.43158221244812, -6.200789451599121, 5.600245952606201, -7.032163619995117, 0.7283154726028442, 7.408975124359131, -0.13132523000240326, 8.739250183105469]"
datasources\LDC_male\wav\2BD1s2090.wav,boredom,nine thousand ten,conversation,male,"[-491.468017578125, 154.13519287109375, -9.348294258117676, 48.598567962646484, 33.4705696105957, 13.823443412780762, 27.687904357910156, -0.5205391645431519, 15.707362174987793, 20.098712921142578, -3.7041070461273193, 12.264527320861816, 4.709077835083008, -4.8092193603515625, 7.9380269050598145, -1.0624696016311646, 4.82583475112915, 9.83529281616211, -3.5784897804260254, 2.9581637382507324]"
datasources\LDC_male\wav\2BD1s2091.wav,boredom,nine thousand ten,conversation,male,"[-514.6952514648438, 147.66494750976562, -4.532595634460449, 49.66950607299805, 33.49203109741211, 12.826972007751465, 23.66114044189453, 0.3772699236869812, 18.676090240478516, 20.07158660888672, -2.627924919128418, 11.005670547485352, 2.484271287918091, -1.6170517206192017, 8.938009262084961, -3.5062990188598633, 5.500972747802734, 9.942337036132812, -3.803187847137451, 4.0933613777160645]"
datasources\LDC_male\wav\2BD1s2092.wav,boredom,nine thousand ten,conversation,male,"[-544.9652709960938, 138.846435546875, -5.028672695159912, 47.901554107666016, 33.05030822753906, 15.155244827270508, 27.245891571044922, 1.7558026313781738, 15.929803848266602, 18.266056060791016, -2.6068460941314697, 12.341262817382812, 5.204404830932617, -1.7538293600082397, 8.830326080322266, -1.3654894828796387, 5.6567511558532715, 11.453104972839355, -0.3045860826969147, 5.395766258239746]"
datasources\LDC_male\wav\2BD1s2093.wav,boredom,nine thousand ten,conversation,male,"[-556.34765625, 129.47471618652344, -2.469086170196533, 48.72698974609375, 31.374706268310547, 12.909514427185059, 27.03793716430664, 3.4604625701904297, 15.406128883361816, 18.501319885253906, -1.2461978197097778, 11.89850902557373, 5.934962272644043, -0.3847251236438751, 9.0108060836792, -0.7162389159202576, 6.3652729988098145, 11.764068603515625, -1.2385321855545044, 3.6687211990356445]"
datasources\LDC_male\wav\2BD1s3260.wav,boredom,june twenty-fourth,conversation,male,"[-496.08984375, 130.35528564453125, -11.544388771057129, 35.72272872924805, 23.822856903076172, 17.975791931152344, 29.052400588989258, -4.793117046356201, 11.017114639282227, 15.299921035766602, -8.707452774047852, 7.139843463897705, 3.0329251289367676, -2.799597978591919, 10.284988403320312, -0.2718196511268616, 0.15708225965499878, 5.786479473114014, 0.5545491576194763, 4.439696311950684]"
datasources\LDC_male\wav\2BD1s3261.wav,boredom,june twenty-fourth,conversation,male,"[-520.7899780273438, 137.91049194335938, -16.76913833618164, 43.45371627807617, 26.124231338500977, 17.79095458984375, 33.37880325317383, -5.7913923263549805, 11.497896194458008, 16.221054077148438, -10.360556602478027, 10.702444076538086, 4.748377799987793, -4.301058292388916, 11.966235160827637, -0.17427654564380646, -0.03614729642868042, 6.60743522644043, -0.11166215687990189, 5.598949432373047]"
datasources\LDC_male\wav\2BD1s3262.wav,boredom,june twenty-fourth,conversation,male,"[-525.1842651367188, 120.45884704589844, 6.573395729064941, 35.00313186645508, 23.859987258911133, 18.096071243286133, 28.26697540283203, 0.8630207180976868, 8.577692985534668, 13.897292137145996, -6.121880531311035, 4.200187683105469, 4.538730621337891, -3.3708486557006836, 4.522704124450684, 0.08136116713285446, 0.47463086247444153, 4.905139446258545, 1.1270685195922852, 4.685356616973877]"
datasources\LDC_male\wav\2BD1s3460.wav,boredom,seventy-eight,conversation,male,"[-551.8091430664062, 115.75013732910156, -17.224973678588867, 39.51163864135742, 27.882118225097656, 19.730966567993164, 33.56447982788086, 2.208953619003296, 17.44406509399414, 19.65645980834961, -5.867407321929932, 10.417903900146484, 5.336450099945068, -2.146357536315918, 10.516030311584473, -0.2095870077610016, 3.3421993255615234, 9.470555305480957, -0.9700424075126648, 4.596371650695801]"
datasources\LDC_male\wav\2BD1s3461.wav,boredom,seventy-eight,conversation,male,"[-532.2256469726562, 127.85469055175781, -19.61739730834961, 39.936187744140625, 33.48386764526367, 20.47330665588379, 30.391319274902344, 2.3941447734832764, 18.055143356323242, 16.83077621459961, -7.205158233642578, 10.39111328125, 4.230992794036865, -0.8687103986740112, 9.756917953491211, -5.713343620300293, 2.110114812850952, 10.928982734680176, -3.3898165225982666, 2.516982316970825]"
datasources\LDC_male\wav\2DG1s2460.wav,disgust,december first,conversation,male,"[-335.1574401855469, 105.66813659667969, -23.977863311767578, 46.115760803222656, 9.84315299987793, 1.9472520351409912, 39.19767761230469, 0.6995413899421692, 4.4716715812683105, 14.114326477050781, -2.4600071907043457, 6.157185077667236, -7.012173652648926, -4.787442207336426, 11.106674194335938, -4.149713039398193, -0.22897301614284515, 4.662705898284912, -1.829508662223816, 2.9369094371795654]"
datasources\LDC_male\wav\2DG1s2461.wav,disgust,december first,conversation,male,"[-317.6260681152344, 120.19100952148438, -32.935585021972656, 48.2713737487793, 11.00498104095459, 0.1740974336862564, 38.592872619628906, -3.6505789756774902, 5.16722297668457, 15.542080879211426, -5.823908805847168, 7.615340232849121, -4.739747524261475, -5.784773349761963, 10.414603233337402, -6.446394443511963, -0.5264059901237488, 7.263529300689697, -2.6100692749023438, 1.208937168121338]"
datasources\LDC_male\wav\2DG1s2470.wav,disgust,eight hundred one,conversation,male,"[-482.7390441894531, 114.08377075195312, -5.038464546203613, 47.214595794677734, 25.88791847229004, 16.253528594970703, 41.359413146972656, 10.032958030700684, 7.641219615936279, 11.444856643676758, -2.0752320289611816, 7.811360836029053, -0.19010430574417114, -0.8471662998199463, 11.746448516845703, 1.0653630495071411, 4.840969562530518, 6.747954845428467, -4.386069297790527, 2.3312630653381348]"
datasources\LDC_male\wav\2DG1s2471.wav,disgust,eight hundred one,conversation,male,"[-461.6393127441406, 119.0294189453125, -5.343601703643799, 47.313507080078125, 30.079193115234375, 20.84259605407715, 41.86433029174805, 6.122176647186279, 6.352451324462891, 15.735381126403809, -1.946341872215271, 4.0113911628723145, 0.6494743824005127, -0.32499533891677856, 9.429634094238281, -0.12638846039772034, 2.8713958263397217, 5.948065757751465, -4.253073692321777, 0.48636534810066223]"
datasources\LDC_male\wav\2DG1s2480.wav,disgust,five hundred three,conversation,male,"[-463.3018493652344, 125.11579132080078, -21.405765533447266, 47.97282028198242, 22.25260353088379, 18.988618850708008, 50.459346771240234, 4.409326076507568, 4.312933444976807, 11.686946868896484, -4.608745574951172, 8.727587699890137, 0.38597866892814636, 1.9881501197814941, 12.58751392364502, -3.3285043239593506, 5.618710517883301, 8.847731590270996, -3.7919921875, 1.4685925245285034]"
datasources\LDC_male\wav\2DG1s2481.wav,disgust,five hundred three,conversation,male,"[-503.38836669921875, 131.99752807617188, -29.682018280029297, 44.7357063293457, 25.746631622314453, 17.150047302246094, 49.374855041503906, 11.143564224243164, 7.587759971618652, 7.127328395843506, -6.947193145751953, 7.748015880584717, -6.246269702911377, -3.083714485168457, 13.67584228515625, -3.185971736907959, 4.207863807678223, 7.96649169921875, -3.968759775161743, 3.055072069168091]"
datasources\LDC_male\wav\2DG1s2482.wav,disgust,five hundred three,conversation,male,"[-548.2313232421875, 126.82255554199219, -18.76553726196289, 38.11198806762695, 22.7159366607666, 17.040212631225586, 45.30707931518555, 12.940081596374512, 10.321081161499023, 8.832128524780273, -7.005190849304199, 6.942924499511719, -3.426377773284912, -4.435039043426514, 10.073066711425781, -3.1570992469787598, 2.9758617877960205, 6.4467878341674805, -4.087571620941162, 6.685731410980225]"
datasources\LDC_male\wav\2DG1s2483.wav,disgust,five hundred three,conversation,male,"[-521.1550903320312, 126.6979751586914, -34.073585510253906, 40.804527282714844, 26.504697799682617, 19.246089935302734, 48.36027526855469, 8.77750015258789, 7.086811542510986, 9.089133262634277, -6.3046088218688965, 8.361048698425293, -1.4560880661010742, -0.6460043787956238, 10.465143203735352, -4.1537909507751465, 5.710354804992676, 6.629579067230225, -4.9516072273254395, 6.155824184417725]"
