Emotion: anxiety, Statement: eight hundred eight, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: sadness, Statement: september third, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: sadness, Statement: september third, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: sadness, Statement: six thousand ten, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: sadness, Statement: three hundred twelve, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: sadness, Statement: may twenty-ninth, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: sadness, Statement: may twenty-ninth, Gender: male, Situation: conversation, Color: (86, 93, 47)
Emotion: anxiety, Statement: april eighteenth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: april eighteenth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: eight thousand one, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: eight thousand one, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: eight thousand one, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: five thousand three, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: five thousand three, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: nine hundred five, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: nine hundred five, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: october ninth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: october ninth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: one hundred three, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: ten thousand two, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: ten thousand two, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: two hundred nine, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: two hundred nine, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: six hundred one, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: july fifteenth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: march twenty-ninth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: march twenty-ninth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: anxiety, Statement: march twenty-ninth, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: boredom, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: six thousand two, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: six thousand two, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: six thousand two, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: august thirteenth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: august thirteenth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: five hundred one, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: five hundred one, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: four thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: four thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: four thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: four thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: november eighth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: november eighth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: three thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: three thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: three thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: three thousand five, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: nine thousand ten, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: nine thousand ten, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: nine thousand ten, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: nine thousand ten, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: june twenty-fourth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: june twenty-fourth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: june twenty-fourth, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: seventy-eight, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: boredom, Statement: seventy-eight, Gender: male, Situation: conversation, Color: (86, 49, 45)
Emotion: cold anger, Statement: thirteen hundred, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: thirteen hundred, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: nine hundred nine, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: nine hundred nine, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: nine hundred nine, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: april fourteenth, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: april fourteenth, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: eight thousand ten, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: eight thousand ten, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: five thousand two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: five thousand two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: five thousand two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: october tenth, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: october tenth, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: one hundred two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: one hundred two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: one hundred two, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: six hundred ten, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: six hundred ten, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: six hundred ten, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: two hundred six, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: two hundred six, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: march twenty-third, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: march twenty-third, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: cold anger, Statement: march twenty-third, Gender: male, Situation: conversation, Color: (172, 214, 73)
Emotion: contempt, Statement: sixteen hundred, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: sixteen hundred, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: five hundred ten, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: five hundred ten, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: december fifth, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: december fifth, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: eight hundred nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: eight hundred nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: eight hundred nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: four thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: four thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: four thousand nine, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: nine thousand twelve, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: nine thousand twelve, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: nine thousand twelve, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: november first, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: november first, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: june twenty-sixth, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: june twenty-sixth, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: seventy-four, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: seventy-four, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: contempt, Statement: seventy-four, Gender: male, Situation: conversation, Color: (155, 168, 97)
Emotion: disgust, Statement: december first, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: december first, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: eight hundred one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: eight hundred one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: five hundred three, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: five hundred three, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: five hundred three, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: five hundred three, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: four thousand one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: four thousand one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: nine thousand two, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: nine thousand two, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: november fourth, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: november fourth, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: three thousand one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: three thousand one, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: june twenty-third, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: june twenty-third, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: seventy-nine, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: seventy-nine, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: sixty-seven, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: sixty-seven, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: dominant, Statement: august sixteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: august sixteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four thousand eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four thousand eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: thirteen hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: thirteen hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine thousand three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine thousand three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: april second, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: april second, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: april second, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four hundred eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four hundred eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four hundred eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: ten thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: ten thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: fourteen hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: fourteen hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: fourteen hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: september sixth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: september sixth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six thousand one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six thousand one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six thousand one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three hundred twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three hundred twelve, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: october ninth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: october ninth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight thousand ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight thousand ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: november fourth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: november fourth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: november fourth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: december twelfth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: december twelfth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: december twelfth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: july thirteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: july thirteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine hundred three, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one hundred six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one hundred six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one thousand six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one thousand six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one thousand six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six hundred one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six hundred one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six hundred one, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: june twenty-ninth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: june twenty-ninth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: march twenty-first, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: march twenty-first, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: march twenty-first, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: seventy-nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: seventy-nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: despair, Statement: september eighth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: september eighth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: september eighth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: six hundred two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: six hundred two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: april seventh, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: april seventh, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: eight thousand two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: eight thousand two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: eight thousand two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: eight thousand two, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: four hundred five, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: four hundred five, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: four hundred five, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: may thirtieth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: may thirtieth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: one thousand four, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: one thousand four, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: three hundred five, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: three hundred five, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: two hundred twelve, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: two hundred twelve, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: two hundred twelve, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: july sixteenth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: july sixteenth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: july sixteenth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: july sixteenth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: nine hundred ten, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: nine hundred ten, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: elation, Statement: eighteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: eighteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: eighteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: july thirteenth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: july thirteenth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: nine hundred three, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: nine hundred three, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: april sixteenth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: april sixteenth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: four hundred four, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: four hundred four, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: one thousand nine, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: one thousand nine, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: september fifth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: september fifth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: september fifth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: six thousand eight, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: six thousand eight, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: six thousand eight, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: three hundred four, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: three hundred four, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: three hundred four, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: two hundred two, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: two hundred two, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: two hundred two, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: may thirty-first, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: may thirty-first, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: hot anger, Statement: two thousand eight, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: two thousand eight, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: fifteen hundred, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: fifteen hundred, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: one thousand six, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: one thousand six, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: one thousand six, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: august eighteenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: august eighteenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: four hundred one, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: four hundred one, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: june seventeenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: june seventeenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: june seventeenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: nine hundred two, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: nine hundred two, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: september fourth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: september fourth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: six thousand four, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: six thousand four, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: six thousand four, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: three hundred one, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: three hundred one, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: may twenty-eighth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: happy, Statement: march thirtieth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: march thirtieth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: one hundred eight, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: one hundred eight, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: december sixth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: december sixth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: eight hundred three, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: eight hundred three, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: four thousand three, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: four thousand three, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: november tenth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: november tenth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: november tenth, Gender: male, Situation: conversation, Color: unknown
