,emotion,statements,situation,gender
datasources\LDC\wav\2NT2s2641.wav,neutral,april sixteenth,distant,male
datasources\LDC\wav\2NT2s2650.wav,neutral,four hundred four,distant,male
datasources\LDC\wav\2NT2s2651.wav,neutral,four hundred four,distant,male
datasources\LDC\wav\2NT2s2652.wav,neutral,four hundred four,distant,male
datasources\LDC\wav\2NT2s2710.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\2NT2s2711.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\2NT2s2712.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\2NT2s2713.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\2NT2s2740.wav,neutral,june seventeenth,distant,male
datasources\LDC\wav\2NT2s2741.wav,neutral,june seventeenth,distant,male
datasources\LDC\wav\2NT2s2742.wav,neutral,june seventeenth,distant,male
datasources\LDC\wav\2NT2s2750.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\2NT2s2751.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\2NT2s2752.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\2NT2s2810.wav,neutral,five thousand nine,distant,male
datasources\LDC\wav\2NT2s2811.wav,neutral,five thousand nine,distant,male
datasources\LDC\wav\2NT2s2812.wav,neutral,five thousand nine,distant,male
datasources\LDC\wav\2NT2s2820.wav,neutral,fourteen sixty,distant,male
datasources\LDC\wav\2NT2s2821.wav,neutral,fourteen sixty,distant,male
datasources\LDC\wav\2NT2s2830.wav,neutral,january,distant,male
datasources\LDC\wav\2NT2s2831.wav,neutral,january,distant,male
datasources\LDC\wav\2NT2s2832.wav,neutral,january,distant,male
datasources\LDC\wav\2NT2s2930.wav,neutral,twelve and a half,distant,male
datasources\LDC\wav\2NT2s2931.wav,neutral,twelve and a half,distant,male
datasources\LDC\wav\2NT2s2932.wav,neutral,twelve and a half,distant,male
datasources\LDC\wav\2NT2s2933.wav,neutral,twelve and a half,distant,male
datasources\LDC\wav\2NT2s3290.wav,neutral,june twenty-third,distant,male
datasources\LDC\wav\2NT2s3291.wav,neutral,june twenty-third,distant,male
datasources\LDC\wav\2NT2s3350.wav,neutral,march twenty-ninth,distant,male
datasources\LDC\wav\2NT2s3351.wav,neutral,march twenty-ninth,distant,male
datasources\LDC\wav\2NT2s3352.wav,neutral,march twenty-ninth,distant,male
datasources\LDC\wav\2NT2s3410.wav,neutral,may twenty-first,distant,male
datasources\LDC\wav\2NT2s3411.wav,neutral,may twenty-first,distant,male
datasources\LDC\wav\2NT2s3500.wav,neutral,seventy-one,distant,male
datasources\LDC\wav\2NT2s3501.wav,neutral,seventy-one,distant,male
datasources\LDC\wav\2NT2s3502.wav,neutral,seventy-one,distant,male
datasources\LDC\wav\2NT3s0070.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\2NT3s0071.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\2NT3s0072.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\2NT3s0220.wav,neutral,eight hundred four,tete a tete,male
datasources\LDC\wav\2NT3s0221.wav,neutral,eight hundred four,tete a tete,male
datasources\LDC\wav\2NT3s0290.wav,neutral,sixteen hundred,tete a tete,male
datasources\LDC\wav\2NT3s0291.wav,neutral,sixteen hundred,tete a tete,male
datasources\LDC\wav\2NT3s0292.wav,neutral,sixteen hundred,tete a tete,male
datasources\LDC\wav\2NT3s0460.wav,neutral,may seventeenth,tete a tete,male
datasources\LDC\wav\2NT3s0461.wav,neutral,may seventeenth,tete a tete,male
datasources\LDC\wav\2NT3s0490.wav,neutral,one thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0491.wav,neutral,one thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0492.wav,neutral,one thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0493.wav,neutral,one thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0770.wav,neutral,two thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0771.wav,neutral,two thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0772.wav,neutral,two thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0773.wav,neutral,two thousand five,tete a tete,male
datasources\LDC\wav\2NT3s0780.wav,neutral,two thousand ten,tete a tete,male
datasources\LDC\wav\2NT3s0781.wav,neutral,two thousand ten,tete a tete,male
datasources\LDC\wav\2NT3s0870.wav,neutral,december ninth,tete a tete,male
datasources\LDC\wav\2NT3s0871.wav,neutral,december ninth,tete a tete,male
datasources\LDC\wav\2NT3s0900.wav,neutral,four thousand ten,tete a tete,male
datasources\LDC\wav\2NT3s0901.wav,neutral,four thousand ten,tete a tete,male
datasources\LDC\wav\2NT3s1010.wav,neutral,one hundred five,tete a tete,male
datasources\LDC\wav\2NT3s1011.wav,neutral,one hundred five,tete a tete,male
datasources\LDC\wav\2NT3s1012.wav,neutral,one hundred five,tete a tete,male
datasources\LDC\wav\2NT3s1013.wav,neutral,one hundred five,tete a tete,male
datasources\LDC\wav\2NT3s1150.wav,neutral,fifteen hundred,tete a tete,male
datasources\LDC\wav\2NT3s1151.wav,neutral,fifteen hundred,tete a tete,male
datasources\LDC\wav\2NT3s1890.wav,neutral,august fourteenth,tete a tete,male
datasources\LDC\wav\2NT3s1891.wav,neutral,august fourteenth,tete a tete,male
datasources\LDC\wav\2NT3s1910.wav,neutral,four hundred ten,tete a tete,male
datasources\LDC\wav\2NT3s1911.wav,neutral,four hundred ten,tete a tete,male
datasources\LDC\wav\2NT3s2230.wav,neutral,nine hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2231.wav,neutral,nine hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2290.wav,neutral,april eighteenth,tete a tete,male
datasources\LDC\wav\2NT3s2291.wav,neutral,april eighteenth,tete a tete,male
datasources\LDC\wav\2NT3s2310.wav,neutral,five thousand three,tete a tete,male
datasources\LDC\wav\2NT3s2311.wav,neutral,five thousand three,tete a tete,male
datasources\LDC\wav\2NT3s2312.wav,neutral,five thousand three,tete a tete,male
datasources\LDC\wav\2NT3s2370.wav,neutral,two hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2371.wav,neutral,two hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2372.wav,neutral,two hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2373.wav,neutral,two hundred nine,tete a tete,male
datasources\LDC\wav\2NT3s2480.wav,neutral,five hundred three,tete a tete,male
datasources\LDC\wav\2NT3s2481.wav,neutral,five hundred three,tete a tete,male
datasources\LDC\wav\2NT3s2550.wav,neutral,three thousand one,tete a tete,male
datasources\LDC\wav\2NT3s2551.wav,neutral,three thousand one,tete a tete,male
datasources\LDC\wav\2NT3s2552.wav,neutral,three thousand one,tete a tete,male
datasources\LDC\wav\2NT3s2680.wav,neutral,september fifth,tete a tete,male
datasources\LDC\wav\2NT3s2681.wav,neutral,september fifth,tete a tete,male
datasources\LDC\wav\2NT3s2682.wav,neutral,september fifth,tete a tete,male
datasources\LDC\wav\2NT3s2690.wav,neutral,six thousand eight,tete a tete,male
datasources\LDC\wav\2NT3s2691.wav,neutral,six thousand eight,tete a tete,male
datasources\LDC\wav\2NT3s2692.wav,neutral,six thousand eight,tete a tete,male
datasources\LDC\wav\2NT3s2780.wav,neutral,three hundred one,tete a tete,male
datasources\LDC\wav\2NT3s2781.wav,neutral,three hundred one,tete a tete,male
datasources\LDC\wav\2NT3s2782.wav,neutral,three hundred one,tete a tete,male
datasources\LDC\wav\2NT3s2783.wav,neutral,three hundred one,tete a tete,male
datasources\LDC\wav\2NT3s2800.wav,neutral,eight thousand four,tete a tete,male
datasources\LDC\wav\2NT3s2801.wav,neutral,eight thousand four,tete a tete,male
datasources\LDC\wav\2NT3s2870.wav,neutral,nine thousand nine,tete a tete,male
datasources\LDC\wav\2NT3s2871.wav,neutral,nine thousand nine,tete a tete,male
datasources\LDC\wav\2NT3s2872.wav,neutral,nine thousand nine,tete a tete,male
datasources\LDC\wav\2NT3s2880.wav,neutral,october eighth,tete a tete,male
datasources\LDC\wav\2NT3s2900.wav,neutral,six hundred eight,tete a tete,male
datasources\LDC\wav\2NT3s2901.wav,neutral,six hundred eight,tete a tete,male
datasources\LDC\wav\2NT3s2902.wav,neutral,six hundred eight,tete a tete,male
datasources\LDC\wav\2NT3s2920.wav,neutral,ten thousand three,tete a tete,male
datasources\LDC\wav\2NT3s2921.wav,neutral,ten thousand three,tete a tete,male
datasources\LDC\wav\2NT3s2922.wav,neutral,ten thousand three,tete a tete,male
datasources\LDC\wav\2NT3s3230.wav,neutral,june twenty-eighth,tete a tete,male
datasources\LDC\wav\2NT3s3231.wav,neutral,june twenty-eighth,tete a tete,male
datasources\LDC\wav\2NT3s3232.wav,neutral,june twenty-eighth,tete a tete,male
datasources\LDC\wav\2NT3s3300.wav,neutral,march thirty-first,tete a tete,male
datasources\LDC\wav\2NT3s3301.wav,neutral,march thirty-first,tete a tete,male
datasources\LDC\wav\2NT3s3450.wav,neutral,may twenty-third,tete a tete,male
datasources\LDC\wav\2NT3s3451.wav,neutral,may twenty-third,tete a tete,male
datasources\LDC\wav\2NT3s3452.wav,neutral,may twenty-third,tete a tete,male
datasources\LDC\wav\2PN1s1430.wav,panic,fourteen hundred,conversation,male
datasources\LDC\wav\2PN1s1431.wav,panic,fourteen hundred,conversation,male
datasources\LDC\wav\2PN1s1432.wav,panic,fourteen hundred,conversation,male
datasources\LDC\wav\2PN1s2120.wav,panic,one hundred nine,conversation,male
datasources\LDC\wav\2PN1s2121.wav,panic,one hundred nine,conversation,male
datasources\LDC\wav\2PN1s2560.wav,panic,december twelfth,conversation,male
datasources\LDC\wav\2PN1s2810.wav,panic,five thousand nine,conversation,male
datasources\LDC\wav\2PN1s2811.wav,panic,five thousand nine,conversation,male
datasources\LDC\wav\2PN1s2880.wav,panic,october eighth,conversation,male
datasources\LDC\wav\2PN1s2881.wav,panic,october eighth,conversation,male
datasources\LDC\wav\2PN1s2882.wav,panic,october eighth,conversation,male
datasources\LDC\wav\2PN1s2900.wav,panic,six hundred eight,conversation,male
datasources\LDC\wav\2PN1s2901.wav,panic,six hundred eight,conversation,male
datasources\LDC\wav\2PN1s2930.wav,panic,twelve and a half,conversation,male
datasources\LDC\wav\2PN1s2931.wav,panic,twelve and a half,conversation,male
datasources\LDC\wav\2PN1s2940.wav,panic,eight thousand eight,conversation,male
datasources\LDC\wav\2PN1s2941.wav,panic,eight thousand eight,conversation,male
datasources\LDC\wav\2PN1s2950.wav,panic,ten thousand six,conversation,male
datasources\LDC\wav\2PN1s2951.wav,panic,ten thousand six,conversation,male
datasources\LDC\wav\2PN1s3310.wav,panic,march twenty-eighth,conversation,male
datasources\LDC\wav\2PN1s3311.wav,panic,march twenty-eighth,conversation,male
datasources\LDC\wav\2PR1s0620.wav,pride,june twentieth,conversation,male
datasources\LDC\wav\2PR1s0621.wav,pride,june twentieth,conversation,male
datasources\LDC\wav\2PR1s0650.wav,pride,nine thousand four,conversation,male
datasources\LDC\wav\2PR1s0651.wav,pride,nine thousand four,conversation,male
datasources\LDC\wav\2PR1s1260.wav,pride,august nineteenth,conversation,male
datasources\LDC\wav\2PR1s1261.wav,pride,august nineteenth,conversation,male
datasources\LDC\wav\2PR1s1390.wav,pride,four hundred three,conversation,male
datasources\LDC\wav\2PR1s1391.wav,pride,four hundred three,conversation,male
datasources\LDC\wav\2PR1s1590.wav,pride,october fifth,conversation,male
datasources\LDC\wav\2PR1s1591.wav,pride,october fifth,conversation,male
datasources\LDC\wav\2PR1s1640.wav,pride,one thousand twelve,conversation,male
datasources\LDC\wav\2PR1s1641.wav,pride,one thousand twelve,conversation,male
datasources\LDC\wav\2PR1s1710.wav,pride,six thousand six,conversation,male
datasources\LDC\wav\2PR1s1711.wav,pride,six thousand six,conversation,male
datasources\LDC\wav\2PR1s1712.wav,pride,six thousand six,conversation,male
datasources\LDC\wav\2PR1s1820.wav,pride,two thousand four,conversation,male
datasources\LDC\wav\2PR1s1821.wav,pride,two thousand four,conversation,male
datasources\LDC\wav\2PR1s1822.wav,pride,two thousand four,conversation,male
datasources\LDC\wav\2PR1s1823.wav,pride,two thousand four,conversation,male
datasources\LDC\wav\2PR1s2160.wav,pride,three hundred three,conversation,male
datasources\LDC\wav\2PR1s2161.wav,pride,three hundred three,conversation,male
datasources\LDC\wav\2PR1s2960.wav,pride,five hundred eight,conversation,male
datasources\LDC\wav\2PR1s2961.wav,pride,five hundred eight,conversation,male
datasources\LDC\wav\2PR1s2962.wav,pride,five hundred eight,conversation,male
datasources\LDC\wav\2PS1s0020.wav,passive,eight hundred eight,conversation,male
datasources\LDC\wav\2PS1s0021.wav,passive,eight hundred eight,conversation,male
datasources\LDC\wav\2PS1s0022.wav,passive,eight hundred eight,conversation,male
datasources\LDC\wav\2PS1s0080.wav,passive,six thousand twelve,conversation,male
datasources\LDC\wav\2PS1s0081.wav,passive,six thousand twelve,conversation,male
datasources\LDC\wav\2PS1s0082.wav,passive,six thousand twelve,conversation,male
datasources\LDC\wav\2PS1s0083.wav,passive,six thousand twelve,conversation,male
datasources\LDC\wav\2PS1s0230.wav,passive,five hundred six,conversation,male
datasources\LDC\wav\2PS1s0231.wav,passive,five hundred six,conversation,male
datasources\LDC\wav\2PS1s0232.wav,passive,five hundred six,conversation,male
datasources\LDC\wav\2PS1s0233.wav,passive,five hundred six,conversation,male
datasources\LDC\wav\2PS1s0300.wav,passive,three thousand four,conversation,male
datasources\LDC\wav\2PS1s0301.wav,passive,three thousand four,conversation,male
datasources\LDC\wav\2PS1s0302.wav,passive,three thousand four,conversation,male
datasources\LDC\wav\2PS1s0303.wav,passive,three thousand four,conversation,male
datasources\LDC\wav\2PS1s0480.wav,passive,october twelfth,conversation,male
datasources\LDC\wav\2PS1s0481.wav,passive,october twelfth,conversation,male
datasources\LDC\wav\2PS1s0482.wav,passive,october twelfth,conversation,male
datasources\LDC\wav\2PS1s0500.wav,passive,six hundred twelve,conversation,male
datasources\LDC\wav\2PS1s0501.wav,passive,six hundred twelve,conversation,male
datasources\LDC\wav\2PS1s0502.wav,passive,six hundred twelve,conversation,male
datasources\LDC\wav\2PS1s0820.wav,passive,nineteen hundred,conversation,male
datasources\LDC\wav\2PS1s0821.wav,passive,nineteen hundred,conversation,male
datasources\LDC\wav\2PS1s0822.wav,passive,nineteen hundred,conversation,male
datasources\LDC\wav\2PS1s0910.wav,passive,march seventeenth,conversation,male
datasources\LDC\wav\2PS1s0911.wav,passive,march seventeenth,conversation,male
datasources\LDC\wav\2PS1s0912.wav,passive,march seventeenth,conversation,male
datasources\LDC\wav\2PS1s1000.wav,passive,november third,conversation,male
datasources\LDC\wav\2PS1s1001.wav,passive,november third,conversation,male
datasources\LDC\wav\2PS1s1002.wav,passive,november third,conversation,male
datasources\LDC\wav\2PS1s1060.wav,passive,eighteen hundred,conversation,male
datasources\LDC\wav\2PS1s1061.wav,passive,eighteen hundred,conversation,male
datasources\LDC\wav\2PS1s1062.wav,passive,eighteen hundred,conversation,male
datasources\LDC\wav\2PS1s1140.wav,passive,two thousand eight,conversation,male
datasources\LDC\wav\2PS1s1141.wav,passive,two thousand eight,conversation,male
datasources\LDC\wav\2PS1s1142.wav,passive,two thousand eight,conversation,male
datasources\LDC\wav\2PS1s1450.wav,passive,june thirtieth,conversation,male
datasources\LDC\wav\2PS1s1451.wav,passive,june thirtieth,conversation,male
datasources\LDC\wav\2PS1s1452.wav,passive,june thirtieth,conversation,male
datasources\LDC\wav\2PS1s1453.wav,passive,june thirtieth,conversation,male
datasources\LDC\wav\2PS1s1850.wav,passive,two thousand six,conversation,male
datasources\LDC\wav\2PS1s1851.wav,passive,two thousand six,conversation,male
datasources\LDC\wav\2PS1s1852.wav,passive,two thousand six,conversation,male
datasources\LDC\wav\2PS1s1853.wav,passive,two thousand six,conversation,male
datasources\LDC\wav\2PS1s1930.wav,passive,nine thousand five,conversation,male
datasources\LDC\wav\2PS1s1931.wav,passive,nine thousand five,conversation,male
datasources\LDC\wav\2PS1s1932.wav,passive,nine thousand five,conversation,male
datasources\LDC\wav\2PS1s2240.wav,passive,one thousand two,conversation,male
datasources\LDC\wav\2PS1s2241.wav,passive,one thousand two,conversation,male
datasources\LDC\wav\2PS1s2242.wav,passive,one thousand two,conversation,male
datasources\LDC\wav\2PS1s2243.wav,passive,one thousand two,conversation,male
datasources\LDC\wav\2PS1s2330.wav,passive,nine hundred five,conversation,male
datasources\LDC\wav\2PS1s2331.wav,passive,nine hundred five,conversation,male
datasources\LDC\wav\2PS1s2332.wav,passive,nine hundred five,conversation,male
datasources\LDC\wav\2PS1s2430.wav,passive,one hundred two,conversation,male
datasources\LDC\wav\2PS1s2431.wav,passive,one hundred two,conversation,male
datasources\LDC\wav\2PS1s2432.wav,passive,one hundred two,conversation,male
datasources\LDC\wav\2PS1s2433.wav,passive,one hundred two,conversation,male
datasources\LDC\wav\2PS1s2460.wav,passive,december first,conversation,male
datasources\LDC\wav\2PS1s2461.wav,passive,december first,conversation,male
datasources\LDC\wav\2PS1s2462.wav,passive,december first,conversation,male
datasources\LDC\wav\2PS1s2490.wav,passive,four thousand one,conversation,male
datasources\LDC\wav\2PS1s2700.wav,passive,three hundred four,conversation,male
datasources\LDC\wav\2PS1s2701.wav,passive,three hundred four,conversation,male
datasources\LDC\wav\2PS1s2702.wav,passive,three hundred four,conversation,male
datasources\LDC\wav\2PS1s2720.wav,passive,august eighteenth,conversation,male
datasources\LDC\wav\2PS1s2721.wav,passive,august eighteenth,conversation,male
datasources\LDC\wav\2PS1s2722.wav,passive,august eighteenth,conversation,male
datasources\LDC\wav\2PS1s2730.wav,passive,four hundred one,conversation,male
datasources\LDC\wav\2PS1s2731.wav,passive,four hundred one,conversation,male
datasources\LDC\wav\2PS1s2732.wav,passive,four hundred one,conversation,male
datasources\LDC\wav\2PS1s2940.wav,passive,eight thousand eight,conversation,male
datasources\LDC\wav\2PS1s2941.wav,passive,eight thousand eight,conversation,male
datasources\LDC\wav\2PS1s2942.wav,passive,eight thousand eight,conversation,male
datasources\LDC\wav\2PS1s2943.wav,passive,eight thousand eight,conversation,male
datasources\LDC\wav\2PS1s2950.wav,passive,ten thousand six,conversation,male
datasources\LDC\wav\2PS1s2951.wav,passive,ten thousand six,conversation,male
datasources\LDC\wav\2PS1s2952.wav,passive,ten thousand six,conversation,male
datasources\LDC\wav\2PS1s2970.wav,passive,five thousand six,conversation,male
datasources\LDC\wav\2PS1s2971.wav,passive,five thousand six,conversation,male
datasources\LDC\wav\2PS1s2972.wav,passive,five thousand six,conversation,male
datasources\LDC\wav\2PS1s2973.wav,passive,five thousand six,conversation,male
datasources\LDC\wav\2PS1s2980.wav,passive,july fifteenth,conversation,male
datasources\LDC\wav\2PS1s2981.wav,passive,july fifteenth,conversation,male
datasources\LDC\wav\2PS1s2982.wav,passive,july fifteenth,conversation,male
datasources\LDC\wav\2PS1s2983.wav,passive,july fifteenth,conversation,male
datasources\LDC\wav\2PS1s2990.wav,passive,two hundred five,conversation,male
datasources\LDC\wav\2PS1s2991.wav,passive,two hundred five,conversation,male
datasources\LDC\wav\2PS1s2992.wav,passive,two hundred five,conversation,male
datasources\LDC\wav\2PS1s3370.wav,passive,march twenty-third,conversation,male
datasources\LDC\wav\2PS1s3371.wav,passive,march twenty-third,conversation,male
datasources\LDC\wav\2PS1s3372.wav,passive,march twenty-third,conversation,male
datasources\LDC\wav\2PS1s3373.wav,passive,march twenty-third,conversation,male
datasources\LDC\wav\2PS1s3430.wav,passive,may twenty-ninth,conversation,male
datasources\LDC\wav\2PS1s3431.wav,passive,may twenty-ninth,conversation,male
datasources\LDC\wav\2PS1s3432.wav,passive,may twenty-ninth,conversation,male
datasources\LDC\wav\2PS1s3520.wav,passive,seventy-three,conversation,male
datasources\LDC\wav\2PS1s3521.wav,passive,seventy-three,conversation,male
datasources\LDC\wav\2SH1s0070.wav,shame,seven hundred,conversation,male
datasources\LDC\wav\2SH1s0071.wav,shame,seven hundred,conversation,male
datasources\LDC\wav\2SH1s1350.wav,shame,five hundred four,conversation,male
datasources\LDC\wav\2SH1s1351.wav,shame,five hundred four,conversation,male
datasources\LDC\wav\2SH1s1530.wav,shame,nine thousand one,conversation,male
datasources\LDC\wav\2SH1s1531.wav,shame,nine thousand one,conversation,male
datasources\LDC\wav\2SH1s1670.wav,shame,september twelfth,conversation,male
datasources\LDC\wav\2SH1s1671.wav,shame,september twelfth,conversation,male
datasources\LDC\wav\2SH1s1720.wav,shame,six thousand three,conversation,male
datasources\LDC\wav\2SH1s1721.wav,shame,six thousand three,conversation,male
datasources\LDC\wav\2SH1s1722.wav,shame,six thousand three,conversation,male
datasources\LDC\wav\2SH1s1770.wav,shame,three hundred two,conversation,male
datasources\LDC\wav\2SH1s1771.wav,shame,three hundred two,conversation,male
datasources\LDC\wav\2SH1s1830.wav,shame,two thousand nine,conversation,male
datasources\LDC\wav\2SH1s1831.wav,shame,two thousand nine,conversation,male
datasources\LDC\wav\2SH1s1832.wav,shame,two thousand nine,conversation,male
datasources\LDC\wav\2SH1s1833.wav,shame,two thousand nine,conversation,male
datasources\LDC\wav\2SH1s2000.wav,shame,august seventh,conversation,male
datasources\LDC\wav\2SH1s2001.wav,shame,august seventh,conversation,male
datasources\LDC\wav\2SH1s2040.wav,shame,four hundred two,conversation,male
datasources\LDC\wav\2SH1s2041.wav,shame,four hundred two,conversation,male
datasources\LDC\wav\2SH1s3240.wav,shame,june twenty-fifth,conversation,male
datasources\LDC\wav\2SH1s3241.wav,shame,june twenty-fifth,conversation,male
datasources\LDC\wav\2SH1s3440.wav,shame,may twenty-sixth,conversation,male
datasources\LDC\wav\2SH1s3441.wav,shame,may twenty-sixth,conversation,male
datasources\LDC\wav\2SH1s3442.wav,shame,may twenty-sixth,conversation,male
datasources\LDC\wav\2SN1s2610.wav,sadness,one hundred six,conversation,male
datasources\LDC\wav\2SN1s2611.wav,sadness,one hundred six,conversation,male
datasources\LDC\wav\2SN1s2612.wav,sadness,one hundred six,conversation,male
datasources\LDC\wav\2SN1s2800.wav,sadness,eight thousand four,conversation,male
datasources\LDC\wav\2SN1s2801.wav,sadness,eight thousand four,conversation,male
datasources\LDC\wav\2SN1s2802.wav,sadness,eight thousand four,conversation,male
datasources\LDC\wav\2SN1s2820.wav,sadness,fourteen sixty,conversation,male
datasources\LDC\wav\2SN1s2821.wav,sadness,fourteen sixty,conversation,male
datasources\LDC\wav\2SN1s2830.wav,sadness,january,conversation,male
datasources\LDC\wav\2SN1s2831.wav,sadness,january,conversation,male
datasources\LDC\wav\2SN1s2832.wav,sadness,january,conversation,male
datasources\LDC\wav\2SN1s2833.wav,sadness,january,conversation,male
datasources\LDC\wav\2SN1s2890.wav,sadness,october first,conversation,male
datasources\LDC\wav\2SN1s2891.wav,sadness,october first,conversation,male
datasources\LDC\wav\2SN1s2910.wav,sadness,six hundred four,conversation,male
datasources\LDC\wav\2SN1s2911.wav,sadness,six hundred four,conversation,male
datasources\LDC\wav\2SN1s2920.wav,sadness,ten thousand three,conversation,male
datasources\LDC\wav\2SN1s2921.wav,sadness,ten thousand three,conversation,male
datasources\LDC\wav\2SN1s2922.wav,sadness,ten thousand three,conversation,male
datasources\LDC\wav\2SN1s2923.wav,sadness,ten thousand three,conversation,male
datasources\LDC\wav\2SN1s2970.wav,sadness,five thousand six,conversation,male
datasources\LDC\wav\2SN1s2971.wav,sadness,five thousand six,conversation,male
datasources\LDC\wav\2SN1s2972.wav,sadness,five thousand six,conversation,male
datasources\LDC\wav\2SN1s2990.wav,sadness,two hundred five,conversation,male
datasources\LDC\wav\2SN1s2991.wav,sadness,two hundred five,conversation,male
datasources\LDC\wav\2SN1s3330.wav,sadness,march twenty-first,conversation,male
datasources\LDC\wav\2SN1s3331.wav,sadness,march twenty-first,conversation,male
datasources\LDC\wav\3AX1s0010.wav,anxiety,august sixteenth,conversation,female
datasources\LDC\wav\3AX1s0011.wav,anxiety,august sixteenth,conversation,female
datasources\LDC\wav\3AX1s0012.wav,anxiety,august sixteenth,conversation,female
datasources\LDC\wav\3AX1s0020.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC\wav\3AX1s0021.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC\wav\3AX1s0022.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC\wav\3AX1s0030.wav,anxiety,five hundred nine,conversation,female
datasources\LDC\wav\3AX1s0031.wav,anxiety,five hundred nine,conversation,female
datasources\LDC\wav\3AX1s0032.wav,anxiety,five hundred nine,conversation,female
datasources\LDC\wav\3AX1s0040.wav,anxiety,four thousand eight,conversation,female
datasources\LDC\wav\3AX1s0041.wav,anxiety,four thousand eight,conversation,female
datasources\LDC\wav\3AX1s0042.wav,anxiety,four thousand eight,conversation,female
datasources\LDC\wav\3AX1s0060.wav,anxiety,nine thousand six,conversation,female
datasources\LDC\wav\3AX1s0061.wav,anxiety,nine thousand six,conversation,female
datasources\LDC\wav\3AX1s0062.wav,anxiety,nine thousand six,conversation,female
datasources\LDC\wav\3AX1s0070.wav,anxiety,seven hundred,conversation,female
datasources\LDC\wav\3AX1s0071.wav,anxiety,seven hundred,conversation,female
datasources\LDC\wav\3AX1s0072.wav,anxiety,seven hundred,conversation,female
datasources\LDC\wav\3AX1s0080.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC\wav\3AX1s0081.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC\wav\3AX1s0082.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC\wav\3AX1s0090.wav,anxiety,three thousand eight,conversation,female
datasources\LDC\wav\3AX1s0091.wav,anxiety,three thousand eight,conversation,female
datasources\LDC\wav\3AX1s0092.wav,anxiety,three thousand eight,conversation,female
datasources\LDC\wav\3AX1s3250.wav,anxiety,june twenty-first,conversation,female
datasources\LDC\wav\3AX1s3251.wav,anxiety,june twenty-first,conversation,female
datasources\LDC\wav\3AX1s3252.wav,anxiety,june twenty-first,conversation,female
datasources\LDC\wav\3AX1s3450.wav,anxiety,may twenty-third,conversation,female
datasources\LDC\wav\3AX1s3451.wav,anxiety,may twenty-third,conversation,female
datasources\LDC\wav\3AX1s3452.wav,anxiety,may twenty-third,conversation,female
datasources\LDC\wav\3BD1s0100.wav,boredom,april fifteenth,conversation,female
datasources\LDC\wav\3BD1s0101.wav,boredom,april fifteenth,conversation,female
datasources\LDC\wav\3BD1s0110.wav,boredom,eight thousand six,conversation,female
datasources\LDC\wav\3BD1s0111.wav,boredom,eight thousand six,conversation,female
datasources\LDC\wav\3BD1s0112.wav,boredom,eight thousand six,conversation,female
datasources\LDC\wav\3BD1s0120.wav,boredom,five thousand twelve,conversation,female
datasources\LDC\wav\3BD1s0121.wav,boredom,five thousand twelve,conversation,female
datasources\LDC\wav\3BD1s0122.wav,boredom,five thousand twelve,conversation,female
datasources\LDC\wav\3BD1s0130.wav,boredom,july fourteenth,conversation,female
datasources\LDC\wav\3BD1s0131.wav,boredom,july fourteenth,conversation,female
datasources\LDC\wav\3BD1s0150.wav,boredom,nine hundred four,conversation,female
datasources\LDC\wav\3BD1s0151.wav,boredom,nine hundred four,conversation,female
datasources\LDC\wav\3BD1s0152.wav,boredom,nine hundred four,conversation,female
datasources\LDC\wav\3BD1s0160.wav,boredom,october sixth,conversation,female
datasources\LDC\wav\3BD1s0161.wav,boredom,october sixth,conversation,female
datasources\LDC\wav\3BD1s0162.wav,boredom,october sixth,conversation,female
datasources\LDC\wav\3BD1s0170.wav,boredom,one hundred twelve,conversation,female
datasources\LDC\wav\3BD1s0171.wav,boredom,one hundred twelve,conversation,female
datasources\LDC\wav\3BD1s0172.wav,boredom,one hundred twelve,conversation,female
datasources\LDC\wav\3BD1s0180.wav,boredom,six hundred six,conversation,female
