,emotion,statements,situation,gender,mfcc
datasources\LDC\wav\2NT2s2752.wav,neutral,nine hundred two,distant,male,"[-501.449951171875, 113.2127456665039, -34.33546829223633, 22.263647079467773, 15.734841346740723, 21.001327514648438, 42.010101318359375, -12.167194366455078, -13.671416282653809, 8.935606002807617, -8.27686882019043, -9.81872844696045, -9.964637756347656, -4.75229549407959, 2.194674253463745, -6.403235912322998, -0.07235177606344223, 0.030198803171515465, -7.294776916503906, -0.8471085429191589]"
datasources\LDC\wav\2NT2s2810.wav,neutral,five thousand nine,distant,male,"[-440.0341796875, 137.5734100341797, -64.11923217773438, 20.01091766357422, 3.714031219482422, -1.4277684688568115, 35.03286361694336, -10.526615142822266, -0.5792636275291443, 9.618760108947754, -18.5575008392334, -1.8237992525100708, -8.592141151428223, -17.199304580688477, -1.7850760221481323, -8.486503601074219, 1.9795963764190674, 7.36124324798584, -8.396336555480957, -5.028904438018799]"
datasources\LDC\wav\2NT2s2811.wav,neutral,five thousand nine,distant,male,"[-412.0981140136719, 126.64189147949219, -75.15922546386719, 22.766036987304688, 4.049405574798584, -13.4111967086792, 28.995304107666016, -12.356426239013672, -7.328567981719971, 8.832935333251953, -15.315520286560059, -4.275465488433838, -11.272634506225586, -12.886580467224121, 4.199475288391113, -11.2924222946167, -2.5798890590667725, 7.576138019561768, -12.516121864318848, -6.830166339874268]"
datasources\LDC\wav\2NT2s2812.wav,neutral,five thousand nine,distant,male,"[-448.2538146972656, 141.3839111328125, -60.864437103271484, 19.413883209228516, 5.279202461242676, -3.5909383296966553, 27.920988082885742, -13.117504119873047, 1.6762477159500122, 12.445707321166992, -19.496633529663086, -4.411766052246094, -2.402209520339966, -8.443007469177246, -3.4080536365509033, -11.8491849899292, 2.145814895629883, 3.294834852218628, -10.609975814819336, -3.5351827144622803]"
datasources\LDC\wav\2NT2s2820.wav,neutral,fourteen sixty,distant,male,"[-459.3990173339844, 93.80379486083984, -68.82678985595703, 31.872541427612305, 14.210136413574219, 12.504293441772461, 53.212215423583984, 0.6659832000732422, -3.8309485912323, 4.110969543457031, -14.55299186706543, -0.8015884160995483, -8.442952156066895, -4.148680686950684, 6.7724432945251465, -10.822566986083984, 1.9696533679962158, 3.687173843383789, -10.49367618560791, 0.872684895992279]"
datasources\LDC\wav\2NT2s2821.wav,neutral,fourteen sixty,distant,male,"[-478.9911804199219, 91.20096588134766, -80.24535369873047, 34.96892547607422, 13.390365600585938, 5.186977863311768, 51.80561065673828, 2.362711191177368, -0.009318859316408634, 4.436440467834473, -20.071935653686523, -0.8485854268074036, -5.392139911651611, -6.834964752197266, 3.1035361289978027, -11.359411239624023, 3.9874491691589355, 5.978683948516846, -12.908798217773438, -1.734525442123413]"
datasources\LDC\wav\2NT2s2830.wav,neutral,january,distant,male,"[-309.78656005859375, 116.71324157714844, -67.54279327392578, 13.336289405822754, 9.973527908325195, 3.0188262462615967, 39.53351593017578, -1.3694170713424683, -5.8880534172058105, 11.287449836730957, -7.034786701202393, -6.051538467407227, -8.917081832885742, -4.468833923339844, 4.234922885894775, -10.599635124206543, -1.8344358205795288, 5.855164527893066, -8.03500747680664, -2.1407995223999023]"
datasources\LDC\wav\2NT2s2831.wav,neutral,january,distant,male,"[-297.37054443359375, 116.7369384765625, -82.75181579589844, 17.693391799926758, 12.755300521850586, 0.08843372762203217, 45.43644714355469, -0.40850329399108887, -10.459165573120117, 8.20032787322998, -14.330070495605469, -10.09748363494873, -8.873865127563477, -9.557901382446289, -0.8794466257095337, -13.843255043029785, -4.0909199714660645, 5.614672660827637, -13.523200035095215, -8.127964973449707]"
datasources\LDC\wav\2NT2s2832.wav,neutral,january,distant,male,"[-336.04669189453125, 119.15074157714844, -65.29084014892578, 13.315056800842285, 10.247055053710938, 1.9905897378921509, 42.65414047241211, 3.957761287689209, -3.700348377227783, 12.817357063293457, -11.178237915039062, -9.389164924621582, -4.838346004486084, -7.336181640625, -1.0656459331512451, -9.487906455993652, -3.443814516067505, 4.663604736328125, -8.22643756866455, -4.05426549911499]"
datasources\LDC\wav\2NT2s2930.wav,neutral,twelve and a half,distant,male,"[-417.3543395996094, 119.85308837890625, -77.24996185302734, 22.768592834472656, -5.413609504699707, -20.579730987548828, 28.084571838378906, -12.488043785095215, -2.9948151111602783, 16.869892120361328, -7.58249044418335, -3.322114944458008, -12.429773330688477, -7.289087295532227, 4.193238735198975, -13.527777671813965, 4.955265522003174, 10.367351531982422, -13.015247344970703, -1.2653917074203491]"
datasources\LDC\wav\2NT2s2931.wav,neutral,twelve and a half,distant,male,"[-445.4262390136719, 118.03105163574219, -69.65807342529297, 19.836828231811523, -2.966552734375, -18.54841423034668, 19.29771614074707, -12.400933265686035, 7.54677152633667, 19.644472122192383, -12.987833976745605, -3.5229830741882324, -7.235276699066162, -8.678972244262695, 4.120780944824219, -6.400881767272949, 1.6289775371551514, 3.685908555984497, -9.201353073120117, -1.7023358345031738]"
datasources\LDC\wav\2NT2s2932.wav,neutral,twelve and a half,distant,male,"[-398.1037292480469, 135.86839294433594, -79.74983978271484, 22.870906829833984, -3.7816171646118164, -17.457605361938477, 30.37766456604004, -15.711875915527344, -4.169672966003418, 13.638618469238281, -17.046768188476562, -5.401909828186035, -9.539131164550781, -12.15903091430664, -2.2754929065704346, -13.097481727600098, 7.437073230743408, 8.772279739379883, -14.853389739990234, -0.7685914039611816]"
datasources\LDC\wav\2NT2s2933.wav,neutral,twelve and a half,distant,male,"[-430.6346740722656, 121.96524810791016, -69.98544311523438, 20.46299934387207, -2.6491761207580566, -3.7268035411834717, 32.62051010131836, -28.79961585998535, -13.85096549987793, 15.576643943786621, -13.122518539428711, -3.954315185546875, -5.470948696136475, -6.976582050323486, 4.209572792053223, -7.034050464630127, 6.135037899017334, 9.056796073913574, -9.113122940063477, -0.8893060684204102]"
datasources\LDC\wav\2NT2s3290.wav,neutral,june twenty-third,distant,male,"[-380.9383239746094, 103.30281829833984, -56.262664794921875, 17.32464599609375, -0.8090525269508362, -8.320500373840332, 44.415401458740234, 11.009282112121582, -8.264969825744629, 0.7024650573730469, -7.356237888336182, 1.166517972946167, -14.024698257446289, -20.158100128173828, 3.3510308265686035, -5.488717555999756, -7.942160129547119, 5.494194984436035, -4.0443315505981445, -5.094581604003906]"
datasources\LDC\wav\2NT2s3291.wav,neutral,june twenty-third,distant,male,"[-399.6084289550781, 118.46683502197266, -78.51046752929688, 26.992630004882812, 1.0703482627868652, -20.466737747192383, 44.62105941772461, 14.403202056884766, 3.4617063999176025, 11.880650520324707, -17.585968017578125, -9.588665962219238, -4.697667121887207, -16.103424072265625, -16.177831649780273, -15.039603233337402, 1.1783721446990967, 1.1773884296417236, -11.126384735107422, -4.592016696929932]"
datasources\LDC\wav\2NT2s3350.wav,neutral,march twenty-ninth,distant,male,"[-504.05078125, 108.6373519897461, -67.49532318115234, 30.122493743896484, 5.528271198272705, -3.673299789428711, 45.450767517089844, 5.2940993309021, 0.3859879970550537, 1.5707340240478516, -16.200265884399414, 3.0906481742858887, -11.385726928710938, -15.589333534240723, 3.145599842071533, -8.71155834197998, 3.344133138656616, 7.190192222595215, -12.472057342529297, -0.3266494572162628]"
datasources\LDC\wav\2NT2s3351.wav,neutral,march twenty-ninth,distant,male,"[-427.2394104003906, 128.38827514648438, -84.693359375, 31.323850631713867, 8.271256446838379, -7.107649326324463, 47.3082389831543, -4.7155938148498535, -14.938409805297852, -0.4199240505695343, -12.560567855834961, 2.6407523155212402, -17.122859954833984, -15.15931224822998, 11.060842514038086, -11.567229270935059, -2.4559125900268555, 9.042588233947754, -15.282679557800293, -4.149779319763184]"
datasources\LDC\wav\2NT2s3352.wav,neutral,march twenty-ninth,distant,male,"[-482.45562744140625, 112.33308410644531, -64.36824035644531, 26.936674118041992, 6.157909393310547, -11.505305290222168, 32.36290740966797, 2.0033912658691406, 3.7872722148895264, 8.641890525817871, -17.090797424316406, -2.7906270027160645, -1.674295425415039, -8.101655960083008, -6.534717082977295, -14.807024002075195, 1.5941306352615356, 3.613382577896118, -10.157975196838379, -0.9842557311058044]"
datasources\LDC\wav\2NT2s3410.wav,neutral,may twenty-first,distant,male,"[-464.9548645019531, 83.96459197998047, -58.74972915649414, 17.535890579223633, 4.458634853363037, -1.1916934251785278, 38.905887603759766, 7.583607196807861, 3.4157168865203857, 6.86204719543457, -14.702005386352539, -4.015929222106934, -6.6483917236328125, -10.390612602233887, -0.6656247973442078, -9.954717636108398, -2.631328821182251, 3.9013149738311768, -6.052088260650635, -0.21765996515750885]"
datasources\LDC\wav\2NT2s3411.wav,neutral,may twenty-first,distant,male,"[-386.9901428222656, 87.99327850341797, -64.50676727294922, 24.714111328125, 2.8630549907684326, -4.148372650146484, 43.89275360107422, 3.4108340740203857, -3.575632333755493, 6.9172043800354, -12.991777420043945, -4.341446399688721, -9.85499095916748, -10.76508617401123, 2.3969600200653076, -9.227994918823242, -1.8011430501937866, 5.65176248550415, -6.142274379730225, -1.2112516164779663]"
datasources\LDC\wav\2NT2s3500.wav,neutral,seventy-one,distant,male,"[-453.8900451660156, 111.24671936035156, -63.937644958496094, 23.128690719604492, 12.903877258300781, -1.5212934017181396, 35.338172912597656, -7.105990409851074, -14.83255672454834, 4.899113655090332, -8.189290046691895, -6.719274044036865, -14.594462394714355, -11.767678260803223, 2.233035087585449, -7.806543827056885, 2.1767053604125977, 7.490480899810791, -9.945036888122559, -4.226316452026367]"
datasources\LDC\wav\2NT2s3501.wav,neutral,seventy-one,distant,male,"[-467.7210693359375, 87.10694885253906, -49.05183410644531, 16.219528198242188, 9.41334342956543, -6.915101051330566, 20.693769454956055, 1.1510894298553467, 8.220335006713867, 19.070600509643555, -10.635002136230469, -13.141986846923828, -3.5831446647644043, -3.0147860050201416, -6.193390846252441, -13.208937644958496, 1.4610356092453003, 6.698485851287842, -9.05450439453125, -5.927692413330078]"
datasources\LDC\wav\2NT2s3502.wav,neutral,seventy-one,distant,male,"[-451.8255920410156, 97.68630981445312, -68.09978485107422, 22.391616821289062, 11.633720397949219, -15.645190238952637, 23.17091941833496, 1.1808778047561646, 4.7852630615234375, 19.89480209350586, -12.692471504211426, -15.177803039550781, -2.7827858924865723, -4.510340213775635, -11.772405624389648, -18.32296371459961, 2.668604850769043, 7.475376129150391, -13.786328315734863, -9.423136711120605]"
datasources\LDC\wav\2NT3s0070.wav,neutral,seven hundred,tete a tete,male,"[-410.3122253417969, 147.83644104003906, -45.46835708618164, 56.72026062011719, 24.54973602294922, 9.424077987670898, 50.74089431762695, 3.9368436336517334, 9.38880443572998, 13.1689453125, -8.159683227539062, 13.006765365600586, -4.590612411499023, -7.745450973510742, 12.728239059448242, -3.2312235832214355, 5.212764263153076, 5.754159927368164, -7.050451755523682, 6.320826053619385]"
datasources\LDC\wav\2NT3s0071.wav,neutral,seven hundred,tete a tete,male,"[-424.3487243652344, 141.9493865966797, -40.46027374267578, 52.778236389160156, 23.419668197631836, 10.515508651733398, 50.45838928222656, 5.068323612213135, 6.084239959716797, 11.952194213867188, -5.441157341003418, 9.943375587463379, -5.730520725250244, -4.133177757263184, 13.008222579956055, -3.679647207260132, 6.226749420166016, 8.169048309326172, -5.1659111976623535, 5.317588806152344]"
datasources\LDC\wav\2NT3s0072.wav,neutral,seven hundred,tete a tete,male,"[-436.7526550292969, 150.61575317382812, -46.18037033081055, 50.58418273925781, 24.854215621948242, 8.975030899047852, 48.693389892578125, 6.088047981262207, 8.888591766357422, 13.340044975280762, -6.021086692810059, 10.00104808807373, -6.819665908813477, -6.4912896156311035, 13.063126564025879, -3.3947649002075195, 5.625860214233398, 7.673806190490723, -7.396683692932129, 3.9024553298950195]"
datasources\LDC\wav\2NT3s0220.wav,neutral,eight hundred four,tete a tete,male,"[-426.8567199707031, 139.6151580810547, -29.50786781311035, 46.33042526245117, 23.838117599487305, 15.93371295928955, 47.50729751586914, 2.8639447689056396, 4.330472946166992, 9.27357292175293, -10.55889892578125, 6.698390483856201, 0.6689103245735168, -1.1554237604141235, 10.378423690795898, -2.1645219326019287, 4.650233268737793, 5.2040886878967285, -3.1824519634246826, 6.7177605628967285]"
datasources\LDC\wav\2NT3s0221.wav,neutral,eight hundred four,tete a tete,male,"[-409.2144775390625, 135.91539001464844, -28.776588439941406, 53.747337341308594, 32.1051025390625, 18.304576873779297, 38.84422302246094, -9.471527099609375, 2.758331775665283, 9.835596084594727, -13.430537223815918, 14.53152847290039, 8.559704780578613, -5.18195915222168, 7.388667106628418, -3.6670589447021484, 3.2152175903320312, 5.727352619171143, -5.8602495193481445, 9.308839797973633]"
datasources\LDC\wav\2NT3s0290.wav,neutral,sixteen hundred,tete a tete,male,"[-405.7579040527344, 137.81700134277344, -39.31858444213867, 53.460121154785156, 33.19637680053711, 14.33679485321045, 35.42637634277344, -8.78933334350586, 9.926630973815918, 17.086580276489258, -11.419188499450684, 12.811613082885742, 3.6440436840057373, -6.938355445861816, 12.040532112121582, -1.50095534324646, 2.42729115486145, 9.194442749023438, -4.5993332862854, 4.0339250564575195]"
datasources\LDC\wav\2NT3s0291.wav,neutral,sixteen hundred,tete a tete,male,"[-404.52996826171875, 144.97596740722656, -46.39323043823242, 52.92369842529297, 30.802452087402344, 13.040769577026367, 43.157962799072266, -7.627132892608643, 3.858417272567749, 16.58501625061035, -12.530478477478027, 8.79275131225586, 4.576045036315918, -5.375848293304443, 11.510794639587402, -0.2615227997303009, 2.050769090652466, 6.954072952270508, -5.905248641967773, 2.3422749042510986]"
datasources\LDC\wav\2NT3s0292.wav,neutral,sixteen hundred,tete a tete,male,"[-393.95367431640625, 138.9499053955078, -45.08444595336914, 50.97761917114258, 33.31662368774414, 16.317337036132812, 44.58233642578125, -6.898504734039307, -0.3535606265068054, 15.052572250366211, -10.300189971923828, 7.87026309967041, 6.990559101104736, -0.9717546701431274, 9.931402206420898, -3.297105312347412, 1.2363179922103882, 5.618521690368652, -9.736746788024902, -0.6620736122131348]"
datasources\LDC\wav\2NT3s0460.wav,neutral,may seventeenth,tete a tete,male,"[-454.6470947265625, 132.97642517089844, -42.5255012512207, 59.395355224609375, 29.27252960205078, 8.997076988220215, 38.1633415222168, -9.200197219848633, 4.40794038772583, 11.263427734375, -12.280481338500977, 15.885478973388672, 6.807684898376465, -2.660172700881958, 11.789942741394043, -4.3422532081604, 5.334113597869873, 12.705344200134277, -2.301392078399658, 4.993133544921875]"
datasources\LDC\wav\2NT3s0461.wav,neutral,may seventeenth,tete a tete,male,"[-439.1512756347656, 121.02564239501953, -39.42503356933594, 56.55741882324219, 32.89624786376953, 11.873456001281738, 39.77241134643555, -5.693071365356445, 1.6059820652008057, 13.006184577941895, -8.401476860046387, 15.159518241882324, 10.815668106079102, -1.4102705717086792, 10.856080055236816, -0.5804280638694763, 3.8899149894714355, 9.394143104553223, -3.1345040798187256, 2.9675064086914062]"
datasources\LDC\wav\2NT3s0490.wav,neutral,one thousand five,tete a tete,male,"[-434.4647216796875, 138.08792114257812, -26.60529327392578, 48.07207107543945, 32.85464859008789, 14.227167129516602, 32.68920135498047, -8.592947959899902, 2.0181665420532227, 15.049229621887207, -5.770277976989746, 14.025299072265625, 9.121225357055664, -3.45051908493042, 9.601313591003418, -1.8071651458740234, 1.5340596437454224, 12.712616920471191, 1.289435625076294, 3.8321895599365234]"
datasources\LDC\wav\2NT3s0491.wav,neutral,one thousand five,tete a tete,male,"[-433.556396484375, 150.44610595703125, -31.06131362915039, 47.81800079345703, 33.0381965637207, 14.651365280151367, 32.531185150146484, -10.910961151123047, 2.430915355682373, 13.652146339416504, -7.439297676086426, 15.803404808044434, 7.856775283813477, -5.167726039886475, 9.177521705627441, -3.0814335346221924, 2.7972962856292725, 12.903875350952148, 1.033018708229065, 6.799182415008545]"
datasources\LDC\wav\2NT3s0492.wav,neutral,one thousand five,tete a tete,male,"[-443.67071533203125, 151.1902618408203, -35.42597198486328, 43.97000503540039, 33.268131256103516, 17.25558090209961, 37.11967849731445, -8.471065521240234, -1.661338448524475, 10.24123477935791, -8.361968040466309, 11.92888069152832, 7.654217720031738, -1.108612060546875, 9.212541580200195, -3.634573459625244, 1.6718558073043823, 8.645301818847656, 0.5947497487068176, 8.585346221923828]"
datasources\LDC\wav\2NT3s0493.wav,neutral,one thousand five,tete a tete,male,"[-430.51641845703125, 156.56375122070312, -39.283531188964844, 50.98064422607422, 35.6320915222168, 17.686792373657227, 41.30946350097656, -9.424581527709961, -3.0578577518463135, 11.30600643157959, -7.938756465911865, 12.099968910217285, 7.212174892425537, -0.5090892314910889, 10.189374923706055, -2.339425563812256, 5.3460612297058105, 10.156704902648926, -2.7112250328063965, 5.458879470825195]"
datasources\LDC\wav\2NT3s0770.wav,neutral,two thousand five,tete a tete,male,"[-428.3980407714844, 154.3623809814453, -43.345699310302734, 43.29785919189453, 24.191699981689453, 9.522090911865234, 40.287349700927734, -10.058807373046875, -2.858532667160034, 14.792475700378418, -8.401622772216797, 10.374585151672363, 7.8581390380859375, -4.207074165344238, 8.074579238891602, 0.6941474080085754, 3.2792303562164307, 7.8651957511901855, 0.27368447184562683, 4.31389856338501]"
datasources\LDC\wav\2NT3s0771.wav,neutral,two thousand five,tete a tete,male,"[-449.47576904296875, 154.61343383789062, -38.96331787109375, 48.009239196777344, 28.337467193603516, 12.642610549926758, 41.06576156616211, -7.664784908294678, 1.0435514450073242, 16.773136138916016, -5.50436544418335, 12.44080924987793, 6.339754581451416, -3.8831284046173096, 7.989952564239502, -3.4179043769836426, 2.0448780059814453, 8.518915176391602, 0.4495576024055481, 8.143000602722168]"
datasources\LDC\wav\2NT3s0772.wav,neutral,two thousand five,tete a tete,male,"[-440.5260009765625, 142.4308624267578, -20.093914031982422, 45.833839416503906, 30.79976463317871, 16.693275451660156, 40.02573776245117, 0.9499163031578064, 3.5161826610565186, 14.51474380493164, -2.7781496047973633, 12.081448554992676, 8.744757652282715, -0.8975904583930969, 5.001182556152344, -4.519299507141113, 1.6931952238082886, 7.330789089202881, 0.9717006087303162, 7.755523681640625]"
datasources\LDC\wav\2NT3s0773.wav,neutral,two thousand five,tete a tete,male,"[-414.27325439453125, 153.00389099121094, -38.095619201660156, 49.371158599853516, 31.386676788330078, 5.133726596832275, 25.46356201171875, -10.044570922851562, 5.591085910797119, 13.637415885925293, -4.500731468200684, 19.212129592895508, 5.562170505523682, -9.493685722351074, 5.119720935821533, -2.2596912384033203, 4.0292277336120605, 9.829627990722656, 5.845041275024414, 10.471234321594238]"
datasources\LDC\wav\2NT3s0780.wav,neutral,two thousand ten,tete a tete,male,"[-419.89361572265625, 154.40187072753906, -40.51534652709961, 54.214744567871094, 31.688392639160156, 10.879443168640137, 34.146732330322266, -9.928915977478027, 9.372892379760742, 16.003551483154297, -11.442707061767578, 14.321274757385254, 3.4792139530181885, -8.781597137451172, 8.28271770477295, -1.5493706464767456, 6.453595161437988, 7.139288425445557, -5.470818042755127, 8.263995170593262]"
datasources\LDC\wav\2NT3s0781.wav,neutral,two thousand ten,tete a tete,male,"[-417.2247009277344, 141.41954040527344, -24.62800407409668, 53.9384880065918, 35.135528564453125, 15.050649642944336, 32.06814193725586, -7.550710201263428, 9.3318452835083, 17.403533935546875, -9.443215370178223, 12.094228744506836, 5.06491231918335, -10.102388381958008, 4.622004985809326, -0.9093165993690491, 4.547847270965576, 6.706867218017578, -4.477968215942383, 6.626725196838379]"
datasources\LDC\wav\2NT3s0870.wav,neutral,december ninth,tete a tete,male,"[-436.0639343261719, 129.34458923339844, -31.58408546447754, 52.37544250488281, 24.514928817749023, 8.065908432006836, 39.994354248046875, -3.4401016235351562, 4.683745861053467, 18.684696197509766, -5.580108165740967, 9.9132719039917, 6.927486896514893, -1.0908424854278564, 10.706040382385254, 1.1779658794403076, 6.188283920288086, 11.039397239685059, -0.06212407723069191, 4.812299728393555]"
datasources\LDC\wav\2NT3s0871.wav,neutral,december ninth,tete a tete,male,"[-378.6935729980469, 143.40028381347656, -38.81727981567383, 54.54532241821289, 23.490530014038086, 7.318973541259766, 41.34886169433594, -8.462686538696289, 4.791929244995117, 18.171709060668945, -10.417231559753418, 12.245209693908691, 5.773448467254639, -6.78790283203125, 9.93655776977539, -1.4002043008804321, 3.557603597640991, 10.327874183654785, -3.5634379386901855, 2.6788599491119385]"
datasources\LDC\wav\2NT3s0900.wav,neutral,four thousand ten,tete a tete,male,"[-436.9305114746094, 150.5271453857422, -46.6112060546875, 55.22748947143555, 31.15086555480957, 8.636205673217773, 44.90157699584961, -1.840705156326294, 2.241748332977295, 16.579647064208984, -7.877005577087402, 4.6714887619018555, 0.7201915383338928, -2.4720778465270996, 7.3411149978637695, -2.2158641815185547, 8.144769668579102, 4.9680023193359375, -7.583125591278076, 6.674800395965576]"
datasources\LDC\wav\2NT3s0901.wav,neutral,four thousand ten,tete a tete,male,"[-423.2837829589844, 160.2478485107422, -53.252166748046875, 57.145267486572266, 23.57404136657715, 5.866785526275635, 55.91954040527344, 8.15603256225586, 11.368070602416992, 15.957786560058594, -9.189419746398926, 15.12030029296875, -3.086224317550659, -12.138545989990234, 12.832572937011719, -4.3448686599731445, 3.4376282691955566, 11.141006469726562, -9.377681732177734, 3.6919634342193604]"
datasources\LDC\wav\2NT3s1010.wav,neutral,one hundred five,tete a tete,male,"[-441.89801025390625, 158.93263244628906, -44.823890686035156, 44.327640533447266, 16.180469512939453, 5.447864055633545, 50.25306701660156, 6.6982502937316895, 8.085805892944336, 10.025299072265625, -9.556514739990234, 17.552614212036133, 0.3214713931083679, -11.828487396240234, 12.566645622253418, -0.3237183690071106, 3.022216796875, 11.660928726196289, -0.7736266851425171, 6.044681549072266]"
datasources\LDC\wav\2NT3s1011.wav,neutral,one hundred five,tete a tete,male,"[-426.8250732421875, 147.53724670410156, -31.47171401977539, 48.76199722290039, 26.33808708190918, 14.154448509216309, 42.957576751708984, -5.405318260192871, 0.1211581751704216, 12.450427055358887, -8.274248123168945, 9.754398345947266, 5.160948276519775, -1.609478235244751, 8.667221069335938, -2.689444065093994, 5.187692642211914, 9.69325065612793, -1.6939773559570312, 4.55906343460083]"
datasources\LDC\wav\2NT3s1012.wav,neutral,one hundred five,tete a tete,male,"[-414.790771484375, 150.544189453125, -30.56207847595215, 47.231170654296875, 27.06772232055664, 15.069868087768555, 35.403892517089844, -14.915709495544434, 0.10057251155376434, 11.690434455871582, -12.476683616638184, 15.601655960083008, 10.640327453613281, -6.49240779876709, 7.143908977508545, -0.8719295859336853, 4.161540985107422, 10.279092788696289, -0.1447099894285202, 6.4176344871521]"
datasources\LDC\wav\2NT3s1013.wav,neutral,one hundred five,tete a tete,male,"[-430.97369384765625, 150.09423828125, -27.249170303344727, 48.037933349609375, 27.180940628051758, 13.160195350646973, 30.213106155395508, -12.888774871826172, 8.035704612731934, 15.585387229919434, -7.709964752197266, 19.15629768371582, 7.114367485046387, -6.203813076019287, 9.3795804977417, -6.058593273162842, 2.3039770126342773, 14.222322463989258, 0.6938809156417847, 6.987093925476074]"
datasources\LDC\wav\2NT3s1150.wav,neutral,fifteen hundred,tete a tete,male,"[-438.5703125, 144.36538696289062, -44.420047760009766, 47.24097442626953, 27.507963180541992, 15.116288185119629, 45.82583999633789, -5.307575702667236, 3.665750026702881, 17.335355758666992, -9.320273399353027, 9.121728897094727, 5.843475818634033, -1.6143549680709839, 10.172375679016113, -1.7105553150177002, 4.68706750869751, 5.225692272186279, -6.4818806648254395, 7.230953693389893]"
datasources\LDC\wav\2NT3s1151.wav,neutral,fifteen hundred,tete a tete,male,"[-435.4418029785156, 139.975341796875, -40.92547607421875, 49.04386901855469, 33.180721282958984, 19.080759048461914, 42.700286865234375, -7.3678717613220215, 5.729433059692383, 18.761764526367188, -10.317442893981934, 11.123200416564941, 7.929171085357666, -6.01304292678833, 9.034177780151367, -0.12447188049554825, 0.09502574056386948, 4.971771240234375, -3.1189637184143066, 4.876917362213135]"
datasources\LDC\wav\2NT3s1890.wav,neutral,august fourteenth,tete a tete,male,"[-412.9129638671875, 137.65908813476562, -41.12639617919922, 57.395118713378906, 27.73036766052246, 12.973556518554688, 50.2264404296875, -5.0331549644470215, -6.46816873550415, 9.775918006896973, -7.2425408363342285, 6.136675834655762, 1.3687446117401123, 3.39599609375, 11.823938369750977, -2.1620821952819824, 8.009291648864746, 6.453855514526367, -3.512953281402588, 4.786064624786377]"
datasources\LDC\wav\2NT3s1891.wav,neutral,august fourteenth,tete a tete,male,"[-424.5833435058594, 134.4351806640625, -41.65836715698242, 52.386104583740234, 25.626140594482422, 12.55508041381836, 46.92466354370117, -5.905418395996094, -4.426427841186523, 11.518404006958008, -5.953997611999512, 7.756551265716553, 3.4863553047180176, 5.2316813468933105, 13.068557739257812, -2.0877013206481934, 7.640410423278809, 6.681205749511719, -2.6904404163360596, 8.327605247497559]"
datasources\LDC\wav\2NT3s1910.wav,neutral,four hundred ten,tete a tete,male,"[-444.0670471191406, 144.78041076660156, -35.85247039794922, 48.19541549682617, 28.33695411682129, 14.351518630981445, 44.498077392578125, -2.464859962463379, 1.716325283050537, 13.658808708190918, -9.921158790588379, 8.081940650939941, 7.0809221267700195, -1.6597214937210083, 10.11437702178955, 2.6965556144714355, 3.6262106895446777, 1.888900876045227, -6.0968708992004395, 3.9401333332061768]"
datasources\LDC\wav\2NT3s1911.wav,neutral,four hundred ten,tete a tete,male,"[-427.6120910644531, 137.32786560058594, -22.65102767944336, 49.690773010253906, 30.478252410888672, 15.809920310974121, 44.040802001953125, 2.369833469390869, 4.355156898498535, 16.29739761352539, -7.444694995880127, 5.929131507873535, 5.8610615730285645, -3.2436468601226807, 9.537331581115723, 3.8509535789489746, 1.7299176454544067, 4.001434803009033, -1.8914180994033813, 2.397207021713257]"
datasources\LDC\wav\2NT3s2230.wav,neutral,nine hundred nine,tete a tete,male,"[-431.2574157714844, 161.76235961914062, -30.93085289001465, 51.44355010986328, 25.95847511291504, 13.485437393188477, 48.338375091552734, -2.019014835357666, 3.1340065002441406, 19.987424850463867, -4.5185770988464355, 5.088200092315674, -2.9787583351135254, -7.011891841888428, 9.0145845413208, -0.40286073088645935, 3.959728479385376, 5.276197910308838, -5.974358558654785, 2.829216957092285]"
datasources\LDC\wav\2NT3s2231.wav,neutral,nine hundred nine,tete a tete,male,"[-446.9925537109375, 149.61566162109375, -23.10491943359375, 47.775306701660156, 27.88091278076172, 14.464259147644043, 40.69432067871094, -2.222701072692871, 5.694643974304199, 20.231163024902344, -3.2116715908050537, 7.149284839630127, 0.3851867616176605, -6.558502197265625, 7.452471733093262, -0.11268237233161926, 4.2389912605285645, 6.395535945892334, -3.163250684738159, 6.059297561645508]"
datasources\LDC\wav\2NT3s2290.wav,neutral,april eighteenth,tete a tete,male,"[-402.4703674316406, 137.54742431640625, -55.74725341796875, 56.24897003173828, 21.80214500427246, 11.11491870880127, 60.583282470703125, 6.8894267082214355, 3.9181954860687256, 7.354403495788574, -7.397557258605957, 17.75053596496582, -1.9338992834091187, -1.125006079673767, 16.704221725463867, -9.330985069274902, 5.4018659591674805, 10.552327156066895, -8.668655395507812, 7.919032096862793]"
datasources\LDC\wav\2NT3s2291.wav,neutral,april eighteenth,tete a tete,male,"[-409.6852722167969, 132.38848876953125, -54.89365005493164, 55.817840576171875, 26.51997947692871, 12.538684844970703, 55.84996795654297, -1.3755805492401123, -3.9617533683776855, 12.596700668334961, -4.7065839767456055, 10.325984954833984, 4.9918646812438965, 4.924649715423584, 9.47575569152832, -6.425385475158691, 7.479742527008057, 5.883002758026123, -5.152387619018555, 6.485571384429932]"
