,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,audio-only,angry,Dogs are sitting by the door,male,"[-552.12060546875, 90.33513641357422, -5.092934608459473, 15.708402633666992, -2.047189474105835, 15.118341445922852, -0.4736584722995758, 8.806951522827148, 8.36730670928955, 1.8398035764694214, -0.1227041706442833, -1.7548449039459229, -6.44300651550293, -0.6463567614555359, -1.2849167585372925, -3.904982805252075, -5.004462242126465, -5.741009712219238, -2.700673818588257, -3.06921124458313]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,audio-only,angry,Dogs are sitting by the door,male,"[-508.7845458984375, 88.2801284790039, -1.6685129404067993, 15.343029975891113, -4.787392616271973, 11.997176170349121, -0.5100910663604736, 8.587958335876465, 4.14210844039917, 0.35209256410598755, -0.9093260169029236, -1.1132029294967651, -6.55042839050293, -3.0678744316101074, -1.8785417079925537, -3.485647678375244, -5.250194549560547, -8.313570022583008, -2.030094861984253, -3.948113441467285]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,audio-only,angry,Kids are talking by the door,male,"[-335.27276611328125, 82.22129821777344, -15.179460525512695, 12.460474014282227, 2.3687596321105957, 10.000868797302246, -11.244657516479492, 1.30417001247406, 5.097123622894287, -0.8097816705703735, -5.187736511230469, 0.6155796647071838, -3.827409505844116, -2.728853702545166, -2.8539793491363525, -3.2431464195251465, -6.622020244598389, -4.448673248291016, -1.7598769664764404, -0.38224896788597107]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,audio-only,angry,Kids are talking by the door,male,"[-333.751220703125, 81.82855987548828, -13.908533096313477, 14.012821197509766, -2.009150981903076, 11.574345588684082, -7.374724864959717, 2.3216934204101562, 6.128001689910889, 0.8122417330741882, -2.5056722164154053, -0.6367568373680115, -6.420945167541504, -4.19162654876709, -4.211761474609375, -3.225092887878418, -5.193793296813965, -4.963402271270752, -3.0421552658081055, -0.5205762982368469]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,audio-only,angry,Dogs are sitting by the door,male,"[-355.9313049316406, 79.46051025390625, -10.93807315826416, 14.311111450195312, -0.43265485763549805, 11.76954460144043, -9.899784088134766, 0.39077985286712646, 3.986802101135254, 0.5401278734207153, -2.622372627258301, 1.068557858467102, -4.677145957946777, -3.9987435340881348, -2.346360921859741, -1.533915400505066, -7.003634929656982, -4.472593784332275, -3.3312361240386963, 0.33277979493141174]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,audio-only,angry,Dogs are sitting by the door,male,"[-310.6638488769531, 78.52381896972656, -16.457069396972656, 16.347808837890625, 0.23179788887500763, 13.086462020874023, -11.806002616882324, 0.9808563590049744, -0.7902064323425293, -0.6163929104804993, -1.8708012104034424, 2.414552688598633, -3.817362070083618, -5.675247669219971, -4.76034688949585, -0.8911229968070984, -6.449277400970459, -3.3842506408691406, -3.1001946926116943, -0.9067136645317078]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,audio-only,fearful,Kids are talking by the door,male,"[-603.7005615234375, 86.45579528808594, -0.31336456537246704, 22.447166442871094, -3.9020836353302, 14.115022659301758, -1.6920623779296875, 11.70448112487793, 11.52096176147461, 0.1024262085556984, 0.9990820288658142, 0.6587738394737244, -6.009586811065674, -3.095982313156128, -3.1313483715057373, -3.7578277587890625, -3.8067212104797363, -2.615307569503784, -0.25478169322013855, -0.055379144847393036]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,audio-only,fearful,Kids are talking by the door,male,"[-543.2283935546875, 94.94420623779297, 0.07260369509458542, 19.85910987854004, -4.8863067626953125, 15.053714752197266, 1.4359724521636963, 10.838651657104492, 9.584359169006348, -2.7713348865509033, -0.8919152021408081, -0.04225768893957138, -5.958703517913818, -4.5772786140441895, -4.830704212188721, -3.614489793777466, -5.7774128913879395, -2.5726633071899414, 0.4718173146247864, -1.9664056301116943]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-549.2626342773438, 83.69901275634766, -4.549618244171143, 22.176069259643555, -2.841627597808838, 12.400716781616211, 1.0549571514129639, 8.983724594116211, 6.241789817810059, -2.0895297527313232, -0.47663670778274536, 4.047519683837891, -6.182387351989746, -4.359458923339844, -6.21613883972168, -5.123688220977783, -4.0044355392456055, -5.369443416595459, 0.9657011032104492, -1.7552037239074707]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-569.3531494140625, 88.10579681396484, 1.1325995922088623, 12.129910469055176, -1.7905155420303345, 10.140990257263184, 2.0994198322296143, 10.427474975585938, 6.469958782196045, -2.562309980392456, 2.0569369792938232, 4.29886531829834, -6.551119804382324, -4.550477981567383, -4.238271713256836, -5.926839828491211, -6.71019983291626, -4.16795539855957, 2.8079473972320557, -0.3549613058567047]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,audio-only,fearful,Kids are talking by the door,male,"[-405.0442810058594, 96.22966766357422, -4.188385486602783, 16.51386260986328, -4.991401672363281, 15.511518478393555, 1.5883734226226807, 12.859857559204102, 0.6034027934074402, -1.741413950920105, 9.09421443939209, 14.026342391967773, -5.2695441246032715, -2.717625141143799, -1.8086602687835693, -2.26527738571167, -4.113664150238037, -0.6502509117126465, 4.1415205001831055, 3.702685594558716]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,audio-only,fearful,Kids are talking by the door,male,"[-350.0687561035156, 85.34322357177734, -9.858695983886719, 12.581252098083496, -7.411822319030762, 6.94139289855957, -9.173859596252441, 8.579000473022461, 4.584199905395508, -6.983354568481445, 3.721031904220581, 6.3092360496521, -8.735184669494629, -7.124791145324707, -7.144860744476318, -5.8587493896484375, -7.556439399719238, -7.953489303588867, -1.6926122903823853, 1.2496514320373535]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-410.6283874511719, 76.9695053100586, -6.449222087860107, 19.995555877685547, -4.226885795593262, 11.016837120056152, -5.1812849044799805, 11.462777137756348, 6.130512714385986, -0.9143912196159363, 5.0140886306762695, 9.894455909729004, -3.519831657409668, -3.715585708618164, -4.524587154388428, -3.855433225631714, -7.268266677856445, -4.679758071899414, -0.8401738405227661, 2.114657163619995]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-365.17974853515625, 89.78587341308594, -10.41057300567627, 15.414207458496094, -10.868239402770996, 3.0515456199645996, -8.204205513000488, 10.642930030822754, -2.845566749572754, -11.495865821838379, 3.2043166160583496, 10.031572341918945, -6.46786642074585, -8.281939506530762, -10.187691688537598, -7.411754131317139, -8.1843900680542, -8.01469898223877, -1.11869215965271, 2.382239580154419]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,audio-only,disgust,Kids are talking by the door,male,"[-559.5061645507812, 86.49862670898438, -0.12030808627605438, 14.808993339538574, -4.71254825592041, 17.216156005859375, -1.1886838674545288, 6.762622356414795, 1.2551437616348267, 0.731662929058075, 5.288735389709473, -1.4114261865615845, -5.7589111328125, -0.611042320728302, -4.142453193664551, -2.0607001781463623, -2.05916428565979, -1.673985242843628, 0.7377186417579651, 0.13613542914390564]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,audio-only,disgust,Kids are talking by the door,male,"[-607.725341796875, 81.61552429199219, 5.261483669281006, 16.551864624023438, -5.423235893249512, 20.563983917236328, -0.8291500210762024, 8.620890617370605, 3.441483497619629, 0.9876208305358887, 6.260479927062988, -0.4948079288005829, -4.664890289306641, -0.17314855754375458, -5.825588226318359, -2.597986936569214, -2.9561803340911865, -1.0993471145629883, -1.44618558883667, -0.17873306572437286]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-596.1235961914062, 67.68719482421875, 1.6352864503860474, 19.593448638916016, -3.224961042404175, 19.300798416137695, -0.463027685880661, 16.561471939086914, 0.521510899066925, 2.218989372253418, 4.07487678527832, -1.0661540031433105, -6.184025764465332, -1.7067527770996094, -4.07822847366333, -0.6260637640953064, -0.08555567264556885, -1.2114412784576416, 0.48153695464134216, 3.3423337936401367]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-528.3710327148438, 82.15325927734375, -0.7313411831855774, 13.951197624206543, -8.846334457397461, 18.198904037475586, -3.797579526901245, 12.923025131225586, -1.1492563486099243, -0.9599485397338867, 5.684500694274902, -1.6394178867340088, -5.851478576660156, -0.6599149703979492, -7.259500980377197, -4.5094895362854, -0.5949185490608215, -3.527113676071167, -0.35919973254203796, 0.15119947493076324]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,audio-only,disgust,Kids are talking by the door,male,"[-567.1605834960938, 84.52031707763672, 3.130044460296631, 13.876607894897461, -5.774302959442139, 24.821474075317383, -0.12287481129169464, 15.142756462097168, -0.06977266073226929, -0.6742676496505737, 2.333477020263672, 0.039662379771471024, -5.210382461547852, -0.9547365307807922, -5.462789535522461, 0.49042412638664246, -0.3211429715156555, -1.2902253866195679, -0.46727606654167175, 2.221912384033203]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,audio-only,disgust,Kids are talking by the door,male,"[-544.3004760742188, 92.8057861328125, 0.34703290462493896, 24.23215103149414, -3.803910970687866, 23.15636444091797, -3.9919352531433105, 15.012372970581055, -3.794015407562256, -2.5658841133117676, 3.0138235092163086, 1.2765755653381348, -4.210716724395752, 0.313306599855423, -4.047759532928467, 0.9264988899230957, -0.48751944303512573, -3.0501224994659424, -0.27701684832572937, 3.5890707969665527]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-520.7510375976562, 80.86225891113281, 6.134966850280762, 24.591629028320312, -2.3561482429504395, 16.593629837036133, -0.20199890434741974, 12.685688972473145, -5.31544828414917, -5.570281505584717, 1.4728729724884033, 0.65669184923172, -0.15548264980316162, -1.0050938129425049, -4.903994083404541, 0.5020501613616943, -0.8603055477142334, -2.8221871852874756, -0.6604219079017639, -1.579944133758545]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-469.1012268066406, 80.00786590576172, -7.382122993469238, 20.547927856445312, -3.7909040451049805, 12.217637062072754, -7.281498908996582, 11.0447998046875, -4.6478271484375, -1.6153887510299683, -0.9312066435813904, -2.3168485164642334, -0.9162275791168213, 0.192544624209404, -8.713105201721191, -4.9778594970703125, -3.0497615337371826, -2.411212205886841, -0.7523148655891418, -2.260186195373535]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,audio-only,surprised,Kids are talking by the door,male,"[-585.897216796875, 82.0966796875, 0.04590044543147087, 11.69632625579834, -4.095211029052734, 6.0835747718811035, -6.886713981628418, 8.550049781799316, 0.668898344039917, -4.261859893798828, -1.0048432350158691, 1.1962562799453735, -7.841063022613525, -4.913266658782959, -3.7536990642547607, -4.402406692504883, -2.9961462020874023, -6.659903526306152, -3.8259270191192627, -2.7306272983551025]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,audio-only,surprised,Kids are talking by the door,male,"[-573.368896484375, 71.33550262451172, 1.4629814624786377, 13.388262748718262, -4.024797439575195, 12.809165000915527, -0.364061564207077, 10.574958801269531, 3.700968027114868, -0.8119257688522339, -0.2958155870437622, 5.087090969085693, -2.347803831100464, -2.464078187942505, -3.463728904724121, -0.7082672119140625, 0.18711447715759277, 0.24687759578227997, -0.1556958556175232, 0.20939962565898895]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-606.3511352539062, 74.40311431884766, 2.5793097019195557, 13.528239250183105, 1.5159451961517334, 6.732837200164795, -3.2547311782836914, 9.320591926574707, 1.6865030527114868, -2.9115350246429443, -0.591343343257904, 3.7421042919158936, -1.3814747333526611, -3.8064191341400146, -5.296150207519531, -2.767270565032959, -0.800887405872345, -6.280091762542725, -4.26614236831665, -0.3927941620349884]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-547.455322265625, 79.18775939941406, -0.10187551379203796, 7.002304553985596, -3.438830852508545, 11.270312309265137, -2.660259246826172, 10.094696044921875, 0.9260249137878418, -5.158639430999756, -0.5615891218185425, 3.4322807788848877, -3.4366509914398193, -3.2965996265411377, -6.05417537689209, -2.8234152793884277, 0.4378097355365753, -4.237144470214844, -1.697770357131958, 0.5404859781265259]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,audio-only,surprised,Kids are talking by the door,male,"[-522.4202270507812, 79.02658081054688, -0.5186946392059326, 9.598649978637695, -3.271090030670166, 12.748848915100098, -5.459484577178955, 4.9725823402404785, 1.8727836608886719, -6.473414897918701, -4.503438472747803, 2.6723945140838623, -1.8229765892028809, -3.490060329437256, -6.145488739013672, -3.7273764610290527, -1.0989443063735962, -5.374161720275879, -3.149730682373047, -3.647010087966919]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,audio-only,surprised,Kids are talking by the door,male,"[-475.485107421875, 68.0005111694336, -4.507772922515869, 10.85788345336914, -2.411867141723633, 12.07571029663086, -2.594559669494629, 4.7896647453308105, 4.398798942565918, -5.107497215270996, -5.333438873291016, 4.138545989990234, -1.632642388343811, -3.1783666610717773, -4.3018975257873535, -3.03727126121521, -0.6326512098312378, -2.6714611053466797, -0.08077733218669891, -0.007459358312189579]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-01-03.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-461.9165954589844, 68.83793640136719, -2.77522611618042, 15.60799789428711, -6.449950218200684, 1.3381010293960571, -6.5714521408081055, 8.347704887390137, 2.097360610961914, -8.173873901367188, -3.2246832847595215, 1.18498957157135, -3.2497787475585938, -3.0703961849212646, -4.453091144561768, -6.340277194976807, -3.1575121879577637, -3.66091251373291, -2.5739710330963135, 0.3209839463233948]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-02-03.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-559.0610961914062, 71.42073059082031, 1.2671312093734741, 13.264010429382324, -3.4424338340759277, 9.351661682128906, -2.7247509956359863, 7.552941799163818, -0.5656431317329407, -2.6340911388397217, -1.6921780109405518, 3.071301221847534, -4.543378829956055, -2.7560033798217773, -2.6418466567993164, -2.4761765003204346, -1.1991188526153564, -4.463084697723389, -3.0871357917785645, -0.8222811818122864]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-01-05.wav,audio-only,neutral,Kids are talking by the door,male,"[-734.6924438476562, 71.7121353149414, 15.229680061340332, 16.983461380004883, 2.118135452270508, 18.043638229370117, 5.0249762535095215, 6.6931471824646, 6.7589030265808105, 4.152324676513672, 4.1539306640625, 2.761068105697632, 1.1457586288452148, 0.14555011689662933, 1.6109851598739624, -2.540712833404541, -0.5802562236785889, 2.52543568611145, 1.8490102291107178, 1.5222198963165283]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.wav,audio-only,neutral,Kids are talking by the door,male,"[-757.4866943359375, 77.51791381835938, 11.920598030090332, 14.915803909301758, 3.354942560195923, 18.392822265625, 3.7953221797943115, 7.518847465515137, 9.259103775024414, 6.04090690612793, 5.772092342376709, 3.851398468017578, 2.0047690868377686, 0.9668951630592346, -0.500433087348938, -3.283510684967041, 1.0872048139572144, 2.2209689617156982, 2.8297595977783203, 4.473874092102051]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-705.9116821289062, 72.57238006591797, 10.619816780090332, 13.76883316040039, 3.9206950664520264, 19.88350486755371, 3.511375904083252, 4.1389665603637695, 4.089625835418701, 7.799829959869385, 4.997769832611084, 2.2218520641326904, 1.366731882095337, 0.22385086119174957, -0.6789604425430298, -4.298578262329102, -2.096709728240967, -0.03671390563249588, 2.007936477661133, 3.4002685546875]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-740.1925048828125, 73.59954833984375, 12.27108383178711, 18.867023468017578, 4.726950168609619, 20.524677276611328, 2.5236222743988037, 5.097033500671387, 7.38169002532959, 7.627107620239258, 2.986598014831543, 2.63529109954834, 1.8837453126907349, 1.2229398488998413, 0.32871365547180176, -4.5434136390686035, -1.183274269104004, 0.8392137289047241, 1.823707938194275, 3.0809781551361084]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-01-05.wav,audio-only,calm,Kids are talking by the door,male,"[-759.3392333984375, 80.25760650634766, 12.479273796081543, 20.053192138671875, 10.51807975769043, 16.215181350708008, 7.701745986938477, 6.937246799468994, 6.149354457855225, 2.7589545249938965, 2.767406702041626, 3.285141944885254, 2.609860897064209, 1.6087899208068848, -0.5582659840583801, -2.9131217002868652, 1.5528969764709473, 3.9300239086151123, 2.627455949783325, 1.5186678171157837]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-02-05.wav,audio-only,calm,Kids are talking by the door,male,"[-786.0324096679688, 71.92587280273438, 10.886141777038574, 20.49810791015625, 14.774413108825684, 16.729938507080078, 8.26351261138916, 6.734854698181152, 9.6458101272583, 3.0469233989715576, 0.7509515881538391, 5.910436630249023, 2.993497848510742, 2.075145959854126, 0.505384624004364, -2.895566940307617, 2.823381185531616, 3.717787742614746, 2.442876100540161, 3.5893003940582275]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-760.4326782226562, 78.69688415527344, 10.174429893493652, 24.35512351989746, 12.059734344482422, 15.464503288269043, 5.70294713973999, 4.552704334259033, 7.36461877822876, 4.669015884399414, 4.467599391937256, 1.6090267896652222, 0.8413557410240173, 0.1847440004348755, -2.1418778896331787, -2.5710465908050537, 1.0295361280441284, 3.2709908485412598, 1.9013421535491943, 2.046311378479004]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-720.3920288085938, 80.96398162841797, 8.129980087280273, 29.036678314208984, 9.466115951538086, 13.32740592956543, 4.179986953735352, 5.358632564544678, 4.68723201751709, 4.118007183074951, 3.9622957706451416, 1.9225994348526, -0.6395402550697327, 0.5932871103286743, -0.9171239733695984, -4.3746747970581055, 0.7481876015663147, 3.7839536666870117, 1.6729377508163452, 2.841031074523926]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,audio-only,calm,Kids are talking by the door,male,"[-716.2769165039062, 84.9597396850586, 6.59045934677124, 21.367338180541992, 8.047591209411621, 19.245342254638672, 5.934000015258789, 10.1887788772583, 5.218437671661377, 3.8579163551330566, 2.100654363632202, 5.538376331329346, 1.4396414756774902, -0.59538733959198, 0.297521710395813, -1.6603715419769287, 2.0740034580230713, 3.2215523719787598, 1.701402187347412, 4.434325695037842]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,audio-only,calm,Kids are talking by the door,male,"[-788.1284790039062, 66.4343490600586, 10.260048866271973, 20.730653762817383, 12.293511390686035, 14.025546073913574, 8.87398624420166, 6.912585735321045, 9.488971710205078, 4.690107822418213, 2.9840919971466064, 4.535762786865234, -0.00020765750377904624, 0.055996835231781006, -0.4346950650215149, -1.118069052696228, 3.089015245437622, 2.9473609924316406, 3.2413787841796875, 3.5425612926483154]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-742.416748046875, 81.15308380126953, 6.351352691650391, 29.8123779296875, 14.24439811706543, 21.24283790588379, 8.01916217803955, 4.5602216720581055, 8.070130348205566, 5.419501781463623, 1.7441778182983398, 0.7239564657211304, 3.195216655731201, 0.9557644724845886, -3.223562479019165, -5.770133972167969, 4.221645832061768, 5.838977336883545, 1.1203092336654663, 2.343417167663574]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-781.4942626953125, 67.25814819335938, 8.790583610534668, 26.106760025024414, 13.182194709777832, 19.779001235961914, 8.212775230407715, 5.662003993988037, 12.495124816894531, 6.486823081970215, 3.5056331157684326, 2.268455982208252, 1.4834977388381958, 0.8930197954177856, -2.412604808807373, -3.0226285457611084, 2.4735052585601807, 4.223427772521973, 3.449392080307007, 3.147810220718384]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,audio-only,happy,Kids are talking by the door,male,"[-703.053466796875, 78.8103256225586, 8.780671119689941, 19.300884246826172, 3.706038475036621, 16.773178100585938, 7.57171106338501, 6.343581676483154, -0.03983144462108612, 3.768653154373169, 8.278592109680176, 8.751402854919434, -1.690733551979065, -0.5777873396873474, -0.7620341777801514, -2.5899503231048584, -1.8852787017822266, -0.8351739048957825, 0.3146533966064453, 1.4681121110916138]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,audio-only,happy,Kids are talking by the door,male,"[-685.857177734375, 74.7795181274414, 9.187919616699219, 11.903141975402832, 1.4174669981002808, 15.823894500732422, 7.745150089263916, 6.653611660003662, 1.7058041095733643, 4.32235860824585, 6.071035385131836, 5.713504791259766, -0.4205884039402008, 0.10764814913272858, 0.9118210673332214, -0.22418439388275146, -1.6939016580581665, -0.05022580921649933, 2.701364517211914, 3.3427350521087646]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-689.2659912109375, 61.343997955322266, 7.055755138397217, 16.953832626342773, 3.2612686157226562, 16.046432495117188, 4.871043682098389, 5.217580795288086, 4.418346881866455, 3.7633934020996094, 3.8187718391418457, 3.719912052154541, -1.156543254852295, 0.4484941363334656, 0.4450984299182892, -2.307008743286133, -2.1478259563446045, -0.3529976010322571, 1.8314175605773926, 2.8854830265045166]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-626.0984497070312, 79.26525115966797, 9.75615119934082, 15.807690620422363, 4.508315563201904, 14.710206031799316, 4.671737194061279, 3.1927490234375, 0.9736440181732178, 3.119257926940918, 4.943577766418457, 3.1075170040130615, -4.195826530456543, -0.40511155128479004, -1.8993074893951416, -3.851221799850464, -2.592860460281372, -0.19556331634521484, 2.1468944549560547, 1.008123755455017]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,audio-only,happy,Kids are talking by the door,male,"[-633.3287963867188, 68.46794128417969, 6.682597637176514, 21.083457946777344, 4.1376543045043945, 11.814934730529785, 1.6752957105636597, 5.309844493865967, -3.135909080505371, -0.6015989184379578, 4.127824306488037, 5.783773422241211, -3.7421963214874268, -3.126649856567383, -3.141404867172241, -4.566206455230713, -2.025547504425049, -1.5396952629089355, -2.60689377784729, 0.3447401523590088]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,audio-only,happy,Kids are talking by the door,male,"[-572.9840698242188, 78.71796417236328, 5.409303665161133, 11.749809265136719, -4.321847438812256, 8.972380638122559, 3.278027057647705, 5.196715354919434, -5.705742835998535, -0.769142746925354, 6.032599925994873, 6.123487949371338, -6.414697170257568, -4.0092620849609375, -1.9282537698745728, -2.980557441711426, -2.889075994491577, -1.9255437850952148, -2.5703020095825195, 0.36530399322509766]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-569.6212158203125, 75.23690795898438, 7.496952056884766, 16.062652587890625, 1.1198879480361938, 11.378396034240723, 6.030426502227783, 2.7017903327941895, -3.1371867656707764, 2.48811411857605, 6.981770992279053, 5.255502700805664, -5.31209659576416, -4.62450647354126, -3.4570796489715576, -4.190709590911865, -5.488973140716553, -2.980616569519043, -1.7345118522644043, 1.1692672967910767]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-563.9928588867188, 56.37103271484375, 4.621041774749756, 15.424467086791992, 0.25890597701072693, 9.489931106567383, 2.480952501296997, 4.137860298156738, -1.5408027172088623, -2.254509449005127, 4.67235803604126, 5.482434272766113, -2.6930153369903564, -2.6312122344970703, -2.3129894733428955, -2.8166747093200684, -2.8434433937072754, -3.4949512481689453, -1.3928015232086182, 1.4058681726455688]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,audio-only,sad,Kids are talking by the door,male,"[-791.5620727539062, 66.2127914428711, 18.661645889282227, 19.546175003051758, 8.950008392333984, 19.378795623779297, 5.452291965484619, 7.330303192138672, 11.099149703979492, 7.1207709312438965, 2.0300567150115967, 3.530433177947998, 3.7114741802215576, 1.8438217639923096, 0.46660417318344116, -3.0347647666931152, 2.8414053916931152, 0.48529329895973206, 0.6427686810493469, 5.271916389465332]"
