,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-02-02-04.wav,audio-only,angry,Dogs are sitting by the door,female,"[-585.0425415039062, 58.0549201965332, -5.070730209350586, 11.003886222839355, 0.07944899052381516, 8.779011726379395, -8.755341529846191, -0.954890787601471, -0.021116293966770172, -0.44318366050720215, -1.4231122732162476, -1.3253028392791748, -9.448497772216797, -4.912733554840088, -4.247369289398193, -2.57696270942688, -3.638514995574951, -4.645136833190918, -4.2772674560546875, 0.24258071184158325]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-01-04.wav,audio-only,angry,Kids are talking by the door,female,"[-409.2277526855469, 44.884273529052734, -15.052273750305176, 5.645872116088867, -2.8008837699890137, 6.079084396362305, -15.669621467590332, -3.385713577270508, 1.070467472076416, -3.771233320236206, -4.642271518707275, 1.920638918876648, -9.06155014038086, -4.589749336242676, -2.926165819168091, -1.3329625129699707, -4.723191261291504, -4.1104936599731445, -1.3688374757766724, -2.4319398403167725]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-02-04.wav,audio-only,angry,Kids are talking by the door,female,"[-434.63201904296875, 47.774105072021484, -13.263957977294922, 7.696765422821045, -1.2116236686706543, 5.466278553009033, -13.161905288696289, -4.379394054412842, 0.9681692123413086, -1.8647416830062866, -5.970787048339844, 0.810072660446167, -9.856729507446289, -5.912722110748291, -2.8014729022979736, -0.5675931572914124, -5.922023773193359, -4.864810943603516, -1.7344660758972168, -2.6511027812957764]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-01-04.wav,audio-only,angry,Dogs are sitting by the door,female,"[-394.84222412109375, 39.20486068725586, -14.854610443115234, 5.960145950317383, -5.9962873458862305, 9.70505428314209, -14.871124267578125, -3.5381669998168945, 1.6872692108154297, -3.8424930572509766, -5.074213981628418, -0.5545499920845032, -12.532869338989258, -6.259774208068848, -3.3392691612243652, -2.677349328994751, -6.094475269317627, -3.0399394035339355, -2.279470443725586, -2.783689260482788]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-02-04.wav,audio-only,angry,Dogs are sitting by the door,female,"[-450.4918518066406, 39.787445068359375, -15.541988372802734, 9.4407320022583, -7.251692771911621, 5.273097515106201, -19.175416946411133, -2.8516156673431396, -1.9216952323913574, -5.891513347625732, -7.195102214813232, -0.06331897526979446, -11.251850128173828, -5.387001037597656, -3.4320945739746094, -3.910048007965088, -7.792162895202637, -2.921436309814453, -3.2064619064331055, -4.845663070678711]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-01-04.wav,audio-only,fearful,Kids are talking by the door,female,"[-564.2703247070312, 53.11044692993164, -7.842034816741943, 8.24954605102539, -3.218183755874634, 6.801078796386719, -9.138015747070312, -4.585771083831787, 0.9475621581077576, 2.323258399963379, -1.7250460386276245, -1.4840991497039795, -7.733182430267334, -7.474287986755371, -4.223132610321045, -2.941492795944214, -3.8808066844940186, -5.715819358825684, -3.710254192352295, -2.1420090198516846]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-02-04.wav,audio-only,fearful,Kids are talking by the door,female,"[-549.6443481445312, 56.9349365234375, -12.352974891662598, 5.5240983963012695, -3.8402042388916016, 9.969778060913086, -8.693982124328613, -3.325162410736084, -0.33822354674339294, 1.0511633157730103, -3.943854808807373, -2.084557294845581, -7.570115089416504, -6.702416896820068, -3.749091625213623, -1.6842082738876343, -4.375382900238037, -5.638791084289551, -3.5135467052459717, -2.4121127128601074]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-01-04.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-560.4739379882812, 52.39456558227539, -5.7555131912231445, 8.18639087677002, -4.402495861053467, 9.281185150146484, -6.862973690032959, -2.4523606300354004, 1.4182007312774658, 2.781238317489624, -5.094847202301025, -1.0267462730407715, -7.976212978363037, -7.523664951324463, -4.6492228507995605, -2.2038962841033936, -4.950091361999512, -6.691867351531982, -4.083991050720215, -0.4591978192329407]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-02-04.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-561.4362182617188, 50.74565124511719, -5.081012725830078, 9.756685256958008, -4.137321472167969, 8.16799545288086, -7.48403787612915, -3.598215341567993, -0.4143715500831604, 2.190039873123169, -2.4613120555877686, -0.9337780475616455, -7.191876411437988, -6.962218761444092, -4.943168640136719, -2.7156214714050293, -3.6497795581817627, -5.498466968536377, -4.437709808349609, -2.9108266830444336]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-01-04.wav,audio-only,fearful,Kids are talking by the door,female,"[-416.798095703125, 44.875083923339844, -23.5356502532959, 9.659469604492188, -10.762134552001953, 5.6454010009765625, -11.459516525268555, -3.710538864135742, 2.861593008041382, 3.4847259521484375, -2.4016377925872803, -0.6942501664161682, -12.041043281555176, -9.696831703186035, -4.935027122497559, -0.9287999868392944, -1.29209303855896, -1.0014851093292236, -3.1671948432922363, -2.761540174484253]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-02-04.wav,audio-only,fearful,Kids are talking by the door,female,"[-453.69451904296875, 44.70055389404297, -13.7852201461792, 6.327452659606934, -6.85754919052124, 4.990592956542969, -10.751890182495117, -4.117251396179199, -2.5355658531188965, 0.3915913999080658, -4.230487823486328, -0.6936044096946716, -6.944767951965332, -6.569746494293213, -5.201244354248047, -2.59135103225708, -3.9883289337158203, -4.148251533508301, -2.7031757831573486, -3.907991886138916]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-01-04.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-431.5040283203125, 42.24443435668945, -11.565325736999512, 8.012535095214844, -7.161823272705078, 2.784181833267212, -12.391870498657227, -3.2126009464263916, -2.3194737434387207, -2.5099563598632812, -5.013453483581543, -3.138664722442627, -10.749878883361816, -7.750335693359375, -4.431473255157471, -0.10042190551757812, -6.2087721824646, -5.634903430938721, -3.4328296184539795, -4.44527006149292]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-02-04.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-433.5596923828125, 38.89150619506836, -10.076384544372559, 7.402218341827393, -10.40954875946045, 5.165471076965332, -11.790480613708496, -4.370518684387207, -2.830493211746216, -2.588502883911133, -6.32258939743042, -2.168351411819458, -10.623123168945312, -5.5965399742126465, -4.62625789642334, -1.3853832483291626, -6.115752696990967, -6.4211812019348145, -1.665060043334961, -3.4183852672576904]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-01-04.wav,audio-only,disgust,Kids are talking by the door,female,"[-611.1632690429688, 58.681522369384766, 3.9378881454467773, 14.268166542053223, -0.7778870463371277, 10.155603408813477, -3.7123122215270996, 0.19907233119010925, -2.9799556732177734, 2.536111831665039, 1.1484200954437256, 1.3246089220046997, -5.50352144241333, -5.362030029296875, -0.8647448420524597, -0.18283331394195557, -2.749300003051758, -1.9935106039047241, -4.424234867095947, -2.828033924102783]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-02-04.wav,audio-only,disgust,Kids are talking by the door,female,"[-611.6262817382812, 65.0836410522461, 0.09098507463932037, 12.609964370727539, -0.4251684248447418, 7.751640796661377, -2.5098166465759277, 0.8401837944984436, -1.5565742254257202, 3.1149299144744873, -2.23960280418396, -3.6905884742736816, -8.555984497070312, -5.852358818054199, -4.055479526519775, -1.2376844882965088, -4.541938781738281, -3.712618112564087, -3.9862923622131348, -2.7540934085845947]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-01-04.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-587.6707153320312, 48.80946731567383, 3.600541114807129, 10.723362922668457, -5.2736310958862305, 10.08014965057373, -5.608007431030273, -0.8858428597450256, 0.7315610647201538, 0.38777390122413635, -2.4142041206359863, -1.814904808998108, -8.496147155761719, -3.8138375282287598, -4.001117706298828, -0.7806907892227173, -5.510743141174316, -3.6588690280914307, -3.8236918449401855, -3.0557034015655518]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-02-04.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-566.146728515625, 43.752567291259766, 0.3888818323612213, 9.682753562927246, -6.673864364624023, 11.86848258972168, -3.866124153137207, 0.4172838628292084, 1.8044705390930176, 1.8889588117599487, -4.152353763580322, -1.152500033378601, -7.5345587730407715, -3.0793464183807373, -1.8004035949707031, -0.16123194992542267, -3.5189104080200195, -3.495434045791626, -2.391369342803955, -1.6878576278686523]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-01-04.wav,audio-only,disgust,Kids are talking by the door,female,"[-515.5136108398438, 48.52228546142578, -4.9977850914001465, 11.171239852905273, -0.421364963054657, 9.204087257385254, -6.157034397125244, -1.3763459920883179, 0.7450261116027832, 0.539338231086731, -1.6811549663543701, 0.39537450671195984, -7.32857608795166, -4.917019367218018, -3.0818896293640137, -2.0235989093780518, -3.5295233726501465, -3.7426607608795166, -4.151434898376465, -2.5046157836914062]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-02-04.wav,audio-only,disgust,Kids are talking by the door,female,"[-533.1851196289062, 51.57193374633789, -3.7417244911193848, 12.216547966003418, -0.45334625244140625, 6.73327112197876, -3.9840028285980225, -1.9611696004867554, -2.827314615249634, 1.5088963508605957, -2.2880918979644775, 0.3471469581127167, -5.244454383850098, -5.3944573402404785, -2.760735034942627, -1.9672877788543701, -3.7838430404663086, -4.317384243011475, -3.3847718238830566, -2.172346830368042]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-01-04.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-559.1566162109375, 52.76901626586914, -1.3517817258834839, 11.322026252746582, -4.866826057434082, 8.190058708190918, -5.692859172821045, -3.5618889331817627, -0.5931633710861206, 3.1652064323425293, -0.9122629165649414, -2.655367851257324, -10.722452163696289, -8.329020500183105, -2.8904433250427246, -1.3538053035736084, -6.717142581939697, -6.640877723693848, -4.032025337219238, -3.9027109146118164]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-02-04.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-528.8305053710938, 47.33214569091797, -2.922822952270508, 13.002950668334961, -4.941812038421631, 5.573429107666016, -8.416703224182129, -2.430172920227051, -2.4396045207977295, 2.343723773956299, -4.1349310874938965, -2.822175979614258, -11.75387954711914, -4.3819169998168945, -4.149836540222168, -2.2743136882781982, -7.106152534484863, -6.576493740081787, -4.5453667640686035, -2.4390833377838135]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-01-04.wav,audio-only,surprised,Kids are talking by the door,female,"[-614.6401977539062, 57.30406951904297, -2.2965309619903564, 6.961799144744873, -1.774029016494751, 9.673638343811035, -6.180230617523193, -2.010082483291626, 0.015204454772174358, 0.20993031561374664, -2.657632827758789, -0.5686227679252625, -7.659961700439453, -6.371047496795654, -2.7583794593811035, -1.8224989175796509, -3.485004186630249, -4.141727447509766, -3.524277925491333, -2.501361131668091]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-02-04.wav,audio-only,surprised,Kids are talking by the door,female,"[-592.09423828125, 55.26802062988281, -4.376287937164307, 6.569058418273926, -1.195629596710205, 9.118453025817871, -7.7632951736450195, -3.095085382461548, -0.052758459001779556, 1.2779544591903687, -4.543968200683594, 0.3180755078792572, -8.708613395690918, -6.650880336761475, -2.6031813621520996, -2.406378746032715, -4.670668125152588, -4.268839359283447, -2.620002508163452, -2.012277603149414]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-01-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-565.3519897460938, 52.882057189941406, -0.3488200306892395, 11.795845985412598, -4.242067813873291, 10.645291328430176, -8.454361915588379, -1.5836474895477295, 0.12020780146121979, 0.3283947706222534, -5.609156131744385, -1.4771608114242554, -9.567020416259766, -7.061871528625488, -2.9641871452331543, -2.6897990703582764, -6.441741466522217, -3.8018600940704346, -3.2464706897735596, -2.1992573738098145]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-02-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-566.25, 55.10588073730469, -4.8339457511901855, 9.79699420928955, -4.345363140106201, 8.845898628234863, -10.670536994934082, -4.256229877471924, 0.5304945707321167, 1.4950722455978394, -5.287867546081543, -1.365814447402954, -10.180010795593262, -8.447009086608887, -2.502727746963501, -2.9177122116088867, -6.2123212814331055, -4.321250915527344, -1.6899343729019165, -2.9689745903015137]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-01-04.wav,audio-only,surprised,Kids are talking by the door,female,"[-492.3472900390625, 52.83495330810547, -10.651100158691406, 5.173935890197754, -5.082855224609375, 7.986108779907227, -12.882333755493164, -6.841941833496094, 0.1818021535873413, 0.890990674495697, -6.524960517883301, -2.4599406719207764, -10.081562995910645, -7.0465617179870605, -3.670454740524292, -2.7558093070983887, -4.118795871734619, -5.364841461181641, -2.610323190689087, -2.3361496925354004]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-02-04.wav,audio-only,surprised,Kids are talking by the door,female,"[-503.38861083984375, 45.9637336730957, -7.904210090637207, 5.6454691886901855, -5.8845672607421875, 5.606699466705322, -11.72321605682373, -4.401846408843994, 1.5413291454315186, -0.9330931901931763, -5.923678398132324, -3.7517731189727783, -10.342708587646484, -6.918508052825928, -4.277905464172363, -2.2331929206848145, -5.811868190765381, -5.098420143127441, -3.041134834289551, -1.6667520999908447]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-01-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-502.57208251953125, 47.52730941772461, -7.171930313110352, 7.383814334869385, -6.124852657318115, 6.740046977996826, -9.168127059936523, -1.7118451595306396, -0.13718701899051666, -1.2562965154647827, -7.375712871551514, -2.3911919593811035, -9.175528526306152, -5.691695213317871, -3.351393699645996, -2.1829144954681396, -5.499930381774902, -4.900532245635986, -1.7656863927841187, -1.9569896459579468]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-02-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-486.9032287597656, 48.46135711669922, -8.637115478515625, 10.808924674987793, -7.345241546630859, 6.850580215454102, -12.532326698303223, -1.9339789152145386, 1.0830429792404175, -1.4228218793869019, -8.00110149383545, -1.9953666925430298, -11.522761344909668, -6.105991363525391, -3.881575584411621, -2.683468818664551, -6.76837682723999, -6.107563018798828, -3.106705904006958, -3.2757046222686768]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,audio-only,neutral,Kids are talking by the door,female,"[-751.0421752929688, 77.76576232910156, -2.1922245025634766, 4.826991081237793, -3.938035488128662, 12.789278984069824, 1.6634061336517334, -0.2675422132015228, 2.929962158203125, 1.3124353885650635, -1.6987148523330688, -3.1854114532470703, -3.369023561477661, -3.278743028640747, -4.887513160705566, -1.2024747133255005, -3.809858798980713, -1.2714656591415405, 0.33721625804901123, -2.7054271697998047]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,audio-only,neutral,Kids are talking by the door,female,"[-710.2214965820312, 85.38687133789062, -4.285828113555908, 5.798381805419922, -2.3406131267547607, 16.513954162597656, 2.4558141231536865, 1.5397700071334839, 3.8528106212615967, 1.2048070430755615, -4.172928333282471, -3.632709503173828, -3.21610164642334, -4.453024864196777, -4.592517852783203, -0.679861843585968, -2.4711484909057617, -0.9405912160873413, 0.26257771253585815, -0.5876765251159668]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-717.4922485351562, 78.8974609375, -1.5882705450057983, 12.305906295776367, -2.2455458641052246, 13.662689208984375, 2.8825480937957764, 1.925147294998169, 4.424440860748291, 1.9706529378890991, -1.509207010269165, -5.5085978507995605, -3.1798152923583984, -1.3264321088790894, -5.586668491363525, -0.2498789280653, -2.934587001800537, -2.017047166824341, -0.35950106382369995, -2.0487422943115234]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-723.7266845703125, 82.83810424804688, -1.4031707048416138, 9.921170234680176, -2.890254497528076, 13.721162796020508, 2.53574275970459, 1.597763180732727, 4.137727737426758, 2.009059190750122, -2.7558298110961914, -5.6294355392456055, -2.929863214492798, -2.9966166019439697, -5.201715469360352, -0.9187599420547485, -1.627575397491455, -2.7191567420959473, -1.4235765933990479, -2.2303626537323]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,audio-only,calm,Kids are talking by the door,female,"[-738.4046020507812, 71.17422485351562, -0.1929808259010315, 16.018699645996094, -3.199847936630249, 13.645195960998535, 8.486074447631836, 8.00500202178955, 6.8093132972717285, 1.4129505157470703, -1.8883439302444458, -2.833451271057129, -5.561594009399414, -4.8372273445129395, -3.036594867706299, -1.8523482084274292, -3.042634963989258, 1.3798229694366455, 0.48665234446525574, -1.5945327281951904]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,audio-only,calm,Kids are talking by the door,female,"[-730.4008178710938, 80.5531997680664, 2.3881776332855225, 17.34279441833496, -4.118017196655273, 13.897258758544922, 7.318374156951904, 7.428819179534912, 9.89885139465332, 1.5495165586471558, -1.7095229625701904, -4.657726287841797, -8.12094783782959, -5.388291358947754, -4.633904457092285, -2.7457995414733887, -3.052694082260132, 0.6160877346992493, 2.3015191555023193, -1.0902072191238403]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,audio-only,calm,Dogs are sitting by the door,female,"[-715.1216430664062, 89.6404800415039, 7.506883144378662, 22.855144500732422, -5.733797550201416, 12.292364120483398, 5.700799465179443, 6.92632532119751, 8.301270484924316, 3.458772659301758, -1.1765154600143433, -6.860472679138184, -8.17563533782959, -5.146482944488525, -4.36128568649292, -2.0763657093048096, -3.426913022994995, -1.5340996980667114, 1.7043732404708862, -0.8679612278938293]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,audio-only,calm,Dogs are sitting by the door,female,"[-689.5401611328125, 95.24362182617188, 5.767125129699707, 20.77519989013672, -9.539697647094727, 13.408561706542969, 5.0006232261657715, 9.148226737976074, 7.329731464385986, 0.636039137840271, -5.967827796936035, -11.397004127502441, -6.84872579574585, -2.8556947708129883, -4.356716156005859, -3.7591676712036133, -2.6959619522094727, 0.16257882118225098, -0.1909562349319458, -1.6979657411575317]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-01-01-06.wav,audio-only,calm,Kids are talking by the door,female,"[-702.2298583984375, 81.56660461425781, -2.655343532562256, 14.212302207946777, -2.3888099193573, 16.904399871826172, 5.620587348937988, 7.841494083404541, 6.073276042938232, 0.2574372887611389, -6.073957920074463, -1.7008209228515625, -4.804964542388916, -3.973860025405884, -3.475383758544922, -4.662724494934082, -2.3839356899261475, -0.04191966727375984, 2.149193525314331, -0.9894806742668152]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-01-02-06.wav,audio-only,calm,Kids are talking by the door,female,"[-704.7339477539062, 82.53729248046875, -1.7074370384216309, 20.8195858001709, -2.686246871948242, 18.2790470123291, 3.9894697666168213, 6.3413214683532715, 7.340883731842041, -1.6546632051467896, -1.6596635580062866, -2.5512120723724365, -6.494187355041504, -4.329520225524902, -3.044999361038208, -1.6711641550064087, -2.055743932723999, 1.4577542543411255, 1.1662662029266357, -2.6466541290283203]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,audio-only,calm,Dogs are sitting by the door,female,"[-710.1029663085938, 78.65716552734375, 8.068826675415039, 28.22545623779297, -5.708968639373779, 14.788758277893066, 1.7504123449325562, 5.684406757354736, 7.553130626678467, 0.24340081214904785, -2.770759105682373, -6.4022321701049805, -7.0356340408325195, -4.896640300750732, -6.295803546905518, -2.549259662628174, -3.5327024459838867, -0.8599379658699036, -1.773858904838562, -3.2827320098876953]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-02-06.wav,audio-only,calm,Dogs are sitting by the door,female,"[-722.6394653320312, 84.0649642944336, 11.855867385864258, 28.86843490600586, -1.4417935609817505, 17.28249740600586, 2.873166561126709, 2.7867817878723145, 3.6238014698028564, -0.20157893002033234, 2.051366090774536, -1.7973699569702148, -4.861709117889404, -7.247220516204834, -4.645974159240723, -2.7279279232025146, -2.6010324954986572, 1.103090763092041, 0.38473907113075256, -1.1609249114990234]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,audio-only,happy,Kids are talking by the door,female,"[-638.1339721679688, 108.48207092285156, -8.200231552124023, -11.102792739868164, -4.025963306427002, 17.839580535888672, 4.913725852966309, 1.9570566415786743, 3.4160494804382324, 3.128946304321289, -10.33718204498291, -10.960283279418945, -8.087124824523926, -2.0212368965148926, -8.876401901245117, -3.853503942489624, -0.4599100649356842, -0.46231773495674133, -1.6037956476211548, -6.710732936859131]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,audio-only,happy,Kids are talking by the door,female,"[-585.318115234375, 95.45597839355469, -15.31060791015625, -14.901246070861816, -10.449377059936523, 12.092476844787598, -0.23532989621162415, -5.917008399963379, -0.09242524206638336, 7.339546203613281, -9.581975936889648, -15.175318717956543, -5.714023113250732, -3.2305102348327637, -11.693597793579102, -5.2555670738220215, -2.2840774059295654, -0.8239470720291138, -2.204254627227783, -5.427093505859375]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,audio-only,happy,Dogs are sitting by the door,female,"[-658.3529663085938, 84.50436401367188, -8.479736328125, -2.4033923149108887, -5.1979193687438965, 12.878190040588379, -1.3821924924850464, -1.8487792015075684, 3.85796856880188, 3.6173205375671387, -9.71756362915039, -9.699551582336426, -5.939281463623047, -0.375252366065979, -8.499414443969727, -4.959273815155029, -3.3491663932800293, 0.3091234862804413, -2.9077987670898438, -6.39223575592041]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,audio-only,happy,Dogs are sitting by the door,female,"[-616.9634399414062, 72.2777099609375, -2.874314069747925, -8.430283546447754, -4.446588516235352, 13.065202713012695, 0.7675075531005859, -3.1856813430786133, 3.121178388595581, 5.263268947601318, -6.853239059448242, -10.379057884216309, -7.20361328125, -2.2819018363952637, -6.544445514678955, -5.368223667144775, -1.660894751548767, -0.17910540103912354, -1.6508375406265259, -6.813499927520752]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,audio-only,happy,Kids are talking by the door,female,"[-432.8985595703125, 64.52711486816406, -22.278831481933594, -15.89156436920166, -23.134456634521484, 1.2356891632080078, -2.7947463989257812, -1.531240463256836, -11.940165519714355, 5.276402950286865, -5.208637714385986, -18.578773498535156, -8.390496253967285, -3.423920154571533, -11.986560821533203, -3.765963315963745, -2.174926996231079, -4.971705436706543, -4.872428894042969, -6.346571445465088]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,audio-only,happy,Kids are talking by the door,female,"[-456.2898864746094, 60.41498565673828, -23.05262565612793, -12.868739128112793, -20.477088928222656, 2.4884839057922363, -6.035769939422607, -5.645256519317627, -10.345585823059082, 3.6303482055664062, -5.696604251861572, -14.701087951660156, -8.229410171508789, -2.7916476726531982, -13.516627311706543, -3.2978672981262207, -1.3610310554504395, -3.434844493865967, -4.147165298461914, -8.113992691040039]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,audio-only,happy,Dogs are sitting by the door,female,"[-453.47467041015625, 59.28348159790039, -25.073673248291016, -13.218368530273438, -21.504316329956055, 5.8164238929748535, -6.43101692199707, -7.057053089141846, -6.576461315155029, 3.1899752616882324, -10.850883483886719, -13.195984840393066, -10.105449676513672, -5.515315532684326, -11.188843727111816, -2.3537960052490234, -1.016229510307312, -4.076045036315918, -3.785496234893799, -9.377157211303711]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,audio-only,happy,Dogs are sitting by the door,female,"[-445.49462890625, 66.26789093017578, -18.338886260986328, -14.569486618041992, -19.076004028320312, 6.0575785636901855, -1.3046118021011353, -6.424034118652344, -5.7349629402160645, 2.0096640586853027, -10.86082935333252, -14.439961433410645, -11.264337539672852, -5.211673259735107, -11.895821571350098, -0.9174122214317322, -0.49613863229751587, -2.267366409301758, -4.381881237030029, -8.587451934814453]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,audio-only,sad,Kids are talking by the door,female,"[-762.0123291015625, 75.35193634033203, 0.9324349761009216, 19.163175582885742, -1.7355363368988037, 13.45522403717041, 5.360520839691162, 4.071877956390381, 7.3112616539001465, -0.7991551756858826, 1.589224100112915, -3.365520477294922, -4.584465503692627, -2.316303014755249, -2.9745609760284424, -4.4628586769104, -3.0833194255828857, 1.1907382011413574, 0.9485644698143005, -3.167205333709717]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,audio-only,sad,Kids are talking by the door,female,"[-743.0242919921875, 85.71733856201172, -3.073946475982666, 12.28380298614502, -1.8876503705978394, 15.848217010498047, 6.398900985717773, 3.417299509048462, 8.836363792419434, -0.4527246654033661, -1.0647953748703003, -5.834585666656494, -7.774284839630127, -2.700225591659546, -2.6835107803344727, -2.994982957839966, -2.132920742034912, -0.6628302335739136, 1.3923039436340332, -4.530726432800293]"
