Emotion: neutral, Estimated Intensity: 0.95, RGB: (30, 40, 30), Size: 19.48987603187561
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 19.6825110912323
Emotion: surprised, Estimated Intensity: 0.54, RGB: (180, 20, 0), Size: 15.44473648071289
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.992539286613464
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.978594183921814
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.77390766143799
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.80167329311371
Emotion: neutral, Estimated Intensity: 0.99, RGB: (30, 40, 30), Size: 19.938101172447205
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.99071955680847
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.95760977268219
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.95477855205536
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.993738532066345
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.97715473175049
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.999622106552124
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.99988317489624
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.97646391391754
Emotion: calm, Estimated Intensity: 0.98, RGB: (40, 255, 255), Size: 19.80544924736023
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.962134957313538
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.99996542930603
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 20.0
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99999761581421
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.997634291648865
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99978542327881
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999992847442627
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999860525131226
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.975905418395996
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99955415725708
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.87265110015869
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.917375445365906
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.917057752609253
Emotion: sad, Estimated Intensity: 0.95, RGB: (40, 0, 80), Size: 19.528942108154297
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.992795586586
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 19.73719835281372
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.881333708763123
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99995470046997
Emotion: angry, Estimated Intensity: 0.50, RGB: (255, 0, 0), Size: 14.977592825889587
Emotion: angry, Estimated Intensity: 0.97, RGB: (255, 0, 0), Size: 19.68388795852661
Emotion: angry, Estimated Intensity: 0.98, RGB: (255, 0, 0), Size: 19.80100452899933
Emotion: angry, Estimated Intensity: 0.95, RGB: (255, 0, 0), Size: 19.45104420185089
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.99699354171753
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.998227953910828
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.94104564189911
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.967658519744873
Emotion: fearful, Estimated Intensity: 0.98, RGB: (127, 127, 127), Size: 19.79011356830597
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.977732300758362
Emotion: fearful, Estimated Intensity: 0.97, RGB: (127, 127, 127), Size: 19.741385579109192
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.952351450920105
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 20.0
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.997757077217102
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.999210834503174
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 20.0
Emotion: disgust, Estimated Intensity: 0.93, RGB: (0, 112, 192), Size: 19.29416537284851
Emotion: disgust, Estimated Intensity: 0.77, RGB: (0, 112, 192), Size: 17.6548570394516
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.99851942062378
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.91008460521698
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.984317421913147
Emotion: disgust, Estimated Intensity: 0.93, RGB: (0, 112, 192), Size: 19.265411496162415
Emotion: disgust, Estimated Intensity: 0.96, RGB: (0, 112, 192), Size: 19.59147810935974
Emotion: disgust, Estimated Intensity: 0.85, RGB: (0, 112, 192), Size: 18.543856739997864
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.78309988975525
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.768914580345154
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.779229164123535
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.77315664291382
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.97190296649933
Emotion: surprised, Estimated Intensity: 0.52, RGB: (180, 20, 0), Size: 15.224384069442749
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 19.68307852745056
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.81327474117279
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.995216131210327
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.997952580451965
Emotion: neutral, Estimated Intensity: 0.68, RGB: (30, 40, 30), Size: 16.825356483459473
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.987382292747498
Emotion: calm, Estimated Intensity: 0.85, RGB: (40, 255, 255), Size: 18.48074436187744
Emotion: calm, Estimated Intensity: 0.79, RGB: (40, 255, 255), Size: 17.92519509792328
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 19.900112748146057
Emotion: calm, Estimated Intensity: 0.96, RGB: (40, 255, 255), Size: 19.631934762001038
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.972975850105286
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.980255365371704
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.9920791387558
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.983600974082947
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.998002648353577
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.997594952583313
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999839067459106
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999839067459106
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.998810291290283
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.9993896484375
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.987927675247192
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999998807907104
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.886743426322937
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.9954491853714
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.985355138778687
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.890774488449097
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99993324279785
Emotion: sad, Estimated Intensity: 0.68, RGB: (40, 0, 80), Size: 16.788328289985657
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.992166757583618
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99902367591858
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.98968482017517
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.97922122478485
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.97778356075287
Emotion: angry, Estimated Intensity: 0.97, RGB: (255, 0, 0), Size: 19.736899733543396
Emotion: angry, Estimated Intensity: 0.97, RGB: (255, 0, 0), Size: 19.661349654197693
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.988679885864258
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.9997079372406
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999570846557617
Emotion: fearful, Estimated Intensity: 0.57, RGB: (127, 127, 127), Size: 15.707468390464783
Emotion: fearful, Estimated Intensity: 0.85, RGB: (127, 127, 127), Size: 18.45523178577423
Emotion: fearful, Estimated Intensity: 0.89, RGB: (127, 127, 127), Size: 18.93249213695526
Emotion: fearful, Estimated Intensity: 0.83, RGB: (127, 127, 127), Size: 18.31077814102173
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.98077392578125
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.91384983062744
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.997106194496155
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.919010996818542
Emotion: disgust, Estimated Intensity: 0.82, RGB: (0, 112, 192), Size: 18.224239349365234
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.969592094421387
Emotion: disgust, Estimated Intensity: 0.77, RGB: (0, 112, 192), Size: 17.68759548664093
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 19.68409836292267
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.996325969696045
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.934686422348022
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.997790455818176
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.999934434890747
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.996015429496765
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 19.938860535621643
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.960867166519165
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.970490336418152
Emotion: surprised, Estimated Intensity: 0.95, RGB: (180, 20, 0), Size: 19.53909993171692
Emotion: surprised, Estimated Intensity: 0.96, RGB: (180, 20, 0), Size: 19.565444588661194
Emotion: surprised, Estimated Intensity: 0.93, RGB: (180, 20, 0), Size: 19.288559556007385
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 19.94908630847931
Emotion: neutral, Estimated Intensity: 0.80, RGB: (30, 40, 30), Size: 17.98192858695984
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.959075450897217
Emotion: neutral, Estimated Intensity: 0.86, RGB: (30, 40, 30), Size: 18.635714054107666
Emotion: neutral, Estimated Intensity: 0.87, RGB: (30, 40, 30), Size: 18.691245913505554
Emotion: calm, Estimated Intensity: 0.76, RGB: (40, 255, 255), Size: 17.59786605834961
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 19.868115782737732
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 19.852699637413025
Emotion: calm, Estimated Intensity: 0.93, RGB: (40, 255, 255), Size: 19.290748834609985
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.963186979293823
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.952523708343506
Emotion: calm, Estimated Intensity: 0.98, RGB: (40, 255, 255), Size: 19.836516976356506
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 19.933653473854065
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.990037083625793
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99962568283081
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99727427959442
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999576807022095
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99998688697815
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99710738658905
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999812841415405
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99980092048645
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 19.847071766853333
Emotion: sad, Estimated Intensity: 0.61, RGB: (40, 0, 80), Size: 16.114691495895386
Emotion: sad, Estimated Intensity: 0.92, RGB: (40, 0, 80), Size: 19.24086093902588
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 19.815334677696228
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99933958053589
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.987782835960388
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99155044555664
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.999842643737793
Emotion: angry, Estimated Intensity: 0.90, RGB: (255, 0, 0), Size: 19.04857575893402
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999908208847046
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.99362885951996
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.969946146011353
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999998807907104
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 20.0
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.99394655227661
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999877214431763
Emotion: fearful, Estimated Intensity: 0.89, RGB: (127, 127, 127), Size: 18.89954686164856
Emotion: fearful, Estimated Intensity: 0.77, RGB: (127, 127, 127), Size: 17.660584449768066
Emotion: fearful, Estimated Intensity: 0.97, RGB: (127, 127, 127), Size: 19.680809378623962
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.94873344898224
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.866495728492737
Emotion: fearful, Estimated Intensity: 0.98, RGB: (127, 127, 127), Size: 19.797772765159607
Emotion: fearful, Estimated Intensity: 0.98, RGB: (127, 127, 127), Size: 19.82268452644348
Emotion: fearful, Estimated Intensity: 0.93, RGB: (127, 127, 127), Size: 19.289201498031616
Emotion: disgust, Estimated Intensity: 0.80, RGB: (0, 112, 192), Size: 17.975314259529114
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.933650493621826
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 19.654733538627625
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.9299955368042
Emotion: disgust, Estimated Intensity: 0.60, RGB: (0, 112, 192), Size: 15.976741313934326
Emotion: disgust, Estimated Intensity: 0.82, RGB: (0, 112, 192), Size: 18.188852667808533
Emotion: disgust, Estimated Intensity: 0.52, RGB: (0, 112, 192), Size: 15.15985906124115
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.965381622314453
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.806880950927734
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.999172687530518
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.97705042362213
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 19.87127423286438
Emotion: surprised, Estimated Intensity: 0.44, RGB: (180, 20, 0), Size: 14.403940439224243
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.996232986450195
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.993832111358643
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.976876974105835
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.98198926448822
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.997037053108215
Emotion: neutral, Estimated Intensity: 0.97, RGB: (30, 40, 30), Size: 19.672744274139404
Emotion: neutral, Estimated Intensity: 0.99, RGB: (30, 40, 30), Size: 19.85563635826111
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.99520182609558
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.99998688697815
Emotion: calm, Estimated Intensity: 0.96, RGB: (40, 255, 255), Size: 19.574974179267883
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.999868869781494
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.999996423721313
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.999232292175293
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.998207688331604
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.996657371520996
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 19.88178551197052
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.993651509284973
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 19.91293728351593
Emotion: happy, Estimated Intensity: 0.97, RGB: (210, 255, 10), Size: 19.73077118396759
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.991747736930847
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.968884587287903
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.999516010284424
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.994359612464905
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99197542667389
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.999983310699463
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.997262358665466
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.97273027896881
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.99966025352478
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.999386072158813
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.995276927947998
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.984211921691895
Emotion: angry, Estimated Intensity: 0.88, RGB: (255, 0, 0), Size: 18.785041570663452
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.944818019866943
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999442100524902
Emotion: angry, Estimated Intensity: 0.87, RGB: (255, 0, 0), Size: 18.7201589345932
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.945988655090332
Emotion: angry, Estimated Intensity: 0.96, RGB: (255, 0, 0), Size: 19.598706364631653
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.996401071548462
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.98607337474823
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.91526424884796
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.85240876674652
Emotion: fearful, Estimated Intensity: 0.82, RGB: (127, 127, 127), Size: 18.18738281726837
Emotion: fearful, Estimated Intensity: 0.77, RGB: (127, 127, 127), Size: 17.748480439186096
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.999818801879883
Emotion: fearful, Estimated Intensity: 0.96, RGB: (127, 127, 127), Size: 19.6077960729599
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.990561604499817
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.99679684638977
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.957833290100098
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.994576573371887
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.995217323303223
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.968149065971375
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.992395639419556
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.925323128700256
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.90891396999359
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.966784715652466
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.786394834518433
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.99843955039978
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.9966037273407
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.990992546081543
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 19.763954877853394
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.999713897705078
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.99890685081482
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 19.999171495437622
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.9552321434021
Emotion: neutral, Estimated Intensity: 1.00, RGB: (30, 40, 30), Size: 19.985296726226807
Emotion: neutral, Estimated Intensity: 0.98, RGB: (30, 40, 30), Size: 19.773040413856506
Emotion: neutral, Estimated Intensity: 0.96, RGB: (30, 40, 30), Size: 19.647324085235596
Emotion: calm, Estimated Intensity: 0.83, RGB: (40, 255, 255), Size: 18.31353008747101
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.974383115768433
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.999083280563354
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.990035891532898
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.969999194145203
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.998834133148193
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 19.992496371269226
Emotion: calm, Estimated Intensity: 0.96, RGB: (40, 255, 255), Size: 19.570505023002625
Emotion: happy, Estimated Intensity: 0.98, RGB: (210, 255, 10), Size: 19.75447118282318
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 19.933075308799744
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99912142753601
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.971318244934082
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.99330759048462
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.996873140335083
Emotion: happy, Estimated Intensity: 0.96, RGB: (210, 255, 10), Size: 19.59371268749237
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 19.997305274009705
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.94770109653473
Emotion: sad, Estimated Intensity: 0.59, RGB: (40, 0, 80), Size: 15.890555381774902
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.984172582626343
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.96042490005493
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.999613761901855
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.98639404773712
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 19.969539642333984
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 19.949678778648376
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.944063425064087
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.99931812286377
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.87316608428955
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.999890327453613
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 19.862387776374817
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 20.0
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.998737573623657
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 19.99958872795105
Emotion: fearful, Estimated Intensity: 0.92, RGB: (127, 127, 127), Size: 19.19344663619995
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 19.940702319145203
Emotion: fearful, Estimated Intensity: 0.93, RGB: (127, 127, 127), Size: 19.338132739067078
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.96549963951111
Emotion: fearful, Estimated Intensity: 0.84, RGB: (127, 127, 127), Size: 18.43923568725586
Emotion: fearful, Estimated Intensity: 0.96, RGB: (127, 127, 127), Size: 19.614282846450806
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 19.970276951789856
Emotion: fearful, Estimated Intensity: 0.70, RGB: (127, 127, 127), Size: 16.981279850006104
Emotion: disgust, Estimated Intensity: 0.44, RGB: (0, 112, 192), Size: 14.369873404502869
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 19.98055934906006
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 19.87311601638794
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 20.0
