,emotion,statements,situation,gender,mfcc
datasources\LDC_female\wav\3HA1s1100.wav,hot anger,nine hundred twelve,conversation,female,"[-371.2275085449219, 148.1861572265625, -46.554561614990234, 30.999568939208984, 17.27178382873535, -18.69546127319336, 14.037152290344238, -9.607498168945312, -9.529513359069824, 11.292820930480957, -7.273101806640625, -8.129807472229004, -7.892699718475342, -11.085561752319336, 1.5350971221923828, 0.9804290533065796, -3.126633405685425, -4.570391654968262, -3.1142754554748535, 2.606980085372925]"
datasources\LDC_female\wav\3HA1s1101.wav,hot anger,nine hundred twelve,conversation,female,"[-397.1430358886719, 144.94728088378906, -48.054561614990234, 32.71980667114258, 17.629432678222656, -7.713290691375732, 21.219301223754883, -13.586106300354004, -7.068239212036133, 13.985282897949219, -8.24419116973877, -8.242310523986816, -7.851630210876465, -8.285898208618164, -2.9717960357666016, -4.772498607635498, 4.676174640655518, -1.4656165838241577, -8.450474739074707, 2.6158602237701416]"
datasources\LDC_female\wav\3HA1s1102.wav,hot anger,nine hundred twelve,conversation,female,"[-367.513916015625, 166.72474670410156, -52.653480529785156, 29.92422103881836, 21.02471351623535, -7.459388256072998, 23.0794677734375, -13.258676528930664, -10.379914283752441, 11.872376441955566, -12.312944412231445, -7.552910804748535, -2.588865280151367, -12.268261909484863, -6.2986860275268555, 0.2757205069065094, 6.470626354217529, -3.3706631660461426, -9.00857162475586, 5.514998912811279]"
datasources\LDC_female\wav\3HA1s1110.wav,hot anger,one thousand one,conversation,female,"[-402.1335144042969, 138.3406524658203, -44.10129928588867, 55.66291046142578, 14.67596435546875, -25.043529510498047, 26.716053009033203, -8.516653060913086, -12.550683975219727, 14.8076171875, -6.84846305847168, -7.984800338745117, -8.38964557647705, -10.302508354187012, 3.5227396488189697, -0.6457884311676025, -1.1443150043487549, -0.9074070453643799, -4.130002021789551, 2.5545594692230225]"
datasources\LDC_female\wav\3HA1s1111.wav,hot anger,one thousand one,conversation,female,"[-388.2387390136719, 134.18472290039062, -26.37413215637207, 39.144004821777344, 19.97746467590332, -9.525249481201172, 20.514137268066406, -10.714065551757812, -13.232804298400879, 16.04315757751465, -2.134355306625366, -12.372562408447266, -8.269294738769531, -9.43612003326416, -5.029472827911377, -1.9025497436523438, 2.120981216430664, -2.7895114421844482, -6.152894020080566, 4.1273369789123535]"
datasources\LDC_female\wav\3HA1s1112.wav,hot anger,one thousand one,conversation,female,"[-417.74920654296875, 146.88653564453125, -34.50820541381836, 46.735252380371094, 24.964445114135742, -9.772096633911133, 22.458646774291992, -10.333992004394531, -8.535880088806152, 16.927412033081055, -6.544167518615723, -8.811258316040039, -5.005809307098389, -11.968219757080078, -3.941058397293091, 1.683957576751709, 1.5764613151550293, -5.984011173248291, -4.839436054229736, 7.50565242767334]"
datasources\LDC_female\wav\3HA1s1120.wav,hot anger,september first,conversation,female,"[-431.7381896972656, 115.19490051269531, -54.05610656738281, 53.45586395263672, 12.9208345413208, -21.008752822875977, 30.076717376708984, 2.75334095954895, 9.424757957458496, 17.97740936279297, -13.770421028137207, -2.1703732013702393, -3.2126705646514893, -7.373577117919922, 6.763007640838623, -3.9229769706726074, -1.4794894456863403, 4.3471808433532715, -3.0216760635375977, 0.8112282752990723]"
datasources\LDC_female\wav\3HA1s1121.wav,hot anger,september first,conversation,female,"[-406.73272705078125, 120.3908462524414, -51.6957893371582, 41.01923370361328, 13.78823471069336, -16.6989688873291, 22.23662567138672, 0.20143917202949524, 12.23790454864502, 19.589750289916992, -11.341447830200195, -2.790196180343628, -3.023953437805176, -5.118859767913818, 2.595116376876831, -8.825240135192871, 0.24977432191371918, 3.422652006149292, -8.5660400390625, 0.4824170172214508]"
datasources\LDC_female\wav\3HA1s1122.wav,hot anger,september first,conversation,female,"[-418.2984619140625, 120.64743041992188, -55.60671615600586, 44.55879211425781, 15.473594665527344, -18.790555953979492, 24.314254760742188, 3.0715694427490234, 11.865142822265625, 18.339223861694336, -10.906402587890625, -0.17676986753940582, -1.2670150995254517, -5.979613304138184, 1.4655709266662598, -8.27190113067627, 1.7428843975067139, 3.997903823852539, -8.341302871704102, 0.5815379619598389]"
datasources\LDC_female\wav\3HA1s1130.wav,hot anger,six thousand five,conversation,female,"[-396.578857421875, 123.47657775878906, -56.289642333984375, 47.596431732177734, 10.127669334411621, -20.40096092224121, 29.2436580657959, -6.654564380645752, -4.914100646972656, 12.228726387023926, -8.380437850952148, 5.67637300491333, -0.20027703046798706, -11.140473365783691, 3.9328393936157227, 1.147004246711731, 2.3170435428619385, -0.10721706598997116, -4.782320022583008, 5.805607795715332]"
datasources\LDC_female\wav\3HA1s1131.wav,hot anger,six thousand five,conversation,female,"[-378.03948974609375, 144.8627166748047, -59.75233840942383, 38.47687911987305, 17.141733169555664, -17.3077392578125, 26.2086124420166, -4.7842254638671875, -7.1465067863464355, 11.181062698364258, -10.110676765441895, -3.385612964630127, 2.253532648086548, -5.374516487121582, -7.894833087921143, -8.32685375213623, 6.553680896759033, 1.3932678699493408, -9.569328308105469, 2.8831865787506104]"
datasources\LDC_female\wav\3HA1s1132.wav,hot anger,six thousand five,conversation,female,"[-390.69476318359375, 122.26873016357422, -57.71951675415039, 52.166748046875, 11.984283447265625, -21.65032958984375, 30.67656135559082, -4.610668659210205, -4.376638412475586, 10.722723960876465, -11.36439037322998, 3.6986732482910156, -0.9889147877693176, -12.268799781799316, 1.303440809249878, -1.1043318510055542, 2.8624215126037598, 0.08074532449245453, -5.83671236038208, 6.398919105529785]"
datasources\LDC_female\wav\3HA1s1140.wav,hot anger,two thousand eight,conversation,female,"[-445.2417297363281, 131.35704040527344, -57.20878982543945, 45.042884826660156, 22.428054809570312, -6.695189476013184, 37.0755729675293, 1.8060683012008667, -2.829566240310669, 10.304888725280762, -8.643352508544922, 1.5453659296035767, -3.610065221786499, -9.051563262939453, 4.251840591430664, -2.3679301738739014, 0.9107181429862976, 1.004321813583374, -7.567552089691162, 1.0260024070739746]"
datasources\LDC_female\wav\3HA1s1141.wav,hot anger,two thousand eight,conversation,female,"[-392.6825866699219, 118.43257904052734, -60.48781967163086, 40.312808990478516, 20.26374626159668, -3.99527907371521, 38.49407196044922, 0.28205838799476624, -4.319770336151123, 10.135364532470703, -9.45057487487793, -0.6090399026870728, -5.705836296081543, -11.794374465942383, -1.0790354013442993, -7.144067764282227, 1.289656400680542, 0.4555926024913788, -13.169260025024414, -0.9686709046363831]"
datasources\LDC_female\wav\3HA1s1142.wav,hot anger,two thousand eight,conversation,female,"[-399.90667724609375, 124.69843292236328, -48.32675552368164, 34.84456253051758, 24.193105697631836, 1.6437784433364868, 34.46664810180664, 2.715881586074829, -1.3534159660339355, 7.944478511810303, -10.98794937133789, 1.732378363609314, 0.95489501953125, -12.745767593383789, -7.815205097198486, -6.127529144287109, 3.220898151397705, -0.9442867040634155, -13.335329055786133, -1.436755895614624]"
datasources\LDC_female\wav\3HA1s3300.wav,hot anger,march thirty-first,conversation,female,"[-287.7327880859375, 105.7201919555664, -78.8897476196289, 32.71404266357422, 7.030173301696777, -24.50505828857422, 22.689111709594727, -5.877101898193359, 1.8756250143051147, 15.790709495544434, -12.853070259094238, -2.7838802337646484, -2.959512948989868, -4.626533031463623, 7.447885036468506, -6.580715179443359, -1.8340113162994385, 4.2809319496154785, -5.164127826690674, 3.002358913421631]"
datasources\LDC_female\wav\3HA1s3301.wav,hot anger,march thirty-first,conversation,female,"[-338.004638671875, 76.2572250366211, -47.841880798339844, 15.552021980285645, -0.11005712300539017, -23.305797576904297, 7.437592029571533, -4.858067035675049, 0.9529016613960266, 11.72897720336914, -9.765877723693848, -8.746794700622559, -2.0958127975463867, -0.14162182807922363, 1.7069424390792847, -7.659430980682373, -2.9347174167633057, 0.865953266620636, -5.82455587387085, -0.5971487164497375]"
datasources\LDC_female\wav\3HA1s3520.wav,hot anger,seventy-three,conversation,female,"[-363.6912841796875, 100.11732482910156, -89.67550659179688, 19.963937759399414, 6.953548908233643, -18.004880905151367, 23.864545822143555, -5.483279705047607, -1.167805552482605, 5.663547515869141, -19.261188507080078, -3.7107651233673096, -6.164217472076416, -12.825133323669434, -4.893354892730713, -15.171927452087402, -4.549709320068359, -2.612318277359009, -15.00062370300293, -3.1544313430786133]"
datasources\LDC_female\wav\3HA1s3521.wav,hot anger,seventy-three,conversation,female,"[-391.75030517578125, 106.9986801147461, -92.91089630126953, 19.15275001525879, 9.713762283325195, -18.68416404724121, 21.19319725036621, -8.841533660888672, -4.0680389404296875, 5.877363204956055, -20.38748550415039, -5.346526145935059, -2.589521646499634, -7.367119789123535, 0.5842382907867432, -9.747637748718262, -2.269270658493042, -1.3490172624588013, -13.029441833496094, -0.18697738647460938]"
datasources\LDC_female\wav\3HA1s3522.wav,hot anger,seventy-three,conversation,female,"[-360.4537658691406, 99.39433288574219, -78.2817611694336, 2.760188341140747, 12.124471664428711, -13.156401634216309, 9.474963188171387, -6.702168941497803, -2.8576250076293945, 2.477269172668457, -18.084943771362305, -8.60374641418457, -2.5731747150421143, -6.558961868286133, -4.086845874786377, -6.132290840148926, 1.3646715879440308, -3.4594080448150635, -10.775725364685059, 2.5303702354431152]"
datasources\LDC_female\wav\3NT1s0170.wav,neutral,one hundred twelve,conversation,female,"[-448.4882507324219, 179.01966857910156, -22.033960342407227, 44.246856689453125, 14.512173652648926, -7.581097602844238, 29.295696258544922, -11.729898452758789, -5.333235740661621, 19.715791702270508, -8.00931167602539, -3.6116981506347656, 0.1713055521249771, -8.802305221557617, -1.1723428964614868, -1.6586577892303467, 2.450441360473633, 0.8985670804977417, -4.01398229598999, 4.9407830238342285]"
datasources\LDC_female\wav\3NT1s0171.wav,neutral,one hundred twelve,conversation,female,"[-450.0941162109375, 179.47674560546875, -23.925128936767578, 41.421051025390625, 14.322288513183594, -6.20863676071167, 30.961759567260742, -11.241904258728027, -6.074585437774658, 21.014019012451172, -6.736940383911133, -4.725018501281738, -0.6441358327865601, -9.366413116455078, -1.344193696975708, -0.8298653364181519, 2.1295230388641357, 0.4857800304889679, -3.5694971084594727, 4.8762030601501465]"
datasources\LDC_female\wav\3NT1s0370.wav,neutral,october third,conversation,female,"[-464.17010498046875, 162.0703125, -16.572729110717773, 41.306304931640625, 9.738614082336426, -10.818730354309082, 20.40831756591797, -1.9202845096588135, 16.083024978637695, 18.959814071655273, -12.160035133361816, 3.555450677871704, 1.6391575336456299, -9.770689964294434, -1.460671305656433, -4.913466930389404, 0.84438157081604, 1.2114181518554688, -1.8958680629730225, 4.506308078765869]"
datasources\LDC_female\wav\3NT1s0371.wav,neutral,october third,conversation,female,"[-493.9117431640625, 176.19778442382812, -18.381786346435547, 50.505008697509766, 7.984005928039551, -15.416379928588867, 22.74110221862793, -4.33453893661499, 16.305599212646484, 18.92531967163086, -14.579904556274414, 7.084404468536377, 2.3344874382019043, -9.76407527923584, 1.7288296222686768, -6.474133014678955, 1.8295371532440186, 2.910515069961548, -5.2027153968811035, 6.237090587615967]"
datasources\LDC_female\wav\3NT1s0390.wav,neutral,six hundred three,conversation,female,"[-439.7196350097656, 146.01980590820312, -51.222618103027344, 43.48109817504883, 20.066495895385742, -1.243355393409729, 40.761009216308594, 5.466209411621094, 8.505681037902832, 14.690629959106445, -10.437522888183594, 5.354058265686035, 0.4133862853050232, -8.733619689941406, -0.02487306483089924, -6.429422855377197, 2.4067230224609375, -0.18823236227035522, -8.922694206237793, 3.796703338623047]"
datasources\LDC_female\wav\3NT1s0391.wav,neutral,six hundred three,conversation,female,"[-448.4416198730469, 148.46678161621094, -59.351280212402344, 47.54910659790039, 22.875877380371094, -1.3562285900115967, 41.934146881103516, 5.319674968719482, 11.462203025817871, 15.536182403564453, -12.25089168548584, 7.760904312133789, 0.9758567214012146, -9.829530715942383, 1.8115193843841553, -5.89281702041626, 2.525526285171509, 1.5389262437820435, -8.067459106445312, 3.1370432376861572]"
datasources\LDC_female\wav\3NT1s0392.wav,neutral,six hundred three,conversation,female,"[-449.4773254394531, 144.55880737304688, -66.31732177734375, 51.86812973022461, 24.083723068237305, -1.350595474243164, 45.73672103881836, 6.426610469818115, 10.680676460266113, 13.469849586486816, -13.192045211791992, 9.363181114196777, 0.9693088531494141, -9.40090274810791, 1.6967310905456543, -8.290082931518555, 2.4439399242401123, 1.3223270177841187, -9.326251983642578, 4.130610942840576]"
datasources\LDC_female\wav\3NT1s0780.wav,neutral,two thousand ten,conversation,female,"[-447.41070556640625, 158.6752471923828, -57.42308044433594, 53.70809555053711, 18.090187072753906, -9.764497756958008, 44.857383728027344, 0.934053361415863, 2.26406192779541, 19.51115608215332, -12.018365859985352, -0.3305187225341797, 0.7878029942512512, -7.855268955230713, 3.4086148738861084, 0.7664972543716431, 6.358480453491211, 1.8995624780654907, -5.152377605438232, 5.278486251831055]"
datasources\LDC_female\wav\3NT1s0810.wav,neutral,march eleventh,conversation,female,"[-455.5193176269531, 155.5146942138672, -32.2606315612793, 48.741844177246094, 18.166221618652344, -5.399914264678955, 33.45408630371094, -9.595074653625488, -2.2226791381835938, 23.199657440185547, -8.571894645690918, -4.353998184204102, -0.5057889819145203, -11.151829719543457, 0.28004592657089233, 1.4285551309585571, 1.3482401371002197, 1.7506999969482422, -1.0903987884521484, 2.776348114013672]"
datasources\LDC_female\wav\3NT1s0811.wav,neutral,march eleventh,conversation,female,"[-473.0325927734375, 167.80836486816406, -41.94982147216797, 54.11124038696289, 14.976541519165039, -7.74074649810791, 37.99270248413086, -12.021556854248047, -0.7244663238525391, 24.324718475341797, -9.003963470458984, 0.49366018176078796, -0.403286337852478, -10.712678909301758, 2.3927650451660156, -0.7426672577857971, 3.11043381690979, 2.9640843868255615, -1.9355814456939697, 5.3280839920043945]"
datasources\LDC_female\wav\3NT1s0820.wav,neutral,nineteen hundred,conversation,female,"[-447.8799743652344, 172.1477813720703, -47.99463653564453, 46.1423454284668, 20.180801391601562, 3.5307536125183105, 48.10468673706055, -6.224795818328857, -2.948918104171753, 20.899269104003906, -12.699292182922363, -3.4590556621551514, 1.8595170974731445, -9.662727355957031, -2.3853108882904053, -2.0761640071868896, 3.2976272106170654, -2.812631368637085, -7.4871110916137695, 6.359860420227051]"
datasources\LDC_female\wav\3NT1s0821.wav,neutral,nineteen hundred,conversation,female,"[-460.0121765136719, 171.48477172851562, -46.0842399597168, 42.398433685302734, 18.442855834960938, 4.461440086364746, 47.92135238647461, -3.6034936904907227, -0.448210209608078, 19.19598960876465, -14.096916198730469, -2.732208490371704, 2.2052130699157715, -10.893049240112305, -3.6618709564208984, -0.7156056761741638, 6.327516078948975, -0.9538097977638245, -7.382325649261475, 5.5835089683532715]"
datasources\LDC_female\wav\3NT1s1050.wav,neutral,april thirteenth,conversation,female,"[-498.9771423339844, 133.7824249267578, -38.108726501464844, 41.35866165161133, 24.44138526916504, 8.373744010925293, 38.35968017578125, 0.7481824159622192, 5.858162879943848, 13.837517738342285, -10.64852237701416, 5.838939666748047, 1.7948856353759766, -11.808228492736816, 0.0008366332622244954, -1.684186577796936, 1.4960659742355347, -0.6149559617042542, -7.1184186935424805, 2.7203400135040283]"
datasources\LDC_female\wav\3NT1s1070.wav,neutral,four hundred nine,conversation,female,"[-420.0000305175781, 181.7989044189453, -14.19062614440918, 30.885061264038086, 12.136351585388184, 0.809772253036499, 32.26487350463867, -5.740833759307861, 0.34967178106307983, 19.9171142578125, -13.025554656982422, -7.139524459838867, 5.424145698547363, -8.960685729980469, -6.077977657318115, 2.051619052886963, 2.3573243618011475, -3.7174837589263916, -2.0713274478912354, 5.006622791290283]"
datasources\LDC_female\wav\3NT1s1071.wav,neutral,four hundred nine,conversation,female,"[-429.71221923828125, 182.4015350341797, -14.911754608154297, 29.130653381347656, 10.019477844238281, 0.2276138961315155, 33.2865104675293, -5.998225212097168, 0.0775342583656311, 21.83944320678711, -12.443836212158203, -8.126737594604492, 6.07407283782959, -8.650094985961914, -7.057812690734863, 1.519620418548584, 1.7173309326171875, -3.5570998191833496, -0.23794013261795044, 6.144713878631592]"
datasources\LDC_female\wav\3NT1s1140.wav,neutral,two thousand eight,conversation,female,"[-451.487548828125, 137.374267578125, -47.87952423095703, 48.95433807373047, 24.615184783935547, 3.1624910831451416, 40.20825958251953, -1.2608907222747803, 4.651405334472656, 15.089168548583984, -12.056507110595703, 5.411680221557617, 1.4682024717330933, -12.39405345916748, -1.445014476776123, -2.9621670246124268, 5.134201526641846, 1.6249803304672241, -9.213567733764648, 1.6789172887802124]"
datasources\LDC_female\wav\3NT1s1141.wav,neutral,two thousand eight,conversation,female,"[-445.7167663574219, 140.22486877441406, -54.73196029663086, 48.642181396484375, 25.563034057617188, 2.443258047103882, 40.80153274536133, -1.3253319263458252, 4.118678569793701, 14.460134506225586, -11.942522048950195, 6.653277397155762, 1.205250859260559, -13.17196273803711, -1.2056127786636353, -3.00334095954895, 4.310678482055664, 0.32699236273765564, -9.05728816986084, 2.8858602046966553]"
datasources\LDC_female\wav\3NT1s1180.wav,neutral,nine thousand eight,conversation,female,"[-420.7767028808594, 158.69728088378906, -43.543033599853516, 42.68552780151367, 24.1571044921875, 2.978083372116089, 35.310997009277344, -8.472498893737793, -2.2674810886383057, 14.364028930664062, -13.199591636657715, 0.9758753180503845, 1.2775471210479736, -14.065628051757812, -3.9585630893707275, -0.5652599930763245, 3.122655153274536, -3.5624139308929443, -8.56489086151123, 3.79510498046875]"
datasources\LDC_female\wav\3NT1s1181.wav,neutral,nine thousand eight,conversation,female,"[-448.044921875, 161.8115692138672, -42.27232360839844, 42.96380615234375, 26.756555557250977, 5.132736682891846, 36.807308197021484, -3.798250198364258, 1.836113452911377, 13.628166198730469, -13.664104461669922, 3.678805351257324, 1.1268178224563599, -16.854755401611328, -2.426800012588501, 2.0700583457946777, 2.5126922130584717, -1.983976125717163, -4.9051947593688965, 4.382654190063477]"
datasources\LDC_female\wav\3NT1s1280.wav,neutral,december fifth,conversation,female,"[-467.3839416503906, 140.39414978027344, -57.20414352416992, 61.913116455078125, 8.238340377807617, -14.022818565368652, 43.2547721862793, -3.6135294437408447, 10.324408531188965, 18.73619270324707, -16.188018798828125, 6.634974002838135, -3.5477964878082275, -11.259333610534668, 9.04699993133545, -3.554720640182495, 2.2128498554229736, 1.2409237623214722, -8.707115173339844, 5.817063808441162]"
datasources\LDC_female\wav\3NT1s1281.wav,neutral,december fifth,conversation,female,"[-492.7392883300781, 147.74917602539062, -69.56617736816406, 63.728172302246094, 13.415901184082031, -13.005166053771973, 44.53398895263672, -3.2317848205566406, 11.28647232055664, 17.890727996826172, -15.704323768615723, 10.87873363494873, -2.734738826751709, -11.068523406982422, 11.271475791931152, -3.567742109298706, 2.697580099105835, 2.857034206390381, -8.816046714782715, 5.274055004119873]"
datasources\LDC_female\wav\3NT1s1320.wav,neutral,eight hundred two,conversation,female,"[-468.9788513183594, 147.5161590576172, -29.555387496948242, 43.078121185302734, 21.359968185424805, 6.466064929962158, 37.24850082397461, -0.2971545159816742, 8.745241165161133, 17.1163272857666, -12.303568840026855, 3.799116611480713, 4.253653526306152, -9.397430419921875, -1.8450473546981812, -1.8933476209640503, 4.434210777282715, -1.125473141670227, -7.893143653869629, 4.195037364959717]"
datasources\LDC_female\wav\3NT1s1321.wav,neutral,eight hundred two,conversation,female,"[-468.1515808105469, 151.97540283203125, -33.24467468261719, 39.88401794433594, 20.85834312438965, 9.058753967285156, 39.78818130493164, 0.8446739912033081, 9.885952949523926, 15.287528991699219, -13.7301607131958, 5.9425787925720215, 4.469208240509033, -9.216948509216309, -0.8721461892127991, -4.843398094177246, 3.6155107021331787, 2.045339822769165, -7.773087024688721, 3.2930045127868652]"
datasources\LDC_female\wav\3NT1s1330.wav,neutral,eight thousand two,conversation,female,"[-448.8453369140625, 138.11553955078125, -30.661026000976562, 48.70196533203125, 24.674930572509766, 2.7025160789489746, 33.350746154785156, -2.509660482406616, 3.4651317596435547, 13.590415954589844, -11.34930419921875, 3.446601390838623, 3.215515613555908, -9.809264183044434, -3.9342041015625, -3.800957202911377, 4.032164573669434, 0.3272479176521301, -5.421823978424072, 3.7895026206970215]"
datasources\LDC_female\wav\3NT1s1331.wav,neutral,eight thousand two,conversation,female,"[-421.1250305175781, 146.25413513183594, -40.35512924194336, 45.844329833984375, 23.60161018371582, 0.6271434426307678, 33.41152572631836, -4.2151570320129395, 3.7105236053466797, 14.457114219665527, -13.969622611999512, 3.2885477542877197, 3.9301846027374268, -11.686932563781738, -4.1474761962890625, -3.4093868732452393, 3.7181901931762695, 0.2153140753507614, -6.7484307289123535, 3.3176701068878174]"
datasources\LDC_female\wav\3NT1s1360.wav,neutral,five hundred one,conversation,female,"[-446.0519714355469, 172.94532775878906, -12.463032722473145, 36.9597282409668, 9.763337135314941, -5.988035678863525, 31.621652603149414, -6.484147071838379, -4.34188985824585, 21.588321685791016, -7.117905139923096, -7.923428058624268, 2.143200397491455, -8.487374305725098, -4.850543022155762, 3.0454273223876953, 4.444992542266846, -0.022079866379499435, 1.485435128211975, 4.703554630279541]"
datasources\LDC_female\wav\3NT1s1361.wav,neutral,five hundred one,conversation,female,"[-444.3570861816406, 166.7996826171875, -20.877655029296875, 41.26603317260742, 11.15506362915039, -5.4392266273498535, 34.05533981323242, -5.0215229988098145, -0.5756186842918396, 20.32085418701172, -7.037319183349609, -1.8251844644546509, -0.49736544489860535, -11.505104064941406, -1.7576287984848022, 0.3538045883178711, 2.242853879928589, 0.7668138146400452, -0.13992035388946533, 6.202682018280029]"
datasources\LDC_female\wav\3NT1s1370.wav,neutral,five thousand one,conversation,female,"[-419.63311767578125, 166.33914184570312, -24.358047485351562, 48.08884811401367, 15.035772323608398, -9.851895332336426, 33.66157531738281, -9.384032249450684, -9.224571228027344, 21.552013397216797, -7.485951900482178, -6.813438415527344, 2.3904364109039307, -11.381715774536133, -5.142027854919434, 3.9262263774871826, 4.47760534286499, 0.37212541699409485, 0.4630953371524811, 4.45769739151001]"
datasources\LDC_female\wav\3NT1s1371.wav,neutral,five thousand one,conversation,female,"[-413.53155517578125, 174.66708374023438, -22.96144676208496, 45.151859283447266, 15.91810131072998, -9.10208797454834, 31.6868953704834, -11.341294288635254, -11.276273727416992, 21.017213821411133, -7.56673002243042, -6.47641658782959, 5.004879951477051, -12.016592025756836, -8.043146133422852, 3.9863150119781494, 3.4612390995025635, -0.3509732782840729, 3.1678426265716553, 5.599730014801025]"
datasources\LDC_female\wav\3NT1s1410.wav,neutral,four thousand nine,conversation,female,"[-411.2143249511719, 180.1662139892578, -25.98636245727539, 47.40697479248047, 12.37065315246582, -5.975005626678467, 32.26150894165039, -14.143129348754883, -2.0844578742980957, 19.67790985107422, -14.68745231628418, -3.4921696186065674, 3.1656668186187744, -10.920315742492676, -4.242345809936523, 1.8922488689422607, 6.26772928237915, -1.9294065237045288, -3.5368452072143555, 5.2366414070129395]"
datasources\LDC_female\wav\3NT1s1411.wav,neutral,four thousand nine,conversation,female,"[-418.3905029296875, 173.89825439453125, -24.188676834106445, 46.98540115356445, 14.359359741210938, -4.577474117279053, 33.71687316894531, -10.324703216552734, -1.649448275566101, 20.25724983215332, -12.54073429107666, -5.005197525024414, 1.5197300910949707, -9.785820007324219, -4.258090972900391, -1.0284111499786377, 5.154893398284912, 0.6675086617469788, -1.9509445428848267, 6.3002190589904785]"
datasources\LDC_female\wav\3NT1s1440.wav,neutral,july eighteenth,conversation,female,"[-420.96685791015625, 149.76319885253906, -52.93083572387695, 50.613765716552734, 33.7865104675293, 9.075839042663574, 38.394813537597656, -10.696772575378418, -3.695305824279785, 13.685856819152832, -10.731818199157715, 7.213799476623535, 2.5200655460357666, -13.903440475463867, -1.3018978834152222, -0.4672658145427704, 2.796903610229492, -3.662912368774414, -8.438763618469238, 5.448870658874512]"
datasources\LDC_female\wav\3NT1s1441.wav,neutral,july eighteenth,conversation,female,"[-499.1671447753906, 151.22056579589844, -45.11466598510742, 49.83653259277344, 30.92917251586914, 9.098246574401855, 38.58872985839844, -5.693098545074463, 1.704358458518982, 12.944567680358887, -9.11121940612793, 11.127744674682617, 1.3621230125427246, -13.29748249053955, 3.1501572132110596, -0.08426343649625778, 2.6055314540863037, 0.39582422375679016, -6.425187110900879, 3.4717044830322266]"
datasources\LDC_female\wav\3NT1s1450.wav,neutral,june thirtieth,conversation,female,"[-415.7610168457031, 134.38497924804688, -28.752220153808594, 42.9302978515625, 11.425959587097168, 2.53240704536438, 45.5817985534668, 4.148643493652344, 8.772492408752441, 19.906126022338867, -14.337372779846191, -0.8911787867546082, 3.7463512420654297, -9.79586124420166, -1.2707188129425049, -1.9236016273498535, 1.4292508363723755, 0.8692988157272339, -4.379818439483643, 3.0967514514923096]"
datasources\LDC_female\wav\3NT1s1451.wav,neutral,june thirtieth,conversation,female,"[-442.344482421875, 153.47337341308594, -48.640926361083984, 39.08327865600586, 15.262269020080566, 1.3323384523391724, 44.10739517211914, 4.5094404220581055, 12.759907722473145, 19.64493179321289, -15.742499351501465, 1.2028182744979858, 1.798272728919983, -10.269266128540039, 0.810441255569458, -3.225123405456543, 1.6494144201278687, 1.022239327430725, -5.011418342590332, 4.835911273956299]"
datasources\LDC_female\wav\3NT1s1520.wav,neutral,nine hundred eight,conversation,female,"[-455.8481140136719, 161.1097869873047, -48.18563461303711, 43.518821716308594, 24.284753799438477, 6.020188808441162, 42.301292419433594, -3.377163887023926, 3.8951971530914307, 18.2680606842041, -13.538230895996094, 1.5569652318954468, 1.3417333364486694, -13.341011047363281, -0.5755361318588257, 1.9014453887939453, 4.385258674621582, -3.1298389434814453, -8.491394996643066, 4.361128807067871]"
datasources\LDC_female\wav\3NT1s1521.wav,neutral,nine hundred eight,conversation,female,"[-477.9810485839844, 162.55807495117188, -39.92436599731445, 37.15969467163086, 21.791921615600586, 8.501591682434082, 40.017173767089844, -1.8804681301116943, 6.342319488525391, 17.947813034057617, -11.10334300994873, 3.4310190677642822, 1.07231605052948, -13.336666107177734, -1.0368329286575317, 2.291624069213867, 4.43725061416626, -3.987300157546997, -6.181845664978027, 7.384737491607666]"
datasources\LDC_female\wav\3NT1s1580.wav,neutral,november tenth,conversation,female,"[-476.22845458984375, 157.02029418945312, -28.03218650817871, 47.93735122680664, 13.126518249511719, -3.417281150817871, 38.33353042602539, 0.22141782939434052, 8.798182487487793, 19.17311668395996, -11.615297317504883, 3.12265682220459, 1.6110773086547852, -10.509344100952148, 0.9580694437026978, -0.8082302212715149, 2.810335636138916, 1.6147836446762085, -2.3602120876312256, 3.7943451404571533]"
datasources\LDC_female\wav\3NT1s1581.wav,neutral,november tenth,conversation,female,"[-454.0218505859375, 157.25970458984375, -28.309694290161133, 44.23420715332031, 9.960994720458984, -5.896886825561523, 36.281707763671875, -1.2205010652542114, 7.960571765899658, 20.05043601989746, -12.66047191619873, 0.15418888628482819, 0.6911979913711548, -12.346305847167969, -1.5047211647033691, -1.038940191268921, 1.2369413375854492, -0.10966856777667999, -0.7013182640075684, 4.4244208335876465]"
datasources\LDC_female\wav\3NT1s1640.wav,neutral,one thousand twelve,conversation,female,"[-435.49273681640625, 161.23342895507812, -21.157867431640625, 48.10380554199219, 18.57716178894043, -9.008170127868652, 25.143924713134766, -13.615104675292969, -10.1400785446167, 17.552745819091797, -5.133066177368164, -2.5455360412597656, 1.217841386795044, -8.801848411560059, -2.445831775665283, -0.7872090935707092, 1.8674092292785645, 1.543455958366394, -1.303748607635498, 2.9672701358795166]"
