situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: tete a tete, Emotion: neutral, statements: june eleventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june eleventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: february, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: february, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fourteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fourteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: november ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: november ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september tenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september tenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand six, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand six, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand six, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: thirty-seven, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: thirty-seven, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: august second, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: august second, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: four hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: four hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: four hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one thousand two, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one thousand two, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one thousand two, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: september third, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: september third, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: september third, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six thousand ten, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six thousand ten, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six thousand ten, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: three hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: three hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: three hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: nine thousand nine, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: nine thousand nine, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: nine thousand nine, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: june twenty-eighth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: june twenty-eighth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: june twenty-eighth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: may twenty-ninth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: may twenty-ninth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: may twenty-ninth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine thousand six, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: seven hundred, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: seven hundred, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: june twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: june twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: boredom, statements: april fifteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: eight thousand six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five thousand twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: july fourteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine hundred four, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine hundred four, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: october sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: october sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: one hundred twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six hundred six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: thirteen hundred, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: two hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: march twenty-sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: march twenty-sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: disgust, statements: april second, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: april second, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight thousand twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight thousand twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventh, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventh, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: may seventeenth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: may seventeenth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine hundred six, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine hundred six, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: october twelfth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: one thousand five, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: six hundred twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: two hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: two hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: two hundred twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventeenth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventeenth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: hot anger, statements: three hundred nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: december tenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: december tenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eight hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eight hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: five thousand five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: five thousand five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: november third, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one hundred five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: ten thousand nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: ten thousand nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: april thirteenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eighteen hundred, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eighteen hundred, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june eleventh, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june eleventh, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: may twentieth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: may twentieth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: nine hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: nine hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: nine hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one thousand one, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: march thirty-first, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: march thirty-first, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: seventy-three, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: seventy-three, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: happy, statements: three hundred nine, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one thousand one, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: september first, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: six thousand five, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: six thousand five, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: two thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: neutral, statements: one hundred twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: october third, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six hundred three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six hundred three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march eleventh, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nineteen hundred, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: april thirteenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: april thirteenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four hundred nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand eight, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine thousand eight, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: december fifth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight hundred two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four thousand nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: july eighteenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: june thirtieth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine hundred eight, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: november tenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one thousand twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september twelfth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six thousand three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: ten thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three hundred five, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three thousand five, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two hundred eight, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: may twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: seventy-six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april fifteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april fifteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april fifteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april fifteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: july second, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: july second, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: july second, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: july second, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: july second, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred six, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: august nineteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: august nineteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twentieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twentieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twentieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may thirtieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may thirtieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may thirtieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may thirtieth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred five, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred five, Gender: female, Color: (30, 40, 30)
